variant,score_col,threshold,min_precision,max_false_alarm,min_point_f1,mean_point_f1,min_event_f1,mean_event_f1,min_event_recall
tree_only,i8_fault_score,0.08,0.025202600409653577,0.3020678505306527,0.048413309383286286,0.059825191650662676,0.08333333333333334,0.08432069510268562,0.9
tree_only,i8_fault_score,0.09977272727272728,0.04183870079823837,0.266186862760437,0.07423687423687424,0.12149343711843713,0.07710843373493977,0.08258830777656079,0.8
tree_only,i8_fault_score,0.11954545454545454,0.06669842782277274,0.21612036819734542,0.10933229207340882,0.17044987077728332,0.0879120879120879,0.09703823573686587,0.8
tree_only,i8_fault_score,0.1393181818181818,0.09359251259899208,0.16730553599833112,0.14046461372231225,0.22034433075958781,0.0880503144654088,0.11040631354962088,0.7
tree_only,i8_fault_score,0.1590909090909091,0.1201923076923077,0.13017288586403816,0.16644474034620507,0.2566641045904467,0.10687022900763359,0.1354456965143988,0.7
tree_only,i8_fault_score,0.17886363636363636,0.14893617021276595,0.10680852173459543,0.1887390959555908,0.2844101983842995,0.11555555555555556,0.15405106970324361,0.65
tree_only,i8_fault_score,0.1986363636363636,0.17628705148205928,0.08761636548541031,0.20489573889392565,0.3055904059228326,0.1319796954314721,0.17830868829544616,0.65
tree_only,i8_fault_score,0.21840909090909089,0.20616570327552985,0.07554706495310874,0.218144750254842,0.3199814660365119,0.14606741573033707,0.19961598634618116,0.65
tree_only,i8_fault_score,0.23818181818181816,0.24355971896955503,0.06564779437304621,0.23397075365579303,0.337498197340717,0.16352201257861637,0.22394110107603804,0.65
tree_only,i8_fault_score,0.25795454545454544,0.28450704225352114,0.05574852379298369,0.24724602203182375,0.348860460133958,0.17266187050359713,0.25116610008696344,0.6
tree_only,i8_fault_score,0.2777272727272727,0.3223684210526316,0.0489753386592567,0.2558746736292428,0.3576292135653217,0.1904761904761905,0.27596098680436026,0.6
tree_only,i8_fault_score,0.2975,0.36162361623616235,0.04324418200764155,0.2673942701227831,0.36625527459627527,0.20869565217391306,0.30434782608695654,0.6
tree_only,i8_fault_score,0.31727272727272726,0.3975409836065574,0.03699201111497048,0.2747875354107649,0.3706775715686811,0.21568627450980393,0.3152505446623094,0.55
tree_only,i8_fault_score,0.33704545454545454,0.42358078602620086,0.034386939909690876,0.28075253256150506,0.3763823177179689,0.2268041237113402,0.33920851346857334,0.55
tree_only,i8_fault_score,0.3568181818181818,0.45023696682464454,0.03126085446335534,0.2823179791976226,0.3761820310734657,0.22222222222222224,0.3504273504273504,0.5
tree_only,i8_fault_score,0.3765909090909091,0.48717948717948717,0.028655783258075728,0.289193302891933,0.38098856435420914,0.23529411764705882,0.37219251336898396,0.5
tree_only,i8_fault_score,0.39636363636363636,0.5083798882681564,0.027092740534907962,0.2839313572542902,0.3769814514978076,0.22222222222222224,0.3856209150326797,0.45
tree_only,i8_fault_score,0.41613636363636364,0.5416666666666666,0.022924626606460583,0.28888888888888886,0.37973856209150325,0.2465753424657534,0.4005153940051539,0.45
tree_only,i8_fault_score,0.4359090909090909,0.5769230769230769,0.020840569642236892,0.2912621359223301,0.38205279320078167,0.2608695652173913,0.4161490683229814,0.45
tree_only,i8_fault_score,0.4556818181818182,0.5945945945945946,0.019277526919069126,0.28852459016393445,0.38050824977452385,0.2727272727272727,0.43743890518084066,0.45
tree_only,i8_fault_score,0.47545454545454546,0.6397058823529411,0.019277526919069126,0.2909698996655518,0.38001263712919287,0.2727272727272727,0.4407114624505929,0.45
tree_only,i8_fault_score,0.49522727272727274,0.6825396825396826,0.015109412990621747,0.2925170068027211,0.3761435608726249,0.3103448275862069,0.4518757104964002,0.45
