scope,precision,false_alarm_episodes_per_station_day,point_f1,point_f1_delta,event_f1,event_f1_delta,weak_episode_recall,weak_episode_recall_delta
oct_dec_discovery,0.7715736040609137,0.020417133377759498,0.5083612040133779,-0.0060211986938978335,0.5882352941176471,-0.029048656499636838,0.16666666666666666,0.0
pseudo_unseen_all_2023,0.9425287356321839,0.012248543358992899,0.7592592592592593,0.0,0.5714285714285714,0.0,0.8333333333333334,0.0
