score_col,threshold,min_points,max_gap_minutes,min_precision,max_false_alarm,min_point_f1_delta,mean_point_f1_delta,min_event_f1_delta,mean_event_f1_delta,min_weak_recall_delta,mean_weak_recall_delta,passes_discovery
weak7_geom,0.8,4,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.8,6,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.8,6,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.1,2,90,0.011811023622047244,1.1930891262925776,-0.5447525056525837,-0.35343477184719196,-0.5941731101758507,-0.5898400644112022,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.1,2,180,0.011507389162561577,1.649360936864416,-0.5475248328412423,-0.35509364006038485,-0.6031496438186453,-0.5953130267482095,0.8333333333333334,0.875,False
weak7_blend,0.1,3,90,0.012390189407403647,1.0266115737866364,-0.5429310367291632,-0.35196824452958897,-0.5889894419306184,-0.5851604944045539,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.1,3,180,0.011888701517706577,1.4756899098674774,-0.5461752156741521,-0.35405232375023055,-0.6003690575756369,-0.5930526686699766,0.8333333333333334,0.875,False
weak7_blend,0.1,4,90,0.012854030501089325,0.8447194330857009,-0.5410414425903284,-0.3505814882181296,-0.5811010383295845,-0.5789302433000919,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.1,4,180,0.012222968435191404,1.2855766554625447,-0.5447671289797132,-0.35302827775772794,-0.5964912280701754,-0.5897140525732938,0.8333333333333334,0.875,False
weak7_blend,0.1,6,90,0.013653136531365314,0.6525509002547689,-0.5378543874946369,-0.34823177373597203,-0.5711546840958606,-0.5708003077491142,0.5,0.6666666666666666,False
weak7_blend,0.1,6,180,0.012783525666534023,1.0225010169346378,-0.5423195680133335,-0.35127132923797466,-0.5907360045467462,-0.5856964065339302,0.5,0.6666666666666666,False
weak7_blend,0.15,2,90,0.017105372415511085,1.1756192596715838,-0.5288572668620557,-0.34045859597784434,-0.5936957061305534,-0.5885881293547726,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.15,2,180,0.015276734284998747,1.5918131409364362,-0.5364419089479111,-0.3459381497135913,-0.6022937476877543,-0.5939304705064017,0.8333333333333334,0.875,False
weak7_blend,0.15,3,90,0.018332066869300914,0.920764734847674,-0.524030348271155,-0.3369155838930902,-0.5847615460271622,-0.5807719281794218,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.15,3,180,0.015882967607105537,1.3235993063435312,-0.5333587223998527,-0.34383618670566685,-0.5973531624839552,-0.5898584676226637,0.8333333333333334,0.875,False
weak7_blend,0.15,4,90,0.019169329073482427,0.7183198098867456,-0.5189451708878167,-0.333625895403245,-0.5733969263381028,-0.5712787418504128,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.15,4,180,0.016310590397427063,1.1026568755486095,-0.5300140029205432,-0.3417795876115538,-0.591544337663252,-0.5845360086138414,0.8333333333333334,0.875,False
weak7_blend,0.15,6,90,0.02092426187419769,0.5076537712218202,-0.5100093956476935,-0.3275952458729041,-0.5563127942106373,-0.5563013629568279,0.5,0.5,False
weak7_blend,0.15,6,180,0.0171886249100072,0.796420390074718,-0.5237928439488267,-0.3378811778831454,-0.5808252135209913,-0.5768336155912321,0.5,0.5,False
weak7_blend,0.2,2,90,0.026881720430107527,0.8991843113746816,-0.4950754603775327,-0.3147535111365911,-0.5837828581214145,-0.578720200975655,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.2,2,180,0.021227452705675318,1.3112676357875357,-0.5159128401453709,-0.3301407738052461,-0.5970789226852472,-0.5878948741257806,0.8333333333333334,0.875,False
weak7_blend,0.2,3,90,0.029393106364982026,0.6145282493737824,-0.4808668159366316,-0.3055834656399836,-0.5648531713154745,-0.5614644958202094,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.2,3,180,0.022153924958381355,0.9947547581836478,-0.5078938826098505,-0.325353883095322,-0.5878077692920577,-0.579821866732224,0.8333333333333334,0.875,False
weak7_blend,0.2,4,90,0.031042128603104215,0.4161938812648526,-0.467602598930552,-0.2977045100315928,-0.5414541367683929,-0.5396095092529206,0.8333333333333333,0.8333333333333333,False
weak7_blend,0.2,4,180,0.02261783160659565,0.7491489862767347,-0.49993392361569977,-0.3210457388595478,-0.5755029284441049,-0.5689893652622404,0.8333333333333334,0.875,False
weak7_blend,0.2,6,90,0.03298774740810556,0.2815731443619003,-0.4463737825523555,-0.2858835204896609,-0.5147635223412595,-0.5105976972265809,0.5,0.5,False
weak7_blend,0.2,6,180,0.022335209733067005,0.5035432143698216,-0.48577067000248036,-0.31446245872021783,-0.5557528671846097,-0.5528515876372264,0.5,0.5,False
weak7_blend,0.25,2,90,0.04965662968832541,0.4048898499218566,-0.39723869643560344,-0.24878204077970117,-0.5405229062776717,-0.5380099318406615,0.5,0.6666666666666667,False
weak7_blend,0.25,2,180,0.03591250408096637,0.6484403434027703,-0.4403167558630292,-0.2803106284467729,-0.5679271708683473,-0.5642112447516004,0.5833333333333333,0.7083333333333333,False
weak7_blend,0.25,3,90,0.05547850208044383,0.2579374424629087,-0.3615511227217131,-0.22799180399105373,-0.5082656206220231,-0.5025662042871587,0.5,0.5,False
weak7_blend,0.25,3,180,0.038331929233361414,0.4223597165428504,-0.41009905011168524,-0.26392972914855284,-0.5431937741837312,-0.5409767320531059,0.5,0.5416666666666666,False
weak7_blend,0.25,4,90,0.06044905008635579,0.16031171722794324,-0.3280789602125852,-0.20927848220113168,-0.4750965069202524,-0.4589660513485123,0.5,0.5,False
weak7_blend,0.25,4,180,0.04045643153526971,0.2754073090839025,-0.3795694585530802,-0.2477374832116268,-0.5127592708988059,-0.5114732038213772,0.5,0.5416666666666666,False
weak7_blend,0.25,6,90,0.07625,0.10995739579096106,-0.2785717568126465,-0.17737194360906333,-0.42607973421926915,-0.4034776860728363,0.4166666666666667,0.45833333333333337,False
weak7_blend,0.25,6,180,0.04747991234477721,0.17264338778393887,-0.3286384099527395,-0.21846304652674498,-0.48465116279069775,-0.46909454985229687,0.4166666666666667,0.45833333333333337,False
weak7_blend,0.3,2,90,0.20955882352941177,0.1140679526429596,-0.1367684045952009,-0.0643066379626965,-0.3941248470012241,-0.39078791369669047,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.3,2,180,0.17847025495750707,0.14592476824594833,-0.15792451051258688,-0.07762903372350793,-0.42855595276784747,-0.42624211199614004,0.16666666666666669,0.33333333333333337,False
weak7_blend,0.3,3,90,0.29891304347826086,0.06987946648397525,-0.07919398302698794,-0.02251318160522063,-0.31298449612403106,-0.3019934391926734,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.3,3,180,0.2532188841201717,0.08221113703997089,-0.0924536966171744,-0.03165075024934308,-0.35686355217122867,-0.3408967620800121,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.3,4,90,0.40601503759398494,0.04521612537198399,-0.03747019927128792,0.008568271150872886,-0.2210895189550814,-0.20740277979410104,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.3,4,180,0.3393939393939394,0.05240959986298144,-0.04900983663387792,-0.0010189749163142248,-0.27131782945736443,-0.24938440492476063,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.3,6,90,0.5909090909090909,0.02877389796398981,0.007092198581560183,0.03924453180569201,-0.11342309261525918,-0.10178032008579757,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.3,6,180,0.49523809523809526,0.03391209402898799,-0.004353142577647406,0.02834954831285902,-0.14563476934807484,-0.13654287487011585,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.35,2,90,0.4946236559139785,0.04213320773298508,-0.026153478364809968,0.00642175355533138,-0.19885406134142236,-0.18815252086678957,0.08333333333333333,0.2916666666666667,False
weak7_blend,0.35,2,180,0.47572815533980584,0.048299043010982895,-0.03464507625682556,0.006647499324770739,-0.20991432068543464,-0.20938032495740042,0.16666666666666669,0.33333333333333337,False
weak7_blend,0.35,3,90,0.6470588235294118,0.0256909803249909,0.0010714832389406848,0.022124826691701474,-0.12189254210104261,-0.1048304914053299,0.08333333333333333,0.20833333333333334,False
weak7_blend,0.35,3,180,0.6338028169014085,0.027746258750990176,-0.0016757223378865982,0.022444891060872524,-0.13798449612403108,-0.12117927671963247,0.08333333333333333,0.20833333333333334,False
weak7_blend,0.35,4,90,0.7300613496932515,0.022608062685991994,0.013186235881271324,0.027104035896963835,-0.0607843137254902,-0.058207934336525324,0.08333333333333333,0.20833333333333334,False
weak7_blend,0.35,4,180,0.7300613496932515,0.022608062685991994,0.013186235881271324,0.02679971453360412,-0.06618962432915931,-0.06348696902732476,0.08333333333333333,0.20833333333333334,False
weak7_blend,0.35,6,90,0.785234899328859,0.018497505833993448,0.023997388039396994,0.024565222700952183,-0.02030812324929976,0.005702175161819478,0.08333333333333333,0.20833333333333334,False
weak7_blend,0.35,6,180,0.785234899328859,0.018497505833993448,0.023997388039396994,0.024565222700952183,-0.02030812324929976,0.005702175161819478,0.08333333333333333,0.20833333333333334,False
weak7_blend,0.4,2,90,0.55,0.029801537176989447,-0.010326945429618817,-0.005989748277709678,-0.1485108119135048,-0.13424955286924878,0.0,0.16666666666666669,False
weak7_blend,0.4,2,180,0.5555555555555556,0.03185681560298872,-0.004419775927639091,-0.0028012540194079644,-0.15637530072173217,-0.1455363289627416,0.0,0.16666666666666669,False
weak7_blend,0.4,3,90,0.717391304347826,0.019525145046993087,-0.0035750766087844776,0.005688746598335653,-0.07403891789273853,-0.052499335107359935,0.0,0.16666666666666669,False
weak7_blend,0.4,3,180,0.723404255319149,0.019525145046993087,0.0014199283862205148,0.00818624909583815,-0.07403891789273853,-0.052499335107359935,0.0,0.16666666666666669,False
weak7_blend,0.4,4,90,0.7785234899328859,0.017469866620993812,-0.0005193088471343588,0.009181494839098081,-0.01374207188160681,-0.01150561704597275,0.0,0.16666666666666669,False
weak7_blend,0.4,4,180,0.7785234899328859,0.017469866620993812,-0.0005193088471343588,0.009181494839098081,-0.01374207188160681,-0.01150561704597275,0.0,0.16666666666666669,False
weak7_blend,0.4,6,90,0.7972027972027972,0.016442227407994177,0.0,0.008869853550704576,0.0,0.001089324618736398,0.0,0.16666666666666669,True
weak7_blend,0.4,6,180,0.7972027972027972,0.016442227407994177,0.0,0.008869853550704576,0.0,0.001089324618736398,0.0,0.16666666666666669,True
weak7_blend,0.5,2,90,0.7674418604651163,0.018497505833993448,-0.0020599250936329805,0.0015532272759711113,-0.0514596734289956,-0.03588389833914768,0.0,0.16666666666666669,False
weak7_blend,0.5,2,180,0.75,0.018497505833993448,-0.0025677736624233616,0.0012993029915759208,-0.06298449612403112,-0.04164630968666544,0.0,0.16666666666666669,False
weak7_blend,0.5,3,90,0.8088235294117647,0.014386948981994906,0.0,0.003771248452099474,0.0,0.013197586726998445,0.0,0.16666666666666669,True
weak7_blend,0.5,3,180,0.8088235294117647,0.014386948981994906,0.0,0.003771248452099474,0.0,0.013197586726998445,0.0,0.16666666666666669,True
weak7_blend,0.5,4,90,0.8074074074074075,0.014386948981994906,0.0,0.0018906258818217614,0.0,0.013197586726998445,0.0,0.16666666666666669,True
weak7_blend,0.5,4,180,0.8074074074074075,0.014386948981994906,0.0,0.0018906258818217614,0.0,0.013197586726998445,0.0,0.16666666666666669,True
weak7_blend,0.5,6,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.5,6,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.6,2,90,0.8048780487804879,0.014386948981994906,-0.0010357165275249602,-0.0005178582637624801,-0.026873385012919915,-0.013436692506459957,0.0,0.0,False
weak7_blend,0.6,2,180,0.7857142857142857,0.014386948981994906,-0.0015492472849050198,-0.0007746236424525099,-0.03943377148634997,-0.019716885743174983,0.0,0.0,False
weak7_blend,0.6,3,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.6,3,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.6,4,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.6,4,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.6,6,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.6,6,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.7,2,90,0.8059701492537313,0.014386948981994906,-0.0005193088471343588,-0.0002596544235671794,-0.01374207188160681,-0.006871035940803405,0.0,0.0,False
weak7_blend,0.7,2,180,0.8048780487804879,0.014386948981994906,-0.0010357165275249602,-0.0005178582637624801,-0.026873385012919915,-0.013436692506459957,0.0,0.0,False
weak7_blend,0.7,3,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.7,3,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.7,4,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.7,4,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.7,6,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.7,6,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,2,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,2,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,3,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,3,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,4,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,4,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,6,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_blend,0.8,6,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
