score_col,threshold,min_points,max_gap_minutes,min_precision,max_false_alarm,min_point_f1_delta,mean_point_f1_delta,min_event_f1_delta,mean_event_f1_delta,min_weak_recall_delta,mean_weak_recall_delta,passes_discovery
weak7_geom,0.5,4,180,0.8102189781021898,0.015414588194994541,0.0,0.005641946892718797,0.0,0.007029226785053688,0.0,0.16666666666666669,True
weak7_geom,0.5,6,90,0.8074074074074075,0.014386948981994906,0.0,0.0018906258818217614,0.0,0.013197586726998445,0.0,0.16666666666666669,True
weak7_geom,0.5,6,180,0.8074074074074075,0.014386948981994906,0.0,0.0018906258818217614,0.0,0.013197586726998445,0.0,0.16666666666666669,True
weak7_geom,0.6,2,90,0.8048780487804879,0.014386948981994906,-0.0010357165275249602,0.0013727676180592813,-0.026873385012919915,-0.00023910577946151257,0.0,0.16666666666666669,False
weak7_geom,0.6,2,180,0.7857142857142857,0.014386948981994906,-0.0015492472849050198,0.0011160022393692515,-0.03943377148634997,-0.0065192990161765385,0.0,0.16666666666666669,False
weak7_geom,0.6,3,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.6,3,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.6,4,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.6,4,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.6,6,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.6,6,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.7,2,90,0.8059701492537313,0.014386948981994906,-0.0005193088471343588,-0.0002596544235671794,-0.01374207188160681,-0.006871035940803405,0.0,0.0,False
weak7_geom,0.7,2,180,0.8048780487804879,0.014386948981994906,-0.0010357165275249602,-0.0005178582637624801,-0.026873385012919915,-0.013436692506459957,0.0,0.0,False
weak7_geom,0.7,3,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.7,3,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.7,4,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.7,4,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.7,6,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.7,6,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.8,2,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.8,2,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.8,3,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.8,3,180,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
weak7_geom,0.8,4,90,0.8059701492537313,0.014386948981994906,0.0,0.0,0.0,0.0,0.0,0.0,False
