score_col,threshold,min_f1_delta,mean_f1_delta,min_macro_delta,max_fault_to_weather,mean_weather_f1,passes_discovery
weather7_l2,0.39999999999999997,-0.6663286189379819,-0.5892114619490889,-0.3305378181974544,0.09090909090909091,0.0510576891896274,False
weather7_l2,0.42499999999999993,-0.6619400643288617,-0.5887999586645953,-0.3143565845704003,0.09090909090909091,0.05146919247412096,False
weather7_l2,0.44999999999999996,-0.6606457463410519,-0.5878011729642281,-0.3215040204678362,0.09090909090909091,0.05246797817448832,False
weather7_l2,0.475,-0.6584922170028553,-0.5868505499206398,-0.3300767155032972,0.08677685950413223,0.05341860121807659,False
weather7_l2,0.49999999999999994,-0.6575120162529111,-0.5866579725617969,-0.33479947501329077,0.08677685950413223,0.05361117857691956,False
weather7_l2,0.525,-0.6588504088504088,-0.5880591406436537,-0.3510873538011695,0.08264462809917356,0.05221001049506264,False
weather7_l2,0.5499999999999999,-0.6531088683951046,-0.5858712043838877,-0.3451349728487886,0.08264462809917356,0.054397946754828605,False
weather7_l2,0.575,-0.6565786957353222,-0.5872304418368055,-0.3774387051525209,0.0743801652892562,0.05303870930191078,False
weather7_l2,0.6,-0.656423034330011,-0.5869522504849816,-0.3971343623481781,0.07024793388429752,0.05331690065373486,False
weather7_l2,0.625,-0.66066785528564,-0.589020445728315,-0.4205201269104132,0.07024793388429752,0.05124870541040129,False
weather7_l2,0.65,-0.6579310905249471,-0.5914874436539372,-0.44194869833898465,0.06198347107438017,0.048781707484779155,False
weather7_l2,0.675,-0.6582659478885894,-0.5922788308755484,-0.4752937846252474,0.06198347107438017,0.047990320263167845,False
weather7_l2,0.7,-0.6600747737111373,-0.5939369636158611,-0.5010290787428945,0.06198347107438017,0.04633218752285526,False
weather7_l2,0.725,-0.6680249280920422,-0.5985601144632366,-0.5542123538011696,0.05785123966942149,0.04170903667547963,False
weather7_l2,0.75,-0.6715999054708732,-0.5987693203243694,-0.6025889771777929,0.049586776859504134,0.041499830814346945,False
weather7_l2,0.775,-0.6703245544027667,-0.5960495452937216,-0.6138670323066545,0.045454545454545456,0.04421960584499481,False
weather7_l2,0.7999999999999999,-0.6644620811287478,-0.5911567784253704,-0.6138670323066545,0.04132231404958678,0.049112372713345946,False
weather7_l2,0.825,-0.6833333333333333,-0.6061287153033652,-0.7325847995227532,0.03305785123966942,0.03414043583535109,False
weather7_l2,0.85,-0.7018002322880371,-0.6184121934387046,-0.7823195475333633,0.03305785123966942,0.02185695770001178,False
weather7_l2,0.875,-0.7075858250276854,-0.625441963678868,-0.8001258153396311,0.028925619834710745,0.014827187459848387,False
weather7_l2,0.9,-0.7160381919265167,-0.6351930090067366,-0.8193565845704003,0.024793388429752067,0.005076142131979695,False
weather7_l2,0.9249999999999999,-0.7147619047619047,-0.6345548654244306,-0.8193565845704003,0.02066115702479339,0.005714285714285714,False
weather7_l2,0.95,-0.7261904761904762,-0.6402691511387164,-0.8385873538011696,0.01652892561983471,0.0,False
weather7_blend,0.05,-0.6996397780902244,-0.6085973166410341,-0.3083643491063339,0.16942148760330578,0.031671834497682176,False
weather7_blend,0.075,-0.6953546633692698,-0.6058759126598019,-0.33177223260070776,0.15702479338842976,0.03439323847891439,False
weather7_blend,0.1,-0.6910703283161693,-0.6018904462911889,-0.2946770973909131,0.15289256198347106,0.03837870484752745,False
weather7_blend,0.125,-0.6862884810907212,-0.5978026256385283,-0.2493586303969143,0.14049586776859505,0.04246652550018805,False
weather7_blend,0.15,-0.68158953722334,-0.5941692766402736,-0.2291908679340955,0.1322314049586777,0.0460998744984427,False
weather7_blend,0.175,-0.6777266077352619,-0.5914660532578871,-0.303765925229741,0.11983471074380166,0.04880309788082916,False
weather7_blend,0.2,-0.6727553616866594,-0.5874733591826956,-0.2870248538011696,0.1115702479338843,0.05279579195602073,False
weather7_blend,0.22499999999999998,-0.6683392365210546,-0.5848856479346751,-0.2657415738630343,0.10743801652892562,0.0553835032040412,False
