score_col,threshold,min_points,max_gap_minutes,weather_guard,tune_min_precision,tune_max_false_alarm,tune_min_point_f1_delta,tune_mean_point_f1_delta,tune_min_event_f1_delta,tune_mean_event_f1_delta,tune_mean_weak_episode_recall_delta,all_min_precision,all_max_false_alarm,all_min_point_f1_delta,all_mean_point_f1_delta,all_min_event_f1_delta,all_mean_event_f1_delta,all_mean_weak_episode_recall_delta,passes_tune_gates,passes_all_gates
weak_consensus_min,0.75,6,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,6,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,6,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,6,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.15,2,90,True,0.09124537607891492,0.18574706345673095,-0.3079296513421783,-0.24575524398757148,-0.48461538461538456,-0.4730334360713839,0.4166666666666667,0.09124537607891492,0.18574706345673095,-0.3079296513421783,-0.258492029722214,-0.48461538461538456,-0.4529399437624931,0.3148148148148148,False,False
weak_consensus_geom,0.15,2,90,False,0.09124537607891492,0.18574706345673095,-0.3084975369458128,-0.2460391867893887,-0.48461538461538456,-0.4730334360713839,0.4166666666666667,0.09124537607891492,0.18574706345673095,-0.3084975369458128,-0.259016755886947,-0.48461538461538456,-0.45274883418025863,0.3148148148148148,False,False
weak_consensus_geom,0.15,2,180,True,0.029904699309891553,0.42820451354405675,-0.4390313798538472,-0.3470769553705584,-0.548339483394834,-0.5405325554646343,0.5416666666666666,0.029904699309891553,0.42820451354405675,-0.4390313798538472,-0.3697816299968073,-0.548339483394834,-0.5314264167081257,0.47222222222222215,False,False
weak_consensus_geom,0.15,2,180,False,0.030799475753604193,0.42820451354405675,-0.4398889600683322,-0.3467002636596641,-0.5482120838471023,-0.5404688556907685,0.5416666666666666,0.030799475753604193,0.42820451354405675,-0.4398889600683322,-0.3696378522117631,-0.5482120838471023,-0.5313839501922152,0.47222222222222215,False,False
weak_consensus_geom,0.15,3,90,True,0.1298932384341637,0.10684565597068595,-0.24043277900220394,-0.19649319381141844,-0.43561643835616437,-0.4138126586897359,0.3333333333333333,0.1298932384341637,0.10684565597068595,-0.24492334588488435,-0.2126365778359071,-0.43561643835616437,-0.3942161606507612,0.25925925925925924,False,False
weak_consensus_geom,0.15,3,90,False,0.1298932384341637,0.10766754563199891,-0.24135864135864132,-0.1969561249896371,-0.43561643835616437,-0.4144318537361755,0.3333333333333333,0.1298932384341637,0.10766754563199891,-0.24627627527112061,-0.21339617508346495,-0.43561643835616437,-0.39462895734838765,0.25925925925925924,False,False
weak_consensus_geom,0.15,3,180,True,0.03755458515283843,0.29722710518854545,-0.40331649671209374,-0.32357310152694385,-0.5358108108108108,-0.5199234314540362,0.4166666666666667,0.03755458515283843,0.29722710518854545,-0.40331649671209374,-0.3447215667408385,-0.5358108108108108,-0.5077338913015453,0.3888888888888889,False,False
weak_consensus_geom,0.15,3,180,False,0.038746190683500215,0.29613836121349585,-0.4043198181129215,-0.32303654784935953,-0.535593220338983,-0.5198146362181222,0.4166666666666667,0.038746190683500215,0.29613836121349585,-0.4043198181129215,-0.3444860212421991,-0.535593220338983,-0.5076613611442693,0.3888888888888889,False,False
weak_consensus_geom,0.15,4,90,True,0.17936117936117937,0.07397006951816719,-0.18151260504201677,-0.15159094091572656,-0.3857142857142857,-0.35628239684843455,0.3333333333333333,0.17936117936117937,0.07620862110026194,-0.21170208743004088,-0.1716279897538313,-0.3857142857142857,-0.3397469340348119,0.25925925925925924,False,False
weak_consensus_geom,0.15,4,90,False,0.17936117936117937,0.07397006951816719,-0.18216682646212845,-0.1519180516257824,-0.3857142857142857,-0.35628239684843455,0.3333333333333333,0.17936117936117937,0.07620862110026194,-0.21310819462227915,-0.17231476595794795,-0.3857142857142857,-0.3397469340348119,0.25925925925925924,False,False
weak_consensus_geom,0.15,4,180,True,0.048377916903813316,0.2117607031471505,-0.36277717193747727,-0.29570494007772197,-0.5126436781609195,-0.49083274500846724,0.4166666666666667,0.048377916903813316,0.2117607031471505,-0.36277717193747727,-0.316303293385148,-0.5126436781609195,-0.47775405697739903,0.3888888888888889,False,False
weak_consensus_geom,0.15,4,180,False,0.049403747870528106,0.2106719591721009,-0.3640086726090098,-0.29545902125228496,-0.5122401847575058,-0.49039122646859373,0.4166666666666667,0.049403747870528106,0.2106719591721009,-0.3640086726090098,-0.3162857090764563,-0.5122401847575058,-0.47745971128415005,0.3888888888888889,False,False
weak_consensus_geom,0.15,6,90,True,0.3244444444444444,0.03534125543645766,-0.09785563273935366,-0.08144617172944188,-0.26666666666666666,-0.2279030526154318,0.16666666666666666,0.3244444444444444,0.05116864559589016,-0.1562696311585749,-0.10638732487248621,-0.26666666666666666,-0.22965479178230797,0.1111111111111111,False,False
weak_consensus_geom,0.15,6,90,False,0.3244444444444444,0.03534125543645766,-0.09785563273935366,-0.08144617172944188,-0.26666666666666666,-0.2279030526154318,0.16666666666666666,0.3244444444444444,0.05171299288946347,-0.1578226959864128,-0.10690501314843219,-0.26666666666666666,-0.23041474985358681,0.1111111111111111,False,False
weak_consensus_geom,0.15,6,180,True,0.07383773928896992,0.11812872129288345,-0.2857142857142857,-0.24201499097053109,-0.4625954198473282,-0.4227550545237335,0.25,0.07383773928896992,0.11812872129288345,-0.2910981227185816,-0.2583760348865479,-0.4625954198473282,-0.40894725172747265,0.16666666666666666,False,False
weak_consensus_geom,0.15,6,180,False,0.0746132848043676,0.11758434930535865,-0.28713929462059135,-0.24212373310877625,-0.46206896551724136,-0.4218101641003398,0.25,0.0746132848043676,0.11758434930535865,-0.2917593769866497,-0.2586689477347341,-0.46206896551724136,-0.40857704480036,0.16666666666666666,False,False
weak_consensus_geom,0.25,2,90,True,0.3333333333333333,0.04844910688970796,-0.09854353889061046,-0.08379867181361729,-0.3313432835820896,-0.2867073704140878,0.16666666666666666,0.3333333333333333,0.04844910688970796,-0.10720043686290825,-0.09159926016338094,-0.3313432835820896,-0.2649098361782319,0.1111111111111111,False,False
weak_consensus_geom,0.25,2,90,False,0.3333333333333333,0.04844910688970796,-0.09854353889061046,-0.08379867181361729,-0.3313432835820896,-0.2867073704140878,0.16666666666666666,0.3333333333333333,0.04844910688970796,-0.10972566966594272,-0.09244100443105911,-0.3313432835820896,-0.264089305945937,0.1111111111111111,False,False
weak_consensus_geom,0.25,2,180,True,0.21428571428571427,0.09417635384179188,-0.14095238095238094,-0.11911317461358295,-0.42648401826484017,-0.3817954682519169,0.29166666666666663,0.21428571428571427,0.09417635384179188,-0.14095238095238094,-0.1256424932343026,-0.42648401826484017,-0.35495945437679377,0.26851851851851843,False,False
weak_consensus_geom,0.25,2,180,False,0.21584699453551912,0.09472072582931669,-0.1425860666847384,-0.11886536980874693,-0.42727272727272725,-0.3841362947753252,0.29166666666666663,0.21584699453551912,0.09472072582931669,-0.1425860666847384,-0.12618594163444735,-0.42727272727272725,-0.356044603601208,0.26851851851851843,False,False
weak_consensus_geom,0.25,3,90,True,0.5072463768115942,0.028307343351290044,-0.05714285714285716,-0.0463042088824607,-0.22886597938144332,-0.17751381199429814,0.0,0.5072463768115942,0.037015615962984375,-0.07680873527450544,-0.05647238434647561,-0.22886597938144332,-0.17229184758486107,0.0,False,False
weak_consensus_geom,0.25,3,90,False,0.5072463768115942,0.028307343351290044,-0.05714285714285716,-0.0463042088824607,-0.22886597938144332,-0.17751381199429814,0.0,0.5072463768115942,0.037015615962984375,-0.07969043411023968,-0.05743295062505369,-0.22886597938144332,-0.17229184758486107,0.0,False,False
weak_consensus_geom,0.25,3,180,True,0.37254901960784315,0.04790473490218315,-0.07369101486748542,-0.05976973498694471,-0.3293233082706767,-0.2540484465881685,0.08333333333333333,0.37254901960784315,0.04790473490218315,-0.08869504908237302,-0.06941150635208748,-0.3293233082706767,-0.2336020931120997,0.12962962962962962,False,False
weak_consensus_geom,0.25,3,180,False,0.37254901960784315,0.04790473490218315,-0.07369101486748542,-0.05976973498694471,-0.3293233082706767,-0.2540484465881685,0.08333333333333333,0.37254901960784315,0.04790473490218315,-0.09139307308793893,-0.07031084768727612,-0.3293233082706767,-0.2336020931120997,0.12962962962962962,False,False
weak_consensus_geom,0.25,4,90,True,0.6666666666666666,0.02136913119413719,-0.03809523809523807,-0.0267891264296993,-0.11999999999999988,-0.11188679245283012,0.0,0.6237942122186495,0.03374953220154458,-0.05497268077191353,-0.03618364454377071,-0.14124523094407004,-0.12167293861657676,0.0,False,False
weak_consensus_geom,0.25,4,90,False,0.6666666666666666,0.02136913119413719,-0.03809523809523807,-0.0267891264296993,-0.11999999999999988,-0.11188679245283012,0.0,0.6158730158730159,0.03374953220154458,-0.057497686791579905,-0.03702531321699284,-0.14124523094407004,-0.12167293861657676,0.0,False,False
weak_consensus_geom,0.25,4,180,True,0.5692307692307692,0.024656689839389064,-0.04358353510895885,-0.02944213611556462,-0.19550561797752808,-0.15326278984739128,0.08333333333333333,0.5692307692307692,0.038648657843704276,-0.06118661489264504,-0.04002362904125809,-0.19550561797752808,-0.15550250654837242,0.0925925925925926,False,False
weak_consensus_geom,0.25,4,180,False,0.5692307692307692,0.024656689839389064,-0.04358353510895885,-0.02944213611556462,-0.19550561797752808,-0.15326278984739128,0.08333333333333333,0.5692307692307692,0.038648657843704276,-0.06363636363636366,-0.040840211955830964,-0.19550561797752808,-0.15550250654837242,0.0925925925925926,False,False
weak_consensus_geom,0.25,6,90,True,0.7552447552447552,0.016437793226259375,-0.011843079200592133,-0.007932648583249519,-0.05204944697462588,-0.040310437773027175,0.0,0.7432950191570882,0.024495628210798485,-0.021081718827620444,-0.012315671998039826,-0.07066541705716944,-0.050428764201074595,0.0,False,False
weak_consensus_geom,0.25,6,90,False,0.7552447552447552,0.016437793226259375,-0.011843079200592133,-0.007932648583249519,-0.05204944697462588,-0.040310437773027175,0.0,0.7348484848484849,0.025039975504371783,-0.023245207173778648,-0.013036834780092562,-0.07541562180737427,-0.052012165784476205,0.0,False,False
weak_consensus_geom,0.25,6,180,True,0.75,0.017259682887572344,-0.013289036544850474,-0.007812298919546629,-0.06140070354972804,-0.05377727485178713,0.0,0.7404580152671756,0.025039975504371783,-0.021804849311670593,-0.01247648238358795,-0.07541562180737427,-0.06099005717031617,0.0,False,False
weak_consensus_geom,0.25,6,180,False,0.75,0.017259682887572344,-0.013289036544850474,-0.007812298919546629,-0.06140070354972804,-0.05377727485178713,0.0,0.7320754716981132,0.02558432279794508,-0.023962450592885376,-0.013195682810659545,-0.08008100147275388,-0.06254518372544271,0.0,False,False
weak_consensus_geom,0.35,2,90,True,0.7517241379310344,0.016437793226259375,-0.009572901325478611,-0.00613304474157278,-0.02857142857142847,-0.02803691351820542,0.16666666666666666,0.7517241379310344,0.021773891742931987,-0.016701101928374706,-0.009655730470506755,-0.045557191948944364,-0.03387700632845173,0.1111111111111111,False,False
weak_consensus_geom,0.35,2,90,False,0.7517241379310344,0.016437793226259375,-0.009572901325478611,-0.00613304474157278,-0.02857142857142847,-0.02803691351820542,0.16666666666666666,0.7517241379310344,0.021773891742931987,-0.016701101928374706,-0.009655730470506755,-0.045557191948944364,-0.03387700632845173,0.1111111111111111,False,False
weak_consensus_geom,0.35,2,180,True,0.6608695652173913,0.026300469162015002,-0.01834215167548503,-0.008254057047847707,-0.12499999999999994,-0.11438679245283015,0.29166666666666663,0.6608695652173913,0.026300469162015002,-0.02252600941293037,-0.013011374502875261,-0.12499999999999994,-0.10447913098412374,0.19444444444444442,False,False
weak_consensus_geom,0.35,2,180,False,0.6608695652173913,0.02712235882332797,-0.019704433497536922,-0.008935197958873653,-0.12499999999999994,-0.11781144998707668,0.29166666666666663,0.6608695652173913,0.02712235882332797,-0.02252600941293037,-0.013465468443559225,-0.12499999999999994,-0.10676223600695477,0.19444444444444442,False,False
weak_consensus_geom,0.35,3,90,True,0.7769784172661871,0.014794013903633439,-0.005983545250560884,-0.0033306408055583103,-0.03234501347708896,-0.02109053952542972,0.0,0.7769784172661871,0.019596502568638787,-0.010746391491516905,-0.005802557700877842,-0.03234501347708896,-0.021953932546060633,0.0,False,False
weak_consensus_geom,0.35,3,90,False,0.7769784172661871,0.014794013903633439,-0.005983545250560884,-0.0033306408055583103,-0.03234501347708896,-0.02109053952542972,0.0,0.7769784172661871,0.019596502568638787,-0.010746391491516905,-0.005802557700877842,-0.03234501347708896,-0.021953932546060633,0.0,False,False
weak_consensus_geom,0.35,3,180,True,0.7692307692307693,0.016437793226259375,-0.001480384900073961,0.0031944436431894097,-0.05454545454545445,-0.04102392650521841,0.08333333333333333,0.7692307692307693,0.019596502568638787,-0.010746391491516905,-0.0014525014017126951,-0.05454545454545445,-0.035242857199253096,0.05555555555555555,False,False
weak_consensus_geom,0.35,3,180,False,0.7692307692307693,0.016437793226259375,-0.001480384900073961,0.0031944436431894097,-0.05454545454545445,-0.04102392650521841,0.08333333333333333,0.7692307692307693,0.019596502568638787,-0.010746391491516905,-0.0014525014017126951,-0.05454545454545445,-0.035242857199253096,0.05555555555555555,False,False
weak_consensus_geom,0.35,4,90,True,0.7941176470588235,0.013150234581007501,-0.0015077271013945737,-0.0007538635506972868,-0.011180992313067795,-0.005590496156533897,0.0,0.7941176470588235,0.019052155275065485,-0.007718996689584978,-0.003075574596993184,-0.01793814432989682,-0.009706378880988206,0.0,False,False
weak_consensus_geom,0.35,4,90,False,0.7941176470588235,0.013150234581007501,-0.0015077271013945737,-0.0007538635506972868,-0.011180992313067795,-0.005590496156533897,0.0,0.7941176470588235,0.019052155275065485,-0.007718996689584978,-0.003075574596993184,-0.01793814432989682,-0.009706378880988206,0.0,False,False
weak_consensus_geom,0.35,4,180,True,0.7956204379562044,0.013150234581007501,0.0022556390977443996,0.0038055426204796905,0.0,0.007204116638078906,0.08333333333333333,0.7956204379562044,0.019052155275065485,-0.007718996689584978,-3.597048287519907e-05,-0.01793814432989682,-0.0011766370179130032,0.05555555555555555,True,False
weak_consensus_geom,0.35,4,180,False,0.7956204379562044,0.013150234581007501,0.0022556390977443996,0.0038055426204796905,0.0,0.007204116638078906,0.08333333333333333,0.7956204379562044,0.019052155275065485,-0.007718996689584978,-3.597048287519907e-05,-0.01793814432989682,-0.0011766370179130032,0.05555555555555555,True,False
weak_consensus_geom,0.35,6,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.018507807981492187,-0.0038867162456724946,-0.0012955720818908316,-0.012079558471310925,-0.004026519490436975,0.0,False,False
weak_consensus_geom,0.35,6,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.018507807981492187,-0.0038867162456724946,-0.0012955720818908316,-0.012079558471310925,-0.004026519490436975,0.0,False,False
weak_consensus_geom,0.35,6,180,True,0.8,0.012328344919694532,0.0,0.0015167323595332016,0.0,0.0,0.0,0.8,0.018507807981492187,-0.0038867162456724946,-0.0002844171755353638,-0.012079558471310925,-0.004026519490436975,0.0,False,False
weak_consensus_geom,0.35,6,180,False,0.8,0.012328344919694532,0.0,0.0015167323595332016,0.0,0.0,0.0,0.8,0.018507807981492187,-0.0038867162456724946,-0.0002844171755353638,-0.012079558471310925,-0.004026519490436975,0.0,False,False
weak_consensus_geom,0.45,2,90,True,0.7883211678832117,0.01397212424232047,-0.003007518796992459,-0.0015037593984962294,-0.021955403087478564,-0.010977701543739282,0.0,0.7883211678832117,0.01796346068791889,-0.003007518796992459,-0.0015229372039421059,-0.021955403087478564,-0.009352270907832602,0.0,False,False
weak_consensus_geom,0.45,2,90,False,0.7883211678832117,0.01397212424232047,-0.003007518796992459,-0.0015037593984962294,-0.021955403087478564,-0.010977701543739282,0.0,0.7883211678832117,0.01796346068791889,-0.003007518796992459,-0.0015229372039421059,-0.021955403087478564,-0.009352270907832602,0.0,False,False
weak_consensus_geom,0.45,2,180,True,0.782608695652174,0.014794013903633439,-0.004499437570303688,0.003738419361576595,-0.03234501347708896,-0.025849926093383158,0.0,0.782608695652174,0.018507807981492187,-0.004499437570303688,0.0017127373344461017,-0.03234501347708896,-0.021259803552692413,0.0,False,False
weak_consensus_geom,0.45,2,180,False,0.782608695652174,0.014794013903633439,-0.004499437570303688,0.003738419361576595,-0.03234501347708896,-0.025849926093383158,0.0,0.782608695652174,0.018507807981492187,-0.004499437570303688,0.0017127373344461017,-0.03234501347708896,-0.021259803552692413,0.0,False,False
weak_consensus_geom,0.45,3,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.01796346068791889,-0.0007817537072856151,-0.00026058456909520505,-0.006101409636019239,-0.002033803212006413,0.0,False,False
weak_consensus_geom,0.45,3,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.01796346068791889,-0.0007817537072856151,-0.00026058456909520505,-0.006101409636019239,-0.002033803212006413,0.0,False,False
weak_consensus_geom,0.45,3,180,True,0.8,0.012328344919694532,0.0,0.005203624261777895,0.0,0.0,0.0,0.8,0.01796346068791889,-0.0007817537072856151,0.003208498272090058,-0.006101409636019239,-0.002033803212006413,0.0,False,False
weak_consensus_geom,0.45,3,180,False,0.8,0.012328344919694532,0.0,0.005203624261777895,0.0,0.0,0.0,0.8,0.01796346068791889,-0.0007817537072856151,0.003208498272090058,-0.006101409636019239,-0.002033803212006413,0.0,False,False
weak_consensus_geom,0.45,4,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.45,4,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.45,4,180,True,0.8,0.012328344919694532,0.0,0.0037097148156735316,0.0,0.005084745762711895,0.0,0.8,0.017419113394345587,0.0,0.002473143210449021,0.0,0.003389830508474597,0.0,False,False
weak_consensus_geom,0.45,4,180,False,0.8,0.012328344919694532,0.0,0.0037097148156735316,0.0,0.005084745762711895,0.0,0.8,0.017419113394345587,0.0,0.002473143210449021,0.0,0.003389830508474597,0.0,False,False
weak_consensus_geom,0.45,6,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.45,6,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.45,6,180,True,0.8,0.012328344919694532,0.0,0.0018589340175243219,0.0,0.005084745762711895,0.0,0.8,0.017419113394345587,0.0,0.0012392893450162146,0.0,0.003389830508474597,0.0,False,False
weak_consensus_geom,0.45,6,180,False,0.8,0.012328344919694532,0.0,0.0018589340175243219,0.0,0.005084745762711895,0.0,0.8,0.017419113394345587,0.0,0.0012392893450162146,0.0,0.003389830508474597,0.0,False,False
weak_consensus_geom,0.55,2,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,2,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,2,180,True,0.8,0.012328344919694532,0.0,0.0015167323595332016,-0.00983606557377048,-0.00491803278688524,0.0,0.8,0.017419113394345587,0.0,0.0010111549063554677,-0.00983606557377048,-0.00327868852459016,0.0,False,False
weak_consensus_geom,0.55,2,180,False,0.8,0.012328344919694532,0.0,0.0015167323595332016,-0.00983606557377048,-0.00491803278688524,0.0,0.8,0.017419113394345587,0.0,0.0010111549063554677,-0.00983606557377048,-0.00327868852459016,0.0,False,False
weak_consensus_geom,0.55,3,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,3,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,3,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,3,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,4,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,4,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,4,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,4,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,6,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,6,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,6,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.55,6,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,2,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,2,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,2,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,2,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,3,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,3,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,3,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,3,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,4,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,4,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,4,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,4,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,6,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,6,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,6,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.65,6,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,2,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,2,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,2,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,2,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,3,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,3,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,3,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,3,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,4,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,4,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,4,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,4,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,6,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_geom,0.75,6,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
