score_col,threshold,min_points,max_gap_minutes,weather_guard,tune_min_precision,tune_max_false_alarm,tune_min_point_f1_delta,tune_mean_point_f1_delta,tune_min_event_f1_delta,tune_mean_event_f1_delta,tune_mean_weak_episode_recall_delta,all_min_precision,all_max_false_alarm,all_min_point_f1_delta,all_mean_point_f1_delta,all_min_event_f1_delta,all_mean_event_f1_delta,all_mean_weak_episode_recall_delta,passes_tune_gates,passes_all_gates
weak_consensus_min,0.65,2,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,3,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,3,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,3,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,3,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,4,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,4,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,4,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,4,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,6,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,6,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,6,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.65,6,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,2,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,2,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,2,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,2,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,3,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,3,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,3,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,3,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,4,90,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,4,90,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,4,180,True,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
weak_consensus_min,0.75,4,180,False,0.8,0.012328344919694532,0.0,0.0,0.0,0.0,0.0,0.8,0.017419113394345587,0.0,0.0,0.0,0.0,0.0,False,False
