scope,precision,false_alarm_episodes_per_station_day,point_f1,point_f1_delta,event_f1,event_f1_delta,weak_episode_recall,weak_episode_recall_delta
oct_dec_discovery,0.7638190954773869,0.021097704490351483,0.5066666666666667,-0.007715736040609045,0.5813953488372092,-0.03588860178007469,0.16666666666666666,0.0
pseudo_unseen_all_2023,0.9425287356321839,0.012248543358992899,0.7592592592592593,0.0,0.5714285714285714,0.0,0.8333333333333334,0.0
