block,variant,tp,fp,fn,tn,precision,recall,f1,auprc,true_episodes,predicted_episodes,event_precision,event_recall,event_f1,false_alarm_episodes_per_station_day,delay_median_min,delay_p90_min,delay_mean_min,per_fault_episode_recall
block_may_jun,Iteration3 trigger,108,27,135,28742,0.8,0.4444444444444444,0.5714285714285714,0.5254728087516216,22,31,0.5161290322580645,0.7272727272727273,0.6037735849056604,0.012328344919694532,0.0,300.0,86.25,"{'bias': 0.0, 'communication_corruption': 1.0, 'drift': 0.0, 'duplicate_packet': 0.0, 'frozen_sensor': 0.0, 'multi_sensor_failure': 1.0, 'noise': 1.0, 'scaling_error': 1.0, 'spike': 1.0, 'sudden_drop': 0.6666666666666666, 'timestamp_error': 1.0}"
block_may_jun,Iteration4 causal state,108,27,135,28742,0.8,0.4444444444444444,0.5714285714285714,0.5254728087516216,22,31,0.5161290322580645,0.7272727272727273,0.6037735849056604,0.012328344919694532,0.0,300.0,86.25,"{'bias': 0.0, 'communication_corruption': 1.0, 'drift': 0.0, 'duplicate_packet': 0.0, 'frozen_sensor': 0.0, 'multi_sensor_failure': 1.0, 'noise': 1.0, 'scaling_error': 1.0, 'spike': 1.0, 'sudden_drop': 0.6666666666666666, 'timestamp_error': 1.0}"
block_jul_sep,Iteration3 trigger,70,9,305,46419,0.8860759493670886,0.18666666666666668,0.30837004405286345,0.24411362912119633,27,33,0.5454545454545454,0.6666666666666666,0.6,0.008165579812872128,0.0,630.0000000000007,190.0,"{'bias': 0.5, 'drift': 0.25, 'duplicate_packet': 0.0, 'frozen_sensor': 0.5, 'noise': 1.0, 'scaling_error': 1.0, 'spike': 1.0, 'timestamp_error': 1.0, 'unit_error': 1.0}"
block_jul_sep,Iteration4 causal state,70,9,305,46419,0.8860759493670886,0.18666666666666668,0.30837004405286345,0.24411362912119633,27,33,0.5454545454545454,0.6666666666666666,0.6,0.008165579812872128,0.0,630.0000000000007,190.0,"{'bias': 0.5, 'drift': 0.25, 'duplicate_packet': 0.0, 'frozen_sensor': 0.5, 'noise': 1.0, 'scaling_error': 1.0, 'spike': 1.0, 'timestamp_error': 1.0, 'unit_error': 1.0}"
block_oct_dec,Iteration3 trigger,194,39,277,47089,0.8326180257510729,0.4118895966029724,0.5511363636363636,0.49515697020148025,36,61,0.47540983606557374,0.8055555555555556,0.5979381443298968,0.017419113394345587,0.0,443.9999999999999,93.10344827586206,"{'bias': 0.5, 'communication_corruption': 1.0, 'drift': 0.5, 'frozen_sensor': 0.0, 'multi_sensor_failure': 1.0, 'noise': 0.6666666666666666, 'scaling_error': 1.0, 'spike': 1.0, 'sudden_drop': 1.0, 'timestamp_error': 1.0, 'unit_error': 1.0}"
block_oct_dec,Iteration4 causal state,194,39,277,47089,0.8326180257510729,0.4118895966029724,0.5511363636363636,0.49515697020148025,36,61,0.47540983606557374,0.8055555555555556,0.5979381443298968,0.017419113394345587,0.0,443.9999999999999,93.10344827586206,"{'bias': 0.5, 'communication_corruption': 1.0, 'drift': 0.5, 'frozen_sensor': 0.0, 'multi_sensor_failure': 1.0, 'noise': 0.6666666666666666, 'scaling_error': 1.0, 'spike': 1.0, 'sudden_drop': 1.0, 'timestamp_error': 1.0, 'unit_error': 1.0}"
