station_id,neighbor_id,distance_km,elevation_difference_m,pressure_compatible,neighbor_role
42273099999,42369099999,113.92892719948986,1.0,False,development
42273099999,42372099999,148.01587873698324,14.299999999999997,True,development
42369099999,42372099999,75.13273028342948,15.299999999999997,False,development
42369099999,42273099999,113.92892719948986,1.0,False,development
42372099999,42369099999,75.13273028342948,15.299999999999997,False,development
42372099999,42273099999,148.01587873698324,14.299999999999997,True,development
42492099999,42591099999,95.18591878522233,64.0,True,spatial_holdout
42591099999,42492099999,95.18591878522233,64.0,True,spatial_holdout
