"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","ED1","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","OC1","REM","EQD"
"42492099999","2024-01-01T06:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","280,1,N,0021,1","22000,1,9,N","001600,1,9,9","+0150,1","+0120,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,1,99999,9",,"10,1",,"MET057METAR VEPT 010600Z 28004KT 1600 BR NSC 15/12 Q1019 NOSIG=",
"42492099999","2024-01-01T06:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","310,1,N,0015,1","99999,9,9,N","001800,1,9,9","+0150,1","+0120,1","99999,9",,,,,"02,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,03048,1,99,9,99,9",,,"10190,1,99999,9",,"10,1",,"MET060METAR VEPT 010630Z 31003KT 1800 BR FEW100 15/12 Q1019 NOSIG=",
"42492099999","2024-01-01T07:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","250,1,N,0026,1","99999,9,9,N","002000,1,9,9","+0170,1","+0130,1","99999,9",,,,,"02,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,03048,1,99,9,99,9",,,"10180,1,99999,9",,"10,1",,"MET060METAR VEPT 010700Z 25005KT 2000 BR FEW100 17/13 Q1018 NOSIG=",
"42492099999","2024-01-01T07:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","250,1,N,0021,1","22000,1,9,N","002400,1,9,9","+0170,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 010730Z 25004KT 2400 BR NSC 17/13 Q1017 NOSIG=",
"42492099999","2024-01-01T08:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","340,1,N,0026,1","22000,1,9,N","002400,1,9,9","+0170,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 010800Z 34005KT 2400 BR NSC 17/13 Q1017 NOSIG=",
"42492099999","2024-01-01T08:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","330,1,N,0015,1","22000,1,9,N","002400,1,9,9","+0180,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"05,1",,"MET057METAR VEPT 010830Z 33003KT 2400 HZ NSC 18/13 Q1016 NOSIG=",
"42492099999","2024-01-01T09:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0180,1","+0114,1","10161,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"9,9,999,9,-013,1","05,1",,"SYN05242492 31995 03402 10180 20114 40161 70500 333 59013=",
"42492099999","2024-01-01T09:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","290,1,N,0031,1","22000,1,9,N","002800,1,9,9","+0180,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"05,1",,"MET057METAR VEPT 010900Z 29006KT 2800 HZ NSC 18/13 Q1016 NOSIG=",
"42492099999","2024-01-01T09:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","280,1,N,0026,1","22000,1,9,N","002800,1,9,9","+0190,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"05,1",,"MET057METAR VEPT 010930Z 28005KT 2800 HZ NSC 19/13 Q1016 NOSIG=",
"42492099999","2024-01-01T10:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","320,1,N,0010,1","22000,1,9,N","002800,1,9,9","+0190,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,"05,1",,"MET057METAR VEPT 011000Z 32002KT 2800 HZ NSC 19/14 Q1015 NOSIG=",
"42492099999","2024-01-01T10:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","270,1,N,0021,1","22000,1,9,N","002800,1,9,9","+0190,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,"05,1",,"MET057METAR VEPT 011030Z 27004KT 2800 HZ NSC 19/14 Q1015 NOSIG=",
"42492099999","2024-01-01T11:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","250,1,N,0015,1","22000,1,9,N","002500,1,9,9","+0180,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,"05,1",,"MET057METAR VEPT 011100Z 25003KT 2500 HZ NSC 18/14 Q1015 NOSIG=",
"42492099999","2024-01-01T11:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","270,1,N,0021,1","22000,1,9,N","002000,1,9,9","+0180,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"05,1",,"MET057METAR VEPT 011130Z 27004KT 2000 HZ NSC 18/14 Q1016 NOSIG=",
"42492099999","2024-01-01T12:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-12","99999","V020","270,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0156,1","+0123,1","10157,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"9,9,999,9,-009,1","10,1",,"SYN05842492 31995 02703 10156 20123 40157 71000 333 10189 59009=",
"42492099999","2024-01-01T12:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","280,1,N,0010,1","22000,1,9,N","002000,1,9,9","+0170,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"10,1",,"MET057METAR VEPT 011200Z 28002KT 2000 BR NSC 17/14 Q1016 NOSIG=",
"42492099999","2024-01-01T12:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","300,1,N,0026,1","22000,1,9,N","002000,1,9,9","+0170,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"10,1",,"MET057METAR VEPT 011230Z 30005KT 2000 BR NSC 17/14 Q1016 NOSIG=",
"42492099999","2024-01-01T13:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","230,1,N,0026,1","22000,1,9,N","002000,1,9,9","+0160,1","+0150,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011300Z 23005KT 2000 BR NSC 16/15 Q1017 NOSIG=",
"42492099999","2024-01-01T13:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","250,1,N,0031,1","22000,1,9,N","002000,1,9,9","+0160,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011330Z 25006KT 2000 BR NSC 16/14 Q1017 NOSIG=",
"42492099999","2024-01-01T14:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","260,1,N,0026,1","22000,1,9,N","002000,1,9,9","+0150,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011400Z 26005KT 2000 BR NSC 15/14 Q1017 NOSIG=",
"42492099999","2024-01-01T14:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","290,1,N,0015,1","22000,1,9,N","002000,1,9,9","+0150,1","+0140,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011430Z 29003KT 2000 BR NSC 15/14 Q1017 NOSIG=",
"42492099999","2024-01-01T15:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-12","99999","V020","270,1,N,0005,1","99999,9,9,N","001000,1,9,9","+0118,1","+0106,1","10175,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"9,9,999,9,-005,1","10,1",,"SYN05242492 31994 02701 10118 20106 40175 71000 333 59005=",
"42492099999","2024-01-01T15:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","240,1,N,0010,1","22000,1,9,N","002000,1,9,9","+0140,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011500Z 24002KT 2000 BR NSC 14/13 Q1017 NOSIG=",
"42492099999","2024-01-01T15:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","280,1,N,0010,1","22000,1,9,N","001800,1,9,9","+0140,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011530Z 28002KT 1800 BR NSC 14/13 Q1017 NOSIG=",
"42492099999","2024-01-01T16:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","330,1,N,0010,1","22000,1,9,N","001800,1,9,9","+0140,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011600Z 33002KT 1800 BR NSC 14/13 Q1017 NOSIG=",
"42492099999","2024-01-01T16:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","230,1,N,0010,1","22000,1,9,N","001800,1,9,9","+0130,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,"MET057METAR VEPT 011630Z 23002KT 1800 BR NSC 13/13 Q1018 NOSIG=",
"42492099999","2024-01-01T17:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","210,1,N,0010,1","22000,1,9,N","001800,1,9,9","+0130,1","+0130,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,"MET057METAR VEPT 011700Z 21002KT 1800 BR NSC 13/13 Q1018 NOSIG=",
"42492099999","2024-01-01T17:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","200,1,N,0010,1","22000,1,9,N","001600,1,9,9","+0130,1","+0120,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,"MET057METAR VEPT 011730Z 20002KT 1600 BR NSC 13/12 Q1018 NOSIG=",
"42492099999","2024-01-01T18:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-12","99999","V020","200,1,N,0005,1","99999,9,9,N","001000,1,9,9","+0098,1","+0094,1","10178,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"9,9,999,9,-001,1","10,1",,"SYN05242492 31994 02001 10098 20094 40178 71000 333 59001=",
"42492099999","2024-01-01T18:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","200,1,N,0010,1","22000,1,9,N","001600,1,9,9","+0130,1","+0120,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,"MET057METAR VEPT 011800Z 20002KT 1600 BR NSC 13/12 Q1018 NOSIG=",
"42492099999","2024-01-01T18:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","220,1,N,0010,1","22000,1,9,N","001600,1,9,9","+0130,1","+0120,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET057METAR VEPT 011830Z 22002KT 1600 BR NSC 13/12 Q1017 NOSIG=",
"42492099999","2024-01-01T19:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","230,1,N,0010,1","22000,1,9,N","001600,1,9,9","+0130,1","+0120,1","99999,9",,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET065METAR VEPT 011900Z 23002KT 1600 BR NSC 13/12 Q1017 BECMG 1500 BR=",
"42492099999","2024-01-01T19:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001400,1,9,9","+0120,1","+0120,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET075METAR VEPT 011930Z 00000KT 1400 R25/1500 R07/1600 BR NSC 12/12 Q1017 NOSIG=",
"42492099999","2024-01-01T20:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001300,1,9,9","+0120,1","+0120,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET075METAR VEPT 012030Z 00000KT 1300 R25/1500 R07/1600 BR NSC 12/12 Q1017 NOSIG=",
"42492099999","2024-01-01T21:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0090,1","+0086,1","10169,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"9,9,999,9,-013,1","10,1",,"SYN05242492 31993 00000 10090 20086 40169 71000 333 59013=",
"42492099999","2024-01-01T21:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001300,1,9,9","+0120,1","+0120,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,"MET075METAR VEPT 012100Z 00000KT 1300 R25/1400 R07/1500 BR NSC 12/12 Q1017 NOSIG=",
"42492099999","2024-01-01T21:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001100,1,9,9","+0120,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"12,1",,"MET077METAR VEPT 012130Z 00000KT 1100 R25/1200 R07/1300 MIFG NSC 12/11 Q1017 NOSIG=",
"42492099999","2024-01-01T22:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0120,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"12,1",,"MET077METAR VEPT 012200Z 00000KT 1000 R25/1200 R07/1200 MIFG NSC 12/11 Q1016 NOSIG=",
"42492099999","2024-01-01T22:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"12,1",,"MET077METAR VEPT 012230Z 00000KT 1000 R25/1200 R07/1200 MIFG NSC 11/11 Q1016 NOSIG=",
"42492099999","2024-01-01T23:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"12,1",,"MET085METAR VEPT 012300Z 00000KT 1000 R25/1200 R07/1200 MIFG NSC 11/11 Q1016 BECMG 0800 FG=",
"42492099999","2024-01-01T23:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","000800,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"44,1",,"MET075METAR VEPT 012330Z 00000KT 0800 R25/1000 R07/1200 FG NSC 11/11 Q1017 NOSIG=",
"42492099999","2024-01-02T00:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0096,1","+0092,1","10175,1",,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-006,1","47,1",,"SYN05242492 31/93 90000 10096 20092 40175 74744 333 59006=",
"42492099999","2024-01-02T00:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","000800,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"44,1",,"MET075METAR VEPT 020000Z 00000KT 0800 R25/1000 R07/1100 FG NSC 11/11 Q1017 NOSIG=",
"42492099999","2024-01-02T00:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","000800,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"44,1",,"MET075METAR VEPT 020030Z 00000KT 0800 R25/1000 R07/1100 FG NSC 11/11 Q1017 NOSIG=",
"42492099999","2024-01-02T01:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","270,1,N,0010,1","99999,9,9,N","000800,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"44,1",,"MET077METAR VEPT 020100Z 27002KT 0800 R25/1000 R07/1100 FG VV/// 11/11 Q1018 NOSIG=",
"42492099999","2024-01-02T01:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","250,1,N,0010,1","99999,9,9,N","000700,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"44,1",,"MET085METAR VEPT 020130Z 25002KT 0700 R25/0600 R07/0700 FG VV/// 11/11 Q1018 BECMG 0600 FG=",
"42492099999","2024-01-02T02:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0110,1","+0110,1","99999,9",,,,"25,U,9999,9",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"44,1",,"MET077METAR VEPT 020200Z 00000KT 0500 R25/0800 R07/0600 FG VV/// 11/11 Q1018 NOSIG=",
"42492099999","2024-01-02T02:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","280,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0120,1","+0120,1","99999,9",,,,"25,U,9999,9",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,1,99999,9",,"44,1",,"MET077METAR VEPT 020230Z 28002KT 0500 R25/0800 R07/0600 FG VV/// 12/12 Q1019 NOSIG=",
"42492099999","2024-01-02T03:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0112,1","+0108,1","10188,1",,"4,1,02,1","4,1,02,1",,,,,,,,"240,N,+0083,1",,,"9,9,999,9,-013,1","40,1",,"SYN06842492 31993 02700 10112 20108 40188 74044 333 20083 59013 555 10000=",
"42492099999","2024-01-02T03:00:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0140,1","+0140,1","99999,9",,,,"25,U,9999,9",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,1,99999,9",,"44,1",,"MET085METAR VEPT 020300Z 00000KT 0500 R25/1000 R07/0800 FG VV/// 14/14 Q1019 BECMG 0800 FG=",
"42492099999","2024-01-02T03:30:00","4","25.591317","85.087992","51.81","PATNA, IN","FM-15","99999","V020","220,1,N,0021,1","99999,9,9,N","000800,1,9,9","+0150,1","+0140,1","99999,9",,,,"25,U,9999,9",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,1,99999,9",,"44,1",,"MET077METAR VEPT 020330Z 22004KT 0800 R25/1100 R07/0800 FG VV/// 15/14 Q1019 NOSIG=",
