"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","ED1","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","MW3","OC1","REM","EQD"
"42189099999","2024-01-01T21:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00060,1,W,N","000200,1,9,9","+0076,1","+0072,1","10186,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-002,1","45,1",,,,"SYN05842189 31992 90000 10076 20072 40186 74544 89/// 333 59002=",
"42189099999","2024-01-01T23:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","300,1,N,0021,1","99999,9,9,N","000000,1,9,9","+0080,5","+0080,5","99999,9",,,,,,,,,,,,,"10170,5,99999,9",,"45,5",,,,"MET065METAR VIBY 012330Z 30004KT 0000 U/S FG SKY OBS 08/08 Q1017 NOSIG=","D01      0ADE735"
"42189099999","2024-01-02T00:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","270,1,N,0005,1","00030,1,W,N","000050,1,9,9","+0082,1","+0082,1","10177,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-013,1","47,1",,,,"SYN05842189 31/91 92701 10082 20082 40177 74744 89/// 333 59013=",
"42189099999","2024-01-02T00:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","290,1,N,0021,1","99999,9,9,N","000000,1,9,9","+0080,5","+0080,5","99999,9",,,,,,,,,,,,,"10170,5,99999,9",,"45,5",,,,"MET065METAR VIBY 020000Z 29004KT 0000 U/S FG SKY OBS 08/08 Q1017 NOSIG=","D01      0ADE735"
"42189099999","2024-01-02T02:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","000000,1,9,9","+0080,5","+0080,5","99999,9",,,,,,,,,,,,,"10190,5,99999,9",,"45,5",,,,"MET065METAR VIBY 020230Z VRB02KT 0000 U/S FG SKY OBS 08/08 Q1019 NOSIG=","D01      0ADE735"
"42189099999","2024-01-02T02:31:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","270,1,N,0015,1","99999,9,9,N","000000,1,9,9","+0080,5","+0080,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10190,5,99999,9",,"44,1",,,,"MET070METAR VIBY 020231Z 27003KT 0000 R29/0150 FG SKY OBS 08/08 Q1019 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T03:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000049,1,9,9","+0084,1","+0084,1","10204,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0166,1","240,N,+0072,1",,"9,9,999,9,+000,1","45,1",,,,"SYN08042189 31/90 90000 10084 20084 40204 74544 89/// 333 10166 20072 58000 555 10000=",
"42189099999","2024-01-02T03:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","270,1,N,0015,1","99999,9,9,N","000000,1,9,9","+0080,5","+0080,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 020300Z 27003KT 0000 R29/0150 FG SKY OBS 08/08 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T03:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","320,1,N,0015,1","99999,9,9,N","000000,1,9,9","+0080,5","+0080,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 020330Z 32003KT 0000 R29/0150 FG SKY OBS 08/08 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T04:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","000000,1,9,9","+0080,5","+0080,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 020400Z VRB02KT 0000 R29/0150 FG SKY OBS 08/08 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T04:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","000100,1,9,9","+0090,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 020430Z VRB01KT 0100 R29/0200 FG SKY OBS 09/09 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T05:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","270,1,N,0015,1","99999,9,9,N","000300,1,9,9","+0090,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET075METAR VIBY 020530Z 27003KT 0300 R29/0400 FG SKY OBS 09/09 Q1020 BECMG 0800=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T06:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","270,1,N,0005,1","00120,1,W,N","000500,1,9,9","+0102,1","+0098,1","10201,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+000,1","43,1",,,,"SYN05842189 31/93 92701 10102 20098 40201 74344 89/// 333 58000=",
"42189099999","2024-01-02T06:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","290,1,N,0015,1","99999,9,9,N","000500,1,9,9","+0100,5","+0100,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10190,5,99999,9",,"44,1",,,,"MET075METAR VIBY 020600Z 29003KT 0500 R29/0400 FG SKY OBS 10/10 Q1019 BECMG 0800=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T06:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","000500,1,9,9","+0100,5","+0100,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10190,5,99999,9",,"44,1",,,,"MET075METAR VIBY 020630Z VRB02KT 0500 R29/0450 FG SKY OBS 10/10 Q1019 BECMG 0800=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T09:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","320,1,N,0005,1","03000,1,9,N","001000,1,9,9","+0124,1","+0101,1","10170,1",,"4,1,02,1","2,1,02,1",,"03,1,+00900,1,06,1","08,1,+03000,1,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00900,1,99,9,99,9",,,,"9,9,999,9,+002,1","10,1",,,,"SYN07042189 31594 83201 10124 20101 40170 71042 8351/ 333 58002 83630 88460=",
"42189099999","2024-01-02T12:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","03000,1,9,N","001000,1,9,9","+0116,1","+0100,1","10165,1",,"4,1,02,1","2,1,02,1",,"04,1,+00900,1,06,1","08,1,+03000,1,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00900,1,99,9,99,9","240,M,+0127,1",,,"9,9,999,9,-001,1","10,1",,,,"SYN07642189 31594 80000 10116 20100 40165 71042 8451/ 333 10127 59001 84630 88460=",
"42189099999","2024-01-02T12:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","270,1,N,0015,1","00914,1,9,N","000800,1,9,9","+0100,1","+0100,1","99999,9",,,,"29,U,9999,9","04,1,+00457,1,99,9","07,1,+00914,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9",,,"10160,1,99999,9",,"44,1",,,,"MET076METAR VIBY 021200Z 27003KT 0800 R29/1400 FG SCT015 BKN030 10/10 Q1016 NOSIG=",
"42189099999","2024-01-02T12:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0005,1","00914,1,C,N","000800,1,9,9","+0110,1","+0100,1","99999,9",,,,"29,U,9999,9","04,1,+00457,1,99,9","04,1,+00914,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9",,,"10160,1,99999,9",,"44,1",,,,"MET076METAR VIBY 021230Z VRB01KT 0800 R29/2000 FG SCT015 SCT030 11/10 Q1016 NOSIG=",
"42189099999","2024-01-02T13:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0010,1","00914,1,C,N","000800,1,9,9","+0110,1","+0110,1","99999,9",,,,"29,U,9999,9","04,1,+00457,1,99,9","04,1,+00914,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9",,,"10160,1,99999,9",,"44,1",,,,"MET076METAR VIBY 021300Z VRB02KT 0800 R29/2000 FG SCT015 SCT030 11/11 Q1016 NOSIG=",
"42189099999","2024-01-02T13:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","200,1,N,0015,1","00914,1,C,N","000800,1,9,9","+0110,1","+0110,1","99999,9",,,,"29,U,9999,9","04,1,+00457,1,99,9","04,1,+00914,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9",,,"10170,1,99999,9",,"44,1",,,,"MET076METAR VIBY 021330Z 20003KT 0800 R29/1800 FG SCT015 SCT030 11/11 Q1017 NOSIG=",
"42189099999","2024-01-02T15:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000050,1,9,9","+0090,1","+0082,1","10180,1",,"4,1,02,1",,,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-006,1","47,1",,,,"SYN05842189 31/91 90000 10090 20082 40180 7474/ 89/// 333 59006=",
"42189099999","2024-01-02T18:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000049,1,9,9","+0090,1","+0090,1","10174,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-014,1","47,1",,,,"SYN05842189 31/90 90000 10090 20090 40174 74744 89/// 333 59014=",
"42189099999","2024-01-02T18:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","000000,1,9,9","+0090,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10180,5,99999,9",,"44,1",,,,"MET070METAR VIBY 021800Z VRB02KT 0000 R29/0150 FG SKY OBS 09/09 Q1018 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-02T21:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000049,1,9,9","+0095,1","+0095,1","10180,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-003,1","47,1",,,,"SYN05842189 31/90 90000 10095 20095 40180 74744 89/// 333 59003=",
"42189099999","2024-01-03T00:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000050,1,9,9","+0090,1","+0090,1","10179,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+002,1","43,1",,,,"SYN05842189 31/91 90000 10090 20090 40179 74344 89/// 333 58002=",
"42189099999","2024-01-03T02:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","000000,1,9,9","+0090,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10180,5,99999,9",,"44,1",,,,"MET070METAR VIBY 030200Z 00000KT 0000 R29/0100 FG SKY OBS 09/09 Q1018 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-03T02:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","000000,1,9,9","+0090,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10190,5,99999,9",,"44,1",,,,"MET070METAR VIBY 030230Z VRB01KT 0000 R29/0100 FG SKY OBS 09/09 Q1019 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-03T03:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000050,1,9,9","+0094,1","+0090,1","10197,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0127,1","240,N,+0071,1",,"9,9,999,9,-006,1","45,1",,,,"SYN08042189 31/91 90000 10094 20090 40197 74544 89/// 333 10127 20071 59006 555 10000=",
"42189099999","2024-01-03T03:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","000000,1,9,9","+0090,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 030330Z VRB01KT 0000 R29/0100 FG SKY OBS 09/09 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-03T04:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","000000,1,9,9","+0090,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 030400Z VRB01KT 0000 R29/0100 FG SKY OBS 09/09 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-03T05:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","000000,1,9,9","+0100,5","+0090,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 030500Z VRB02KT 0000 R29/0150 FG SKY OBS 10/09 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-03T05:30:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","000100,1,9,9","+0100,5","+0100,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 030530Z VRB02KT 0100 R29/0350 FG SKY OBS 10/10 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
"42189099999","2024-01-03T06:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0108,1","+0100,1","10202,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+001,1","43,1",,,,"SYN05842189 31/93 90000 10108 20100 40202 74344 89/// 333 58001=",
"42189099999","2024-01-03T06:00:00","4","28.422061","79.450842","176.78","BAREILLY, IN","FM-15","99999","V020","999,9,V,0005,1","99999,9,9,N","000300,1,9,9","+0100,5","+0100,5","99999,9",,,,"29,U,9999,9",,,,,,,,,"10200,5,99999,9",,"44,1",,,,"MET070METAR VIBY 030600Z VRB01KT 0300 R29/0500 FG SKY OBS 10/10 Q1020 NOSIG=","D01      0ADE693D02      0ADE539"
