"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","REM"
"42183099999","2024-04-26T03:00:00","4","28.4","77.8666666","218.0","BULANDSHAHR, IN","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","004000,1,9,9","+0300,1","+0133,1","99999,9","240,M,+0420,1","240,N,+0250,1","SYN06842183 32996 0//// 10300 20133 4//// 333 10420 20250 58/// 555 1////="
"42183099999","2024-04-30T12:00:00","4","28.4","77.8666666","218.0","BULANDSHAHR, IN","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","004000,1,9,9","+0380,1","+0113,1","99999,9","240,M,+0380,1",,"SYN05242183 32996 ///// 10380 20113 4//// 333 10380 58///="
"42183099999","2024-05-05T12:00:00","4","28.4","77.8666666","218.0","BULANDSHAHR, IN","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","004000,1,9,9","+0350,1","+0114,1","99999,9","240,M,+0390,1",,"SYN05242183 32996 ///// 10350 20114 4//// 333 10390 58///="
"42183099999","2024-05-08T12:00:00","4","28.4","77.8666666","218.0","BULANDSHAHR, IN","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","004000,1,9,9","+0350,1","+0267,1","99999,9","240,M,+0360,1",,"SYN05242183 32996 0//// 10350 20267 4//// 333 10360 58///="
"42183099999","2024-05-09T03:00:00","4","28.4","77.8666666","218.0","BULANDSHAHR, IN","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","004000,1,9,9","+0260,1","+0181,1","99999,9","240,M,+0360,1","240,N,+0160,1","SYN06842183 32996 0//// 10260 20181 4//// 333 10360 20160 58/// 555 1////="
"42183099999","2024-05-27T12:00:00","4","28.4","77.8666666","218.0","BULANDSHAHR, IN","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","004000,1,9,9","+0430,1","+0194,1","99999,9","240,M,+0460,1",,"SYN05242183 32996 ///// 10430 20194 4//// 333 10460 58///="
