"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","AZ1","AZ2","ED1","GA1","GA2","GA3","GA4","GA5","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","REM","EQD"
"43284099999","2023-01-01T06:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","080,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0310,1","+0190,1","99999,9",,,,,,,,"02,1,+00457,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9",,,"10160,1,99999,9",,,,,"MET057METAR VOML 010630Z 08004KT 8000 FEW015 31/19 Q1016 NOSIG=",
"43284099999","2023-01-01T07:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","030,1,N,0015,1","99999,9,9,N","008000,1,9,9","+0320,1","+0190,1","99999,9",,,,,,,,"02,1,+00457,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9",,,"10150,1,99999,9",,,,,"MET057METAR VOML 010700Z 03003KT 8000 FEW015 32/19 Q1015 NOSIG=",
"43284099999","2023-01-01T07:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","060,1,N,0015,1","99999,9,9,N","008000,1,9,9","+0320,1","+0190,1","99999,9",,,,,,,,"02,1,+00457,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9",,,"10150,1,99999,9",,,,,"MET057METAR VOML 010730Z 06003KT 8000 FEW015 32/19 Q1015 NOSIG=",
"43284099999","2023-01-01T08:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","240,1,N,0031,1","99999,9,9,N","008000,1,9,9","+0320,1","+0190,1","99999,9",,,,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10140,1,99999,9",,,,,"MET057METAR VOML 010800Z 24006KT 8000 FEW020 32/19 Q1014 NOSIG=",
"43284099999","2023-01-01T08:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","240,1,N,0041,1","99999,9,9,N","008000,1,9,9","+0320,1","+0200,1","99999,9",,,,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10130,1,99999,9",,,,,"MET057METAR VOML 010830Z 24008KT 8000 FEW020 32/20 Q1013 NOSIG=",
"43284099999","2023-01-01T09:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-12","99999","V020","230,1,N,0051,1","22000,1,9,N","004000,1,9,9","+0324,1","+0215,1","10121,1",,,,,,,,"02,1,+00600,1,06,1",,,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00600,1,99,9,99,9",,,"99999,9,10008,1","9,9,999,9,-007,1",,,,"SYN06443284 32596 22310 10324 20215 30008 40121 82800 333 59007 82620=",
"43284099999","2023-01-01T09:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","230,1,N,0051,1","99999,9,9,N","008000,1,9,9","+0320,1","+0220,1","99999,9",,,,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10120,1,99999,9",,,,,"MET057METAR VOML 010900Z 23010KT 8000 FEW020 32/22 Q1012 NOSIG=",
"43284099999","2023-01-01T09:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","230,1,N,0041,1","99999,9,9,N","008000,1,9,9","+0320,1","+0210,1","99999,9",,,,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10120,1,99999,9",,,,,"MET057METAR VOML 010930Z 23008KT 8000 FEW020 32/21 Q1012 NOSIG=",
"43284099999","2023-01-01T10:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","240,1,N,0041,1","99999,9,9,N","008000,1,9,9","+0320,1","+0210,1","99999,9",,,,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10120,1,99999,9",,,,,"MET057METAR VOML 011000Z 24008KT 8000 FEW020 32/21 Q1012 NOSIG=",
"43284099999","2023-01-01T10:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","250,1,N,0041,1","99999,9,9,N","008000,1,9,9","+0310,1","+0210,1","99999,9",,,,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10120,1,99999,9",,,,,"MET057METAR VOML 011030Z 25008KT 8000 FEW020 31/21 Q1012 NOSIG=",
"43284099999","2023-01-01T11:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","270,1,N,0041,1","99999,9,9,N","008000,1,9,9","+0300,1","+0210,1","99999,9",,,,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10120,1,99999,9",,,,,"MET057METAR VOML 011100Z 27008KT 8000 FEW020 30/21 Q1012 NOSIG=",
"43284099999","2023-01-01T11:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","300,1,N,0051,1","22000,1,9,N","008000,1,9,9","+0300,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10120,1,99999,9",,,,,"MET054METAR VOML 011130Z 30010KT 8000 NSC 30/21 Q1012 NOSIG=",
"43284099999","2023-01-01T12:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-12","99999","V020","290,1,N,0041,1","22000,1,9,N","004000,1,9,9","+0292,1","+0208,1","10121,1",,,,,,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9",,,"99999,9,10007,1","9,9,999,9,-004,1",,,,"SYN07043284 32996 12908 10292 20208 30007 40121 80001 333 10330 59004 81075=",
"43284099999","2023-01-01T12:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","290,1,N,0041,1","22000,1,9,N","008000,1,9,9","+0290,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10120,1,99999,9",,,,,"MET054METAR VOML 011200Z 29008KT 8000 NSC 29/21 Q1012 NOSIG=",
"43284099999","2023-01-01T12:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","280,1,N,0031,1","22000,1,9,N","008000,1,9,9","+0290,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,,,,"MET054METAR VOML 011230Z 28006KT 8000 NSC 29/21 Q1013 NOSIG=",
"43284099999","2023-01-01T13:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","320,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0280,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,,,,"MET054METAR VOML 011300Z 32006KT 6000 NSC 28/21 Q1013 NOSIG=",
"43284099999","2023-01-01T13:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","320,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0280,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,,,,"MET054METAR VOML 011330Z 32005KT 6000 NSC 28/22 Q1013 NOSIG=",
"43284099999","2023-01-01T14:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","320,1,N,0021,1","22000,1,9,N","006000,1,9,9","+0270,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011400Z 32004KT 6000 NSC 27/22 Q1014 NOSIG=",
"43284099999","2023-01-01T14:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","350,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0270,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011430Z 35006KT 6000 NSC 27/22 Q1014 NOSIG=",
"43284099999","2023-01-01T15:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-12","99999","V020","340,1,N,0026,1","22000,1,9,N","004000,1,9,9","+0268,1","+0220,1","10142,1",,,,,,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9",,,"99999,9,10026,1","9,9,999,9,-007,1",,,,"SYN06443284 32996 13405 10268 20220 30026 40142 80001 333 59007 81075=",
"43284099999","2023-01-01T15:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","340,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0270,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011500Z 34005KT 6000 NSC 27/22 Q1014 NOSIG=",
"43284099999","2023-01-01T15:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","360,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0260,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOML 011530Z 36005KT 6000 NSC 26/22 Q1015 NOSIG=",
"43284099999","2023-01-01T16:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","340,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0260,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOML 011600Z 34005KT 6000 NSC 26/22 Q1015 NOSIG=",
"43284099999","2023-01-01T16:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","350,1,N,0036,1","22000,1,9,N","006000,1,9,9","+0260,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOML 011630Z 35007KT 6000 NSC 26/22 Q1015 NOSIG=",
"43284099999","2023-01-01T17:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","350,1,N,0036,1","22000,1,9,N","006000,1,9,9","+0260,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOML 011700Z 35007KT 6000 NSC 26/22 Q1015 NOSIG=",
"43284099999","2023-01-01T17:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","360,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0260,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011730Z 36006KT 6000 NSC 26/22 Q1014 NOSIG=",
"43284099999","2023-01-01T18:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-12","99999","V020","360,1,N,0041,1","22000,1,9,N","004000,1,9,9","+0258,1","+0216,1","10141,1",,,,,,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9",,,"99999,9,10025,1","9,9,999,9,-017,1",,,,"SYN06443284 32996 13608 10258 20216 30025 40141 80001 333 59017 81075=",
"43284099999","2023-01-01T18:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","360,1,N,0041,1","22000,1,9,N","006000,1,9,9","+0260,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011800Z 36008KT 6000 NSC 26/22 Q1014 NOSIG=",
"43284099999","2023-01-01T18:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","360,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0260,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011830Z 36006KT 6000 NSC 26/22 Q1014 NOSIG=",
"43284099999","2023-01-01T19:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","060,1,N,0015,1","22000,1,9,N","006000,1,9,9","+0250,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011900Z 06003KT 6000 NSC 25/22 Q1014 NOSIG=",
"43284099999","2023-01-01T19:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","100,1,N,0015,1","22000,1,9,N","006000,1,9,9","+0250,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 011930Z 10003KT 6000 NSC 25/22 Q1014 NOSIG=",
"43284099999","2023-01-01T20:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","060,1,N,0015,1","22000,1,9,N","006000,1,9,9","+0250,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,,,,"MET054METAR VOML 012000Z 06003KT 6000 NSC 25/22 Q1013 NOSIG=",
"43284099999","2023-01-01T20:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","120,1,N,0015,1","22000,1,9,N","006000,1,9,9","+0240,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,,,,"MET054METAR VOML 012030Z 12003KT 6000 NSC 24/22 Q1013 NOSIG=",
"43284099999","2023-01-01T21:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0240,1","+0216,1","10126,1",,,,,,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9",,,"99999,9,10010,1","9,9,999,9,-013,1",,,,"SYN06443284 32996 10000 10240 20216 30010 40126 80001 333 59013 81075=",
"43284099999","2023-01-01T21:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","006000,1,9,9","+0240,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,,,,"MET054METAR VOML 012100Z 00000KT 6000 NSC 24/22 Q1013 NOSIG=",
"43284099999","2023-01-01T21:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","110,1,N,0010,1","22000,1,9,N","006000,1,9,9","+0240,1","+0220,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,,,,"MET054METAR VOML 012130Z 11002KT 6000 NSC 24/22 Q1013 NOSIG=",
"43284099999","2023-01-01T22:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","100,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0240,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10120,1,99999,9",,,,,"MET062METAR VOML 012200Z 10005KT 6000 NSC 24/21 Q1012 TEMPO 5000 BR=",
"43284099999","2023-01-01T22:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","080,1,N,0021,1","22000,1,9,N","006000,1,9,9","+0230,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10120,1,99999,9",,,,,"MET062METAR VOML 012230Z 08004KT 6000 NSC 23/21 Q1012 TEMPO 5000 BR=",
"43284099999","2023-01-01T23:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","120,1,N,0021,1","22000,1,9,N","005000,1,9,9","+0230,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10120,1,99999,9",,"10,1",,,"MET057METAR VOML 012300Z 12004KT 5000 BR NSC 23/21 Q1012 NOSIG=",
"43284099999","2023-01-01T23:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","070,1,N,0021,1","22000,1,9,N","005000,1,9,9","+0230,1","+0210,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10120,1,99999,9",,"10,1",,,"MET057METAR VOML 012330Z 07004KT 5000 BR NSC 23/21 Q1012 NOSIG=",
"43284099999","2023-01-02T00:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-12","99999","V020","090,1,N,0031,1","22000,1,9,N","004000,1,9,9","+0236,1","+0202,1","10125,1",,,"0,1,02,1","0,1,02,1",,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9",,,"99999,9,10009,1","9,9,999,9,-017,1","10,1",,,"SYN07043284 31996 10906 10236 20202 30009 40125 71000 80001 333 59017 81075=",
"43284099999","2023-01-02T00:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","090,1,N,0031,1","22000,1,9,N","005000,1,9,9","+0230,1","+0200,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,"10,1",,,"MET057METAR VOML 020000Z 09006KT 5000 BR NSC 23/20 Q1013 NOSIG=",
"43284099999","2023-01-02T00:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","090,1,N,0021,1","22000,1,9,N","005000,1,9,9","+0230,1","+0200,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10130,1,99999,9",,"10,1",,,"MET057METAR VOML 020030Z 09004KT 5000 BR NSC 23/20 Q1013 NOSIG=",
"43284099999","2023-01-02T01:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","100,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0230,1","+0190,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 020130Z 10006KT 6000 NSC 23/19 Q1014 NOSIG=",
"43284099999","2023-01-02T02:00:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","070,1,N,0021,1","22000,1,9,N","006000,1,9,9","+0240,1","+0180,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOML 020200Z 07004KT 6000 NSC 24/18 Q1014 NOSIG=",
"43284099999","2023-01-02T02:30:00","4","12.961267","74.890069","102.71","MANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","22000,1,9,N","006000,1,9,9","+0240,1","+0180,1","99999,9",,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOML 020230Z 10004KT 6000 NSC 24/18 Q1015 NOSIG=",
