"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","ED1","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","MW3","OC1","REM","EQD"
"42361099999","2023-01-01T00:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0080,1","+0080,1","10201,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,,"9,9,999,9,+006,1","44,1",,,,"SYN05242361 31993 00000 10080 20080 40201 74444 333 58006=",
"42361099999","2023-01-01T03:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0082,1","+0074,1","10220,1",,"4,1,02,1","4,1,02,1",,,,,,,,"240,N,+0068,1",,,"9,9,999,9,+005,1","42,1",,,,"SYN06842361 31994 00000 10082 20074 40220 74244 333 20068 58005 555 10125=",
"42361099999","2023-01-01T06:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0162,1","+0114,1","10218,1",,"4,1,02,1","0,1,02,1",,,,,,,,,,,"9,9,999,9,+001,1","05,1",,,,"SYN05242361 31994 00000 10162 20114 40218 70540 333 58001=",
"42361099999","2023-01-01T09:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0202,1","+0102,1","10189,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"9,9,999,9,+006,1","05,1",,,,"SYN05242361 31995 00000 10202 20102 40189 70500 333 58006=",
"42361099999","2023-01-01T12:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0162,1","+0137,1","10194,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0217,1",,,"9,9,999,9,+011,1","10,1",,,,"SYN05842361 31995 00000 10162 20137 40194 71000 333 10217 58011=",
"42361099999","2023-01-01T15:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000050,1,9,9","+0118,1","+0114,1","10219,1",,"4,1,02,1","0,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+019,1","47,1",,,,"SYN06442361 31/91 90000 10118 20114 40219 74740 89/// 333 58019 89///=",
"42361099999","2023-01-01T18:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000049,1,9,9","+0110,1","+0106,1","10219,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+016,1","47,1",,,,"SYN05842361 31/90 90000 10110 20106 40219 74744 89/// 333 58016=",
"42361099999","2023-01-01T21:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000049,1,9,9","+0102,1","+0098,1","10212,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+015,1","45,1",,,,"SYN05842361 31/90 90000 10102 20098 40212 74544 89/// 333 58015=",
"42361099999","2023-01-02T00:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0100,1","+0092,1","10208,1",,"4,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+009,1","43,1",,,,"SYN05842361 31/93 90000 10100 20092 40208 74344 89/// 333 58009=",
"42361099999","2023-01-02T03:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00240,1,W,N","001000,1,9,9","+0096,1","+0084,1","10235,1",,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9","240,N,+0082,1",,,"9,9,999,9,+014,1","43,1",,,,"SYN06842361 31/94 90000 10096 20084 40235 74344 333 20082 58014 555 10000=",
