"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MD1","MW1","REM","EQD"
"42262099999","2023-01-12T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0021,1","22000,1,9,N","000500,1,9,9","+0168,1","+0129,1","10110,1",,"0,1,02,1","0,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,-029,1","42,1","SYN06442262 31993 40504 10168 20129 40110 74200 80002 333 10194 59029=","Q01    003SCCGA1"
"42262099999","2023-01-13T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0021,1","99999,9,9,N","001000,1,9,9","+0132,1","+0107,1","10143,1",,"2,1,02,1","1,1,02,1","01,1,+01750,1,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,01,1,99,9,01750,1,99,9,99,9","240,M,+0194,1","240,N,+0112,1","9,9,999,9,+005,1","10,1","SYN08042262 31794 60504 10132 20107 40143 71021 81032 333 10194 20112 58005 555 10000=",
"42262099999","2023-01-13T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","001000,1,9,9","+0188,1","+0143,1","10124,1",,"2,1,02,1","1,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,01750,1,99,9,99,9",,,"9,9,999,9,+016,1","10,1","SYN06442262 31794 60503 10188 20143 40124 71021 82022 333 10206 58016=",
"42262099999","2023-01-14T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0026,1","99999,9,9,N","000500,1,9,9","+0138,1","+0119,1","10175,1",,"2,1,02,1","2,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01750,1,99,9,99,9","240,M,+0206,1","240,N,+0130,1","9,9,999,9,+031,1","42,1","SYN08042262 31793 73205 10138 20119 40175 74222 82022 333 10206 20130 58031 555 10000=",
"42262099999","2023-01-14T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","001000,1,9,9","+0162,1","+0126,1","10150,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,+023,1","10,1","SYN05842262 31994 03204 10162 20126 40150 71000 333 10174 58023=",
"42262099999","2023-01-15T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0068,1","+0025,1","10178,1",,,,,,,,,"240,M,+0174,1","240,N,+0052,1","9,9,999,9,-002,1",,"SYN06842262 32996 03204 10068 20025 40178 333 10174 20052 59002 555 10000=",
"42262099999","2023-01-15T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0036,1","99999,9,9,N","002000,1,9,9","+0140,1","+0066,1","10144,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0158,1",,"9,9,999,9,-007,1","05,1","SYN05842262 31995 03207 10140 20066 40144 70500 333 10158 59007=",
"42262099999","2023-01-16T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0064,1","+0025,1","10186,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0158,1","240,N,+0044,1","9,9,999,9,+008,1","05,1","SYN07442262 31995 02702 10064 20025 40186 70500 333 10158 20044 58008 555 10000=",
"42262099999","2023-01-17T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0068,1","+0040,1","10187,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0184,1","240,N,+0050,1","9,9,999,9,+001,1","10,1","SYN07442262 31994 02702 10068 20040 40187 71000 333 10184 20050 58001 555 10000=",
"42262099999","2023-01-17T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0154,1","+0069,1","10159,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0184,1",,"9,9,999,9,-001,1","05,1","SYN05842262 31995 03204 10154 20069 40159 70500 333 10184 59001=",
"42262099999","2023-01-18T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0066,1","+0031,1","10218,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0184,1","240,N,+0038,1","9,9,999,9,+029,1","10,1","SYN07442262 31994 03202 10066 20031 40218 71000 333 10184 20038 58029 555 10000=",
"42262099999","2023-01-18T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","001000,1,9,9","+0164,1","+0057,1","10176,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,+018,1","05,1","SYN05842262 31994 03204 10164 20057 40176 70500 333 10190 58018=",
"42262099999","2023-01-19T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0076,1","+0049,1","10215,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0190,1","240,N,+0058,1","9,9,999,9,-002,1","10,1","SYN07442262 31994 02702 10076 20049 40215 71000 333 10190 20058 59002 555 10000=",
"42262099999","2023-01-19T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","001000,1,9,9","+0168,1","+0096,1","10173,1",,"2,1,02,1","1,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0200,1",,"9,9,999,9,-003,1","05,1","SYN06442262 31994 43202 10168 20096 40173 70521 80002 333 10200 59003=","Q01    003SCCGA1"
"42262099999","2023-01-20T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","000500,1,9,9","+0116,1","+0092,1","10185,1",,"2,1,02,1","1,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0200,1","240,N,+0104,1","9,9,999,9,-025,1","42,1","SYN08042262 31993 30000 10116 20092 40185 74221 80002 333 10200 20104 59025 555 10000=","Q01    003SCCGA1"
"42262099999","2023-01-20T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0170,1","+0102,1","10160,1",,"2,1,02,1","2,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,-013,1","05,1","SYN06442262 31994 60502 10170 20102 40160 70522 80002 333 10202 59013=","Q01    003SCCGA1"
"42262099999","2023-01-21T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000200,1,9,9","+0104,1","+0084,1","10186,1",,"4,1,02,1","4,1,02,1",,,,,,"240,M,+0202,1","240,N,+0082,1","9,9,999,9,+000,1","42,1","SYN07442262 31992 00000 10104 20084 40186 74244 333 10202 20082 58000 555 10000=",
"42262099999","2023-01-21T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0200,1","+0095,1","10138,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0236,1",,"9,9,999,9,-018,1","05,1","SYN05842262 31995 00502 10200 20095 40138 70500 333 10236 59018=",
"42262099999","2023-01-22T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","360,1,N,0010,1","22000,1,9,N","000200,1,9,9","+0118,1","+0090,1","10171,1",,"2,1,02,1","1,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0236,1","240,N,+0096,1","9,9,999,9,-014,1","10,1","SYN08042262 31992 43602 10118 20090 40171 71021 80001 333 10236 20096 59014 555 10000=","Q01    003SCCGA1"
"42262099999","2023-01-22T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0206,1","+0092,1","10147,1",,"2,1,02,1","2,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0242,1",,"9,9,999,9,+008,1","05,1","SYN06442262 31995 60504 10206 20092 40147 70522 80002 333 10242 58008=","Q01    003SCCGA1"
"42262099999","2023-01-23T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0218,1","+0159,1","10126,1",,"2,1,02,1","2,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01750,1,99,9,99,9",,,"9,9,999,9,-020,1","05,1","SYN06442262 31795 70503 10218 20159 40126 70522 82022 333 10244 59020=",
"42262099999","2023-01-24T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0036,1","99999,9,9,N","002000,1,9,9","+0156,1","+0142,1","10153,1","24,0060,3,1","6,1,02,1","2,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01750,1,99,9,99,9","240,M,+0244,1","240,N,+0144,1","9,9,999,9,-017,1","05,1","SYN07642262 21795 70507 10156 20142 40153 70562 82022 333 10244 20144 59017 6006/=",
"42262099999","2023-01-24T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0036,1","99999,9,9,N","002000,1,9,9","+0180,1","+0156,1","10126,1","09,0000,2,1","2,1,02,1","2,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01750,1,99,9,99,9",,,"9,9,999,9,-001,1","50,1","SYN07042262 21795 70507 10180 20156 40126 75022 82022 333 10196 59001 6990/=",
"42262099999","2023-01-25T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0148,1","+0134,1","10163,1","24,0000,2,1","2,1,02,1","2,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,01750,1,99,9,99,9","240,M,+0196,1","240,N,+0138,1","9,9,999,9,+009,1","10,1","SYN08642262 21795 63202 10148 20134 40163 71022 82022 333 10196 20138 58009 6990/ 555 10006=",
"42262099999","2023-01-25T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0186,1","+0170,1","10145,1","09,0000,9,1","2,1,02,1","2,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01750,1,99,9,99,9","240,M,+0194,1",,"9,9,999,9,+018,1","10,1","SYN07042262 21793 70502 10186 20170 40145 71022 82022 333 10194 58018 6990/=","Q01  00002PRCP09"
"42262099999","2023-01-26T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000200,1,9,9","+0154,1","+0143,1","10189,1","24,0000,9,1","2,1,02,1","2,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01750,1,99,9,99,9","240,M,+0194,1","240,N,+0146,1","9,9,999,9,+027,1","42,1","SYN08642262 21792 73204 10154 20143 40189 74222 82022 333 10194 20146 58027 6990/ 555 10006=","Q01  00002PRCP24"
"42262099999","2023-01-26T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0031,1","99999,9,9,N","000500,1,9,9","+0188,1","+0161,1","10161,1",,"4,1,02,1","4,1,02,1","01,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,01,1,99,9,01750,1,99,9,99,9",,,"9,9,999,9,+016,1","42,1","SYN06442262 31793 53206 10188 20161 40161 74244 81022 333 10202 58016=",
"42262099999","2023-01-27T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","001000,1,9,9","+0090,1","+0069,1","10205,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0202,1","240,N,+0074,1","9,9,999,9,+010,1","10,1","SYN07442262 31994 03204 10090 20069 40205 71000 333 10202 20074 58010 555 10006=",
"42262099999","2023-01-27T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0031,1","99999,9,9,N","002000,1,9,9","+0178,1","+0090,1","10174,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,+011,1","05,1","SYN05842262 31995 03206 10178 20090 40174 70500 333 10214 58011=",
"42262099999","2023-01-28T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0026,1","99999,9,9,N","002000,1,9,9","+0090,1","+0050,1","10175,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0214,1","240,N,+0072,1","9,9,999,9,-029,1","10,1","SYN07442262 31995 03205 10090 20050 40175 71000 333 10214 20072 59029 555 10006=",
"42262099999","2023-01-28T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0194,1","+0110,1","10126,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,-035,1","05,1","SYN05842262 31995 03204 10194 20110 40126 70500 333 10226 59035=",
"42262099999","2023-01-29T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0128,1","+0097,1","10164,1",,"2,1,02,1","1,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,01750,1,99,9,99,9","240,M,+0226,1","240,N,+0104,1","9,9,999,9,-009,1","10,1","SYN08042262 31794 62302 10128 20097 40164 71021 82022 333 10226 20104 59009 555 10006=",
"42262099999","2023-01-29T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0031,1","99999,9,9,N","001000,1,9,9","+0166,1","+0130,1","10136,1","09,0006,3,1","2,1,02,1","1,1,02,1","02,1,+01750,1,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01750,1,99,9,99,9","240,M,+0188,1",,"9,9,999,9,+008,1","10,1","SYN07042262 21794 70506 10166 20130 40136 71021 82022 333 10188 58008 6996/=",
"42262099999","2023-01-30T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","050,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0130,1","+0126,1","10200,1","24,0080,3,1","9,1,02,1","6,1,02,1","02,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0188,1","240,N,+0120,1","9,9,999,9,+036,1","52,1","SYN09242262 21595 70504 10130 20126 40200 75296 82520 333 10188 20120 58036 6008/ 555 00084 10015=",
"42262099999","2023-01-30T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","002000,1,9,9","+0160,1","+0150,1","10174,1","09,0030,3,1","2,1,02,1","1,1,02,1","01,1,+01750,1,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,01750,1,99,9,99,9",,,"9,9,999,9,+037,1","10,1","SYN07042262 21795 33202 10160 20150 40174 71021 81031 333 10168 58037 6003/=",
"42262099999","2023-01-31T03:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","000500,1,9,9","+0144,1","+0140,1","10197,1","24,0030,3,1","4,1,02,1","0,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0168,1","240,N,+0122,1","9,9,999,9,-001,1","42,1","SYN09242262 21993 33202 10144 20140 40197 74240 80002 333 10168 20122 59001 6003/ 555 00034 10018=","Q01    003SCCGA1"
"42262099999","2023-01-31T12:00:00","4","27.8833333","78.0666666","187.0","ALIGARH, IN","FM-12","99999","V020","320,1,N,0031,1","99999,9,9,N","002000,1,9,9","+0188,1","+0158,1","10165,1",,"0,1,02,1","0,1,02,1",,,,,,"240,M,+0208,1",,"9,9,999,9,-007,1","10,1","SYN05842262 31995 03206 10188 20158 40165 71000 333 10208 59007=",
