"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43125099999","2023-01-01T12:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","270,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0272,1","+0152,1","10135,1",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0312,1",,"99999,9,09410,1","9,9,999,9,+000,1",,"SYN06443125 32997 12702 10272 20152 39410 40135 80001 333 10312 58000=","Q01    003SCCGA1"
"43125099999","2023-01-02T12:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0270,1","+0175,1","10149,1",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0294,1",,"99999,9,09420,1","9,9,999,9,+010,1",,"SYN06443125 32997 10502 10270 20175 39420 40149 80001 333 10294 58010=","Q01    003SCCGA1"
"43125099999","2023-01-03T12:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","090,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0270,1","+0199,1","10139,1",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0294,1",,"99999,9,09410,1","9,9,999,9,-010,1",,"SYN06443125 32997 10902 10270 20199 39410 40139 80001 333 10294 59010=","Q01    003SCCGA1"
"43125099999","2023-01-04T12:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","140,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0266,1","+0144,1","10139,1",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0290,1",,"99999,9,09410,1","9,9,999,9,+000,1",,"SYN06443125 32997 11402 10266 20144 39410 40139 80001 333 10290 58000=","Q01    003SCCGA1"
"43125099999","2023-01-05T03:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","180,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0196,1","+0143,1","10172,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0290,1","240,N,+0148,1","99999,9,09428,1","9,9,999,9,-010,1",,"SYN07043125 32997 11802 10196 20143 39428 40172 80000 333 10290 20148 59010=",
"43125099999","2023-01-06T03:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0210,1","+0185,1","10186,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0274,1","240,N,+0155,1","99999,9,09440,1","9,9,999,9,+028,1",,"SYN08043125 32997 10502 10210 20185 39440 40186 80000 333 10274 20155 58028 555 10000=",
"43125099999","2023-01-06T12:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0248,1","+0163,1","10156,1",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0264,1",,"99999,9,09422,1","9,9,999,9,+020,1",,"SYN06443125 32997 10502 10248 20163 39422 40156 80001 333 10264 58020=","Q01    003SCCGA1"
"43125099999","2023-01-07T03:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0194,1","+0159,1","10208,1",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0264,1","240,N,+0150,1","99999,9,09458,1","9,9,999,9,+018,1",,"SYN08043125 32997 10502 10194 20159 39458 40208 80001 333 10264 20150 58018 555 10000=","Q01    003SCCGA1"
"43125099999","2023-01-07T12:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0256,1","+0131,1","10154,1",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0265,1",,"99999,9,09422,1","9,9,999,9,+000,1",,"SYN06443125 32997 10502 10256 20131 39422 40154 80001 333 10265 58000=","Q01    003SCCGA1"
"43125099999","2023-01-08T03:00:00","4","17.9166666","77.5333333","663.0","BIDAR, IN","FM-12","99999","V020","360,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0152,1","+0109,1","10199,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0265,1","240,N,+0072,1","99999,9,09440,1","9,9,999,9,-018,1",,"SYN08043125 32997 13602 10152 20109 39440 40199 80000 333 10265 20072 59018 555 10000=",
