"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","GA1","GA2","GE1","GF1","KA1","KA2","MD1","MW1","REM","EQD"
"42137099999","2023-03-14T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0182,1","+0172,1","10128,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0298,1","240,N,+0148,1","9,9,999,9,-029,1","10,1","SYN07442137 31995 00000 10182 20172 40128 71000 333 10298 20148 59029 555 10000=",
"42137099999","2023-03-15T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0182,1","+0165,1","10113,1",,,,,,,,"240,M,+0304,1","240,N,+0129,1","9,9,999,9,-014,1",,"SYN06842137 32996 00000 10182 20165 40113 333 10304 20129 59014 555 10000=",
"42137099999","2023-03-16T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0196,1","+0152,1","10116,1",,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0314,1","240,N,+0128,1","9,9,999,9,+004,1",,"SYN06842137 32996 40000 10196 20152 40116 333 10314 20128 58004 555 10000=",
"42137099999","2023-03-17T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0200,1","+0138,1","10145,1","24,0005,3,1",,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0316,1","240,N,+0164,1","9,9,999,9,+033,1",,"SYN08642137 22996 30000 10200 20138 40145 83030 333 10316 20164 58033 6995/ 555 00005 10001=",
"42137099999","2023-03-18T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","090,1,N,0031,1","99999,9,9,N","004000,1,9,9","+0186,1","+0145,1","10134,1",,,,"03,1,+01250,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,01250,1,99,9,99,9","240,M,+0300,1","240,N,+0167,1","9,9,999,9,-012,1",,"SYN07442137 32696 60906 10186 20145 40134 83420 333 10300 20167 59012 555 10001=",
"42137099999","2023-03-20T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0186,1","+0169,1","10090,1",,"1,1,02,1","1,1,02,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0274,1","240,N,+0140,1","9,9,999,9,+000,1","10,1","SYN08042137 31995 30000 10186 20169 40090 71011 80001 333 10274 20140 58000 555 10023=","Q01    003SCCGA1"
"42137099999","2023-03-21T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0158,1","+0155,1","10104,1","24,0510,3,1","2,1,02,1","2,1,02,1","04,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,01250,1,99,9,99,9","240,M,+0254,1","240,N,+0144,1","9,9,999,9,+011,1","10,1","SYN09242137 21696 40000 10158 20155 40104 71022 84400 333 10254 20144 58011 6051/ 555 00508 10074=",
"42137099999","2023-03-22T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0174,1","+0157,1","10133,1",,,,,,,,"240,M,+0234,1","240,N,+0122,1","9,9,999,9,+029,1",,"SYN06842137 32996 00000 10174 20157 40133 333 10234 20122 58029 555 10074=",
"42137099999","2023-03-23T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0184,1","+0157,1","10105,1",,,,,,,,"240,M,+0263,1","240,N,+0138,1","9,9,999,9,-026,1",,"SYN06842137 32996 00000 10184 20157 40105 333 10263 20138 59026 555 10074=",
"42137099999","2023-03-24T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0184,1","+0174,1","10101,1",,"2,1,02,1","2,1,02,1","04,1,+01250,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,01250,1,99,9,99,9","240,M,+0278,1","240,N,+0155,1","9,9,999,9,-004,1","10,1","SYN08042137 31695 70000 10184 20174 40101 71022 84420 333 10278 20155 59004 555 10074=",
"42137099999","2023-03-25T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","140,1,N,0026,1","99999,9,9,N","004000,1,9,9","+0188,1","+0147,1","10128,1","24,0080,3,1",,,"05,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,01250,1,99,9,99,9","240,M,+0237,1","240,N,+0165,1","9,9,999,9,+027,1",,"SYN08642137 22696 51405 10188 20147 40128 85400 333 10237 20165 58027 6008/ 555 00078 10082=",
"42137099999","2023-03-27T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0176,1","+0148,1","10121,1",,,,,,,,"240,M,+0286,1","240,N,+0130,1","9,9,999,9,+000,1",,"SYN06842137 32996 00000 10176 20148 40121 333 10286 20130 58000 555 10082=",
"42137099999","2023-03-28T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","270,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0184,1","+0150,1","10112,1",,,,"99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0274,1","240,N,+0132,1","9,9,999,9,-008,1",,"SYN07442137 32996 32702 10184 20150 40112 80001 333 10274 20132 59008 555 10082=","Q01    003SCCGA1"
"42137099999","2023-03-29T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0220,1","+0171,1","10118,1",,,,"99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0292,1","240,N,+0138,1","9,9,999,9,+009,1",,"SYN07442137 32996 40000 10220 20171 40118 80001 333 10292 20138 58009 555 10082=","Q01    003SCCGA1"
"42137099999","2023-03-30T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0218,1","+0162,1","10109,1",,,,,,,,"240,M,+0307,1","240,N,+0170,1","9,9,999,9,-009,1",,"SYN06842137 32996 00000 10218 20162 40109 333 10307 20170 59009 555 10082=",
"42137099999","2023-03-31T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0178,1","+0175,1","10102,1","24,0070,3,1","6,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0323,1","240,N,+0167,1","9,9,999,9,-010,1","60,1","SYN09242137 21594 80000 10178 20175 40102 76062 8452/ 333 10323 20167 59010 6007/ 555 00070 10089=",
"42137099999","2023-04-01T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","140,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0196,1","+0145,1","10113,1","24,0080,3,1",,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0208,1","240,N,+0138,1","9,9,999,9,+012,1",,"SYN08642137 22996 31404 10196 20145 40113 83030 333 10208 20138 58012 6008/ 555 00075 10096=",
"42137099999","2023-04-03T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0208,1","+0151,1","10080,1",,,,,,,,"240,M,+0294,1","240,N,+0160,1","9,9,999,9,+000,1",,"SYN06842137 32996 00000 10208 20151 40080 333 10294 20160 58000 555 10096=",
"42137099999","2023-04-04T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0186,1","+0163,1","10111,1","24,0060,3,1",,,"02,1,+01250,1,06,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0304,1","240,N,+0162,1","9,9,999,9,+028,1",,"SYN08642137 22696 50000 10186 20163 40111 82401 333 10304 20162 58028 6006/ 555 00056 10102=",
"42137099999","2023-04-05T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0194,1","+0157,1","10116,1",,,,,,,,"240,M,+0288,1","240,N,+0138,1","9,9,999,9,+006,1",,"SYN06842137 32996 00000 10194 20157 40116 333 10288 20138 58006 555 10102=",
"42137099999","2023-04-06T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0212,1","+0119,1","10134,1",,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0317,1","240,N,+0162,1","9,9,999,9,+019,1",,"SYN07442137 32996 30000 10212 20119 40134 83030 333 10317 20162 58019 555 10102=",
"42137099999","2023-04-07T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0204,1","+0142,1","10150,1",,,,,,,,"240,M,+0322,1","240,N,+0130,1","9,9,999,9,+015,1",,"SYN06842137 32996 00000 10204 20142 40150 333 10322 20130 58015 555 10102=",
"42137099999","2023-04-08T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0202,1","+0111,1","10156,1",,,,,,,,"240,M,+0332,1","240,N,+0121,1","9,9,999,9,+005,1",,"SYN06842137 32996 00000 10202 20111 40156 333 10332 20121 58005 555 10102=",
"42137099999","2023-04-10T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0210,1","+0121,1","10139,1",,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0348,1","240,N,+0134,1","9,9,999,9,+000,1",,"SYN07442137 32996 30000 10210 20121 40139 83030 333 10348 20134 58000 555 10102=",
"42137099999","2023-04-11T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0244,1","+0135,1","10126,1",,,,"99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0347,1","240,N,+0162,1","9,9,999,9,-010,1",,"SYN07442137 32996 40000 10244 20135 40126 80001 333 10347 20162 59010 555 10102=","Q01    003SCCGA1"
"42137099999","2023-04-12T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0246,1","+0141,1","10123,1",,,,"99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0365,1","240,N,+0179,1","9,9,999,9,-002,1",,"SYN07442137 32996 40000 10246 20141 40123 80001 333 10365 20179 59002 555 10102=","Q01    003SCCGA1"
"42137099999","2023-04-13T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0260,1","+0151,1","10105,1",,,,,,,,"240,M,+0372,1","240,N,+0177,1","9,9,999,9,-017,1",,"SYN06842137 32996 00000 10260 20151 40105 333 10372 20177 59017 555 10102=",
"42137099999","2023-04-14T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0274,1","+0153,1","10094,1",,,,,,,,"240,M,+0382,1","240,N,+0187,1","9,9,999,9,-007,1",,"SYN06842137 32996 00000 10274 20153 40094 333 10382 20187 59007 555 10102=",
"42137099999","2023-04-15T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0270,1","+0143,1","10090,1",,,,,,,,"240,M,+0386,1","240,N,+0186,1","9,9,999,9,-006,1",,"SYN06842137 32996 00000 10270 20143 40090 333 10386 20186 59006 555 10102=",
"42137099999","2023-04-17T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0280,1","+0148,1","10075,1",,,,,,,,"240,M,+0408,1","240,N,+0216,1","9,9,999,9,+000,1",,"SYN06842137 32996 00000 10280 20148 40075 333 10408 20216 58000 555 10102=",
"42137099999","2023-04-18T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0316,1","+0155,1","10086,1",,,,"02,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0405,1","240,N,+0219,1","9,9,999,9,+014,1",,"SYN07442137 32996 20000 10316 20155 40086 82400 333 10405 20219 58014 555 10102=",
"42137099999","2023-04-19T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0256,1","+0165,1","10073,1",,,,"02,1,+01250,1,06,1","99,9,+99999,9,03,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0407,1","240,N,+0229,1","9,9,999,9,-018,1",,"SYN07442137 32696 50502 10256 20165 40073 82430 333 10407 20229 59018 555 10102=",
"42137099999","2023-04-20T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0256,1","+0158,1","10048,1","24,0140,3,1",,,"03,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,01250,1,99,9,99,9","240,M,+0356,1","240,N,+0187,1","9,9,999,9,-024,1",,"SYN08042137 22696 30000 10256 20158 40048 83400 333 10356 20187 59024 6014/ 555 10116=",
"42137099999","2023-04-21T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","090,1,N,0026,1","99999,9,9,N","004000,1,9,9","+0246,1","+0133,1","10051,1",,,,,,,,"240,M,+0328,1","240,N,+0198,1","9,9,999,9,+002,1",,"SYN06842137 32996 00905 10246 20133 40051 333 10328 20198 58002 555 10116=",
"42137099999","2023-04-22T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0246,1","+0133,1","10067,1",,,,"02,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0346,1","240,N,+0182,1","9,9,999,9,+015,1",,"SYN07442137 32696 20000 10246 20133 40067 82400 333 10346 20182 58015 555 10116=",
"42137099999","2023-04-24T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0212,1","+0119,1","10115,1",,,,"99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0320,1","240,N,+0158,1","9,9,999,9,+000,1",,"SYN07442137 32996 40000 10212 20119 40115 80001 333 10320 20158 58000 555 10116=","Q01    003SCCGA1"
"42137099999","2023-04-25T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","180,1,N,0026,1","99999,9,9,N","004000,1,9,9","+0236,1","+0141,1","10141,1",,,,,,,,"240,M,+0338,1","240,N,+0182,1","9,9,999,9,+027,1",,"SYN06842137 32996 01805 10236 20141 40141 333 10338 20182 58027 555 10116=",
"42137099999","2023-04-26T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0252,1","+0128,1","10105,1",,,,,,,,"240,M,+0327,1","240,N,+0177,1","9,9,999,9,-033,1",,"SYN06842137 32996 00000 10252 20128 40105 333 10327 20177 59033 555 10116=",
"42137099999","2023-04-27T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","090,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0268,1","+0157,1","10084,1",,,,,,,,"240,M,+0348,1","240,N,+0218,1","9,9,999,9,-019,1",,"SYN06842137 32996 00903 10268 20157 40084 333 10348 20218 59019 555 10116=",
"42137099999","2023-04-28T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0256,1","+0150,1","10109,1","24,0190,3,1",,,,,,,"240,M,+0360,1","240,N,+0188,1","9,9,999,9,+025,1",,"SYN08042137 22996 00000 10256 20150 40109 333 10360 20188 58025 6019/ 555 00186 10134=",
"42137099999","2023-04-29T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0250,1","+0169,1","10086,1",,"2,1,02,1","1,1,02,1","03,1,+01250,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,01250,1,99,9,99,9","240,M,+0337,1","240,N,+0203,1","9,9,999,9,-025,1","05,1","SYN08042137 31695 60000 10250 20169 40086 70521 83420 333 10337 20203 59025 555 10134=",
"42137099999","2023-05-01T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","090,1,N,0026,1","99999,9,9,N","004000,1,9,9","+0206,1","+0184,1","10093,1","24,0100,3,1","2,1,02,1","2,1,02,1","03,1,+00800,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0268,1","240,N,+0187,1","9,9,999,9,+000,1","50,1","SYN09242137 22596 80905 10206 20184 40093 75022 8342/ 333 10268 20187 58000 6010/ 555 00104 10144=",
"42137099999","2023-05-02T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0192,1","+0186,1","10112,1","24,0070,3,1","5,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0222,1","240,N,+0174,1","9,9,999,9,+017,1","50,1","SYN09242137 21595 80904 10192 20186 40112 75052 8452/ 333 10222 20174 58017 6007/ 555 00074 10152=",
"42137099999","2023-05-03T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0210,1","+0191,1","10121,1","24,0080,3,1","2,1,02,1","2,1,02,1","04,1,+01250,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,01250,1,99,9,99,9","240,M,+0236,1","240,N,+0190,1","9,9,999,9,+010,1","10,1","SYN09242137 21695 70904 10210 20191 40121 71022 84420 333 10236 20190 58010 6008/ 555 00076 10159=",
"42137099999","2023-05-04T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0212,1","+0183,1","10128,1","24,0030,3,1","0,1,02,1","0,1,02,1",,,,,"240,M,+0242,1","240,N,+0164,1","9,9,999,9,+007,1","10,1","SYN08642137 21995 01402 10212 20183 40128 71000 333 10242 20164 58007 6003/ 555 00025 10162=",
"42137099999","2023-05-05T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0248,1","+0199,1","10100,1",,,,"02,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0302,1","240,N,+0198,1","9,9,999,9,-024,1",,"SYN07442137 32696 20000 10248 20199 40100 82400 333 10302 20198 59024 555 10162=",
"42137099999","2023-05-06T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","270,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0260,1","+0155,1","10075,1",,,,"02,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0334,1","240,N,+0188,1","9,9,999,9,-023,1",,"SYN07442137 32996 22702 10260 20155 40075 82400 333 10334 20188 59023 555 10162=",
"42137099999","2023-05-08T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","140,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0284,1","+0154,1","10051,1",,,,"02,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0345,1","240,N,+0200,1","9,9,999,9,+000,1",,"SYN07442137 32696 21403 10284 20154 40051 82400 333 10345 20200 58000 555 10162=",
"42137099999","2023-05-09T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0266,1","+0125,1","10086,1","24,0000,9,1",,,,,,,"240,M,+0354,1","240,N,+0189,1","9,9,999,9,+032,1",,"SYN08042137 22996 00000 10266 20125 40086 333 10354 20189 58032 6990/ 555 00000 10162=","Q01  00002PRCP24"
"42137099999","2023-05-10T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","320,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0272,1","+0106,1","10073,1",,,,,,,,"240,M,+0356,1","240,N,+0162,1","9,9,999,9,-012,1",,"SYN06842137 32996 03203 10272 20106 40073 333 10356 20162 59012 555 10162=",
"42137099999","2023-05-11T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0276,1","+0130,1","10081,1",,,,,,,,"240,M,+0363,1","240,N,+0182,1","9,9,999,9,+009,1",,"SYN06842137 32996 00000 10276 20130 40081 333 10363 20182 58009 555 10162=",
"42137099999","2023-05-12T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0284,1","+0145,1","10072,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0382,1","240,N,+0182,1","9,9,999,9,-008,1","05,1","SYN07442137 31996 00000 10284 20145 40072 70500 333 10382 20182 59008 555 10162=",
"42137099999","2023-05-15T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0294,1","+0159,1","10029,1",,,,,,,,"240,M,+0386,1","240,N,+0251,1","9,9,999,9,+000,1",,"SYN06842137 32996 03202 10294 20159 40029 333 10386 20251 58000 555 10162=",
"42137099999","2023-05-16T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0290,1","+0161,1","10045,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0402,1","240,N,+0262,1","9,9,999,9,+015,1","04,1","SYN07442137 31994 00000 10290 20161 40045 70400 333 10402 20262 58015 555 10162=",
"42137099999","2023-05-17T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0310,1","+0160,1","10045,1",,,,,,,,"240,M,+0384,1","240,N,+0234,1","9,9,999,9,+002,1",,"SYN06842137 32996 00000 10310 20160 40045 333 10384 20234 58002 555 10162=",
"42137099999","2023-05-18T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0246,1","+0183,1","10119,1","24,0260,3,1",,,"02,1,+01250,1,06,1","99,9,+99999,9,03,1","9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0407,1","240,N,+0199,1","9,9,999,9,+066,1",,"SYN08642137 22696 40000 10246 20183 40119 8243/ 333 10407 20199 58066 6026/ 555 00264 10188=",
"42137099999","2023-05-19T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","320,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0264,1","+0189,1","10075,1",,,,,,,,"240,M,+0326,1","240,N,+0224,1","9,9,999,9,-041,1",,"SYN06842137 32996 03203 10264 20189 40075 333 10326 20224 59041 555 10188=",
"42137099999","2023-05-20T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","270,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0292,1","+0190,1","10044,1",,,,,,,,"240,M,+0362,1","240,N,+0222,1","9,9,999,9,-028,1",,"SYN06842137 32996 02703 10292 20190 40044 333 10362 20222 59028 555 10188=",
"42137099999","2023-05-22T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0310,1","+0198,1","10048,1",,,,,,,,"240,M,+0422,1","240,N,+0240,1","9,9,999,9,+000,1",,"SYN06842137 32996 00000 10310 20198 40048 333 10422 20240 58000 555 10188=",
"42137099999","2023-05-23T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0320,1","+0217,1","10055,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0427,1","240,N,+0257,1","9,9,999,9,+007,1","05,1","SYN07442137 31995 00000 10320 20217 40055 70500 333 10427 20257 58007 555 10188=",
"42137099999","2023-05-24T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0230,1","+0215,1","10056,1","24,0080,3,1","5,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0412,1","240,N,+0224,1","9,9,999,9,-007,1","10,1","SYN09242137 21595 83204 10230 20215 40056 71052 8452/ 333 10412 20224 59007 6008/ 555 00082 10197=",
