"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GA5","GE1","GF1","KA1","KA2","MA1","MD1","ME1","MW1","OC1","OD1","REM","EQD"
"43295099999","2023-01-01T00:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","004000,1,9,9","+0172,1","+0149,1","99999,9",,,"1,1,02,1","1,1,02,1",,,"02,1,+00300,1,07,1","99,9,+99999,9,00,1",,,,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00300,1,99,9,99,9",,,"99999,9,09132,1","9,9,999,9,-014,1","3,1530,9","10,1",,,"SYN07043295 31496 49902 10172 20149 39132 48530 71011 83601 333 59014 82710=",
"43295099999","2023-01-01T03:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0210,1","+0155,1","99999,9",,,,,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9","240,M,+0290,1","240,N,+0159,1","99999,9,09157,1","9,9,999,9,-009,1","3,1552,9",,,,"SYN08643295 32996 10000 10210 20155 39157 48552 80001 333 10290 20159 59009 81075 555 10000=",
"43295099999","2023-01-01T06:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","140,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0264,1","+0103,1","99999,9",,,,,,,"02,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,07500,1,99,9,99,9",,,"99999,9,09152,1","9,9,999,9,-008,1","3,1568,9",,,,"SYN06443295 32997 21402 10264 20103 39152 48568 80001 333 59008 82075=",
"43295099999","2023-01-01T09:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","090,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0284,1","+0114,1","99999,9",,,,,,,"01,1,+00600,1,06,1","99,9,+99999,9,00,1",,,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00600,1,99,9,99,9",,,"99999,9,09117,1","9,9,999,9,-006,1","3,1539,9",,,,"SYN06443295 32597 20902 10284 20114 39117 48539 81501 333 59006 81620=",
"43295099999","2023-01-01T12:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","090,1,N,0021,1","22000,1,9,N","010000,1,9,9","+0266,1","+0124,1","99999,9",,,,,,,"01,1,+00600,1,06,1","03,1,+07500,1,00,1",,,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00600,1,99,9,99,9",,,"99999,9,09120,1","9,9,999,9,-003,1","3,1538,9",,,,"SYN07643295 32597 30904 10266 20124 39120 48538 81501 333 10291 59003 81620 83075=",
"43295099999","2023-01-01T15:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0218,1","+0143,1","99999,9",,,,,,,"01,1,+00450,1,06,1","03,1,+07500,1,00,1",,,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00450,1,99,9,99,9",,,"99999,9,09140,1","9,9,999,9,-004,1","3,1546,9",,,,"SYN07043295 32496 30000 10218 20143 39140 48546 81501 333 59004 81615 83075=",
"43295099999","2023-01-01T18:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","090,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0200,1","+0151,1","99999,9",,,,,,,"02,1,+00450,1,06,1","03,1,+07500,1,00,1",,,,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00450,1,99,9,99,9",,,"99999,9,09146,1","9,9,999,9,-003,1","3,1547,9",,,,"SYN07043295 32496 40904 10200 20151 39146 48547 82501 333 59003 82615 83075=",
"43295099999","2023-01-01T21:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","090,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0186,1","+0157,1","99999,9",,,"1,1,02,1","1,1,02,1",,,"01,1,+00450,1,06,1","03,1,+07500,1,00,1",,,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00450,1,99,9,99,9",,,"99999,9,09130,1","9,9,999,9,-004,1","3,1530,9","05,1",,,"SYN07643295 31496 30904 10186 20157 39130 48530 70511 81501 333 59004 81615 83075=",
"43295099999","2023-01-02T00:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0172,1","+0159,1","99999,9",,,"2,1,02,1","2,1,02,1",,,"02,1,+00450,1,06,1","03,1,+07500,1,00,1",,,,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00450,1,99,9,99,9",,,"99999,9,09127,1","9,9,999,9,-005,1","3,1525,9","10,1",,,"SYN07643295 31496 50000 10172 20159 39127 48525 71022 82501 333 59005 82615 83075=",
"43295099999","2023-01-02T03:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","004000,1,9,9","+0194,1","+0162,1","99999,9",,,,,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9","240,M,+0291,1","240,N,+0161,1","99999,9,09150,1","9,9,999,9,-007,1","3,1551,9",,,,"SYN08643295 32996 19902 10194 20162 39150 48551 80001 333 10291 20161 59007 81075 555 10000=",
"43295099999","2023-01-02T06:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","070,1,N,0031,1","22000,1,9,N","010000,1,9,9","+0250,1","+0092,1","99999,9",,,,,,,"01,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,07500,1,99,9,99,9",,,"99999,9,09047,2","9,9,999,9,-005,1","3,1559,9",,,,"SYN06443295 32997 10706 10250 20092 39047 48559 80001 333 59005 81075=",
"43295099999","2023-01-02T09:00:00","4","12.9666666","77.5833333","921.0","BANGALORE, IN","FM-12","99999","V020","090,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0272,1","+0110,1","99999,9",,,,,,,"02,1,+07500,1,00,1",,,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,07500,1,99,9,99,9",,,"99999,9,09115,1","9,9,999,9,-002,1","3,1535,9",,,,"SYN06443295 32997 20903 10272 20110 39115 48535 80001 333 59002 82075=",
