"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","ED1","GA1","GA2","GA3","GA4","GE1","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"42705699999","2023-01-01T00:00:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","050,1,N,0015,1","99999,9,9,N","001500,1,9,9","+0150,1","+0150,1","99999,9","09,L,9999,9","04,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10190,1,99999,9","10,1",,,"MET088METAR VOBL 010000Z 05003KT 1500 R09L/2000 R27R/2000 BR SCT008 15/15 Q1019 TEMPO 0800 FG=",
"42705699999","2023-01-01T00:30:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","030,1,N,0015,1","99999,9,9,N","001500,1,9,9","+0150,1","+0150,1","99999,9","09,L,9999,9","04,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10200,1,99999,9","10,1",,,"MET088METAR VOBL 010030Z 03003KT 1500 R09L/2000 R27R/2000 BR SCT008 15/15 Q1020 TEMPO 0800 FG=",
"42705699999","2023-01-01T01:00:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","050,1,N,0015,1","00152,1,C,N","000800,1,9,9","+0150,1","+0150,1","99999,9","09,L,9999,9","07,1,+00152,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00152,1,99,9,99,9","10200,1,99999,9","44,1",,,"MET080METAR VOBL 010100Z 05003KT 0800 R09L/2000 R27R/2000 FG BKN005 15/15 Q1020 NOSIG=",
"42705699999","2023-01-01T01:30:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","070,1,N,0015,1","00152,1,C,N","000800,1,9,9","+0160,1","+0150,1","99999,9","09,L,9999,9","07,1,+00152,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00152,1,99,9,99,9","10200,1,99999,9","44,1",,,"MET080METAR VOBL 010130Z 07003KT 0800 R09L/2000 R27R/2000 FG BKN005 16/15 Q1020 NOSIG=",
"42705699999","2023-01-01T02:00:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","070,1,N,0015,1","00152,1,C,N","000800,1,9,9","+0160,1","+0150,1","99999,9","09,L,9999,9","07,1,+00152,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00152,1,99,9,99,9","10210,1,99999,9","44,1",,,"MET095METAR VOBL 010200Z 07003KT 0800 R09L/2000 R27R/2000 FG BKN005 16/15 Q1021 BECMG 1500 BR SCT008=",
"42705699999","2023-01-01T02:30:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","070,1,N,0015,1","00152,1,C,N","000800,1,9,9","+0170,1","+0170,1","99999,9","09,L,9999,9","07,1,+00152,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00152,1,99,9,99,9","10210,1,99999,9","44,1",,,"MET095METAR VOBL 010230Z 07003KT 0800 R09L/2000 R27R/2000 FG BKN005 17/17 Q1021 BECMG 1500 BR SCT008=",
"42705699999","2023-01-01T02:50:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-16","99999","V020","070,1,N,0015,1","99999,9,9,N","001500,1,9,9","+0190,1","+0190,1","99999,9","09,L,9999,9","04,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10220,1,99999,9","10,1",,,"MET088SPECI VOBL 010250Z 07003KT 1500 R09L/2000 R27R/2000 BR SCT008 19/19 Q1022 BECMG 3000 BR=",
"42705699999","2023-01-01T03:00:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","070,1,N,0015,1","99999,9,9,N","001500,1,9,9","+0190,1","+0190,1","99999,9","09,L,9999,9","04,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10220,1,99999,9","10,1",,,"MET088METAR VOBL 010300Z 07003KT 1500 R09L/2000 R27R/2000 BR SCT008 19/19 Q1022 BECMG 3000 BR=",
"42705699999","2023-01-01T03:30:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","070,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0210,1","+0190,1","99999,9",,"02,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10220,1,99999,9","10,1",,,"MET068METAR VOBL 010330Z 07003KT 2000 BR FEW008 21/19 Q1022 BECMG 3000 BR=",
"42705699999","2023-01-01T04:00:00","4","13.2","77.7","915.0","BANGALURU INTERNATIONAL AIRPORT, IN","FM-15","99999","V020","070,1,N,0026,1","99999,9,9,N","003000,1,9,9","+0230,1","+0180,1","99999,9",,"02,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10230,1,99999,9","05,1",,,"MET068METAR VOBL 010400Z 07005KT 3000 HZ FEW008 23/18 Q1023 BECMG 5000 HZ=",
