"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43303099999","2023-01-05T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0282,1","+0203,1","10131,1",,,,,,"04,1,+00800,1,08,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,09891,1","9,9,999,9,+014,1",,"SYN05843303 32596 60503 10282 20203 39891 40131 84830 333 58014=",
"43303099999","2023-01-05T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0272,1","+0188,1","10133,1",,,,,,"01,1,+00800,1,08,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,09892,1","9,9,999,9,+013,1",,"SYN06443303 32596 20502 10272 20188 39892 40133 81802 333 10291 58013=",
"43303099999","2023-01-06T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0218,1","+0203,1","10187,1",,"0,1,02,1","0,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0291,1","240,N,+0200,1","99999,9,09940,1","9,9,999,9,+017,1","05,1","SYN08643303 31995 10000 10218 20203 39940 40187 70500 80001 333 10291 20200 58017 555 10000=","Q01    003SCCGA1"
"43303099999","2023-01-06T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0266,1","+0202,1","10182,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09939,1","9,9,999,9,+024,1","05,1","SYN06443303 31596 20704 10266 20202 39939 40182 70500 82800 333 58024=",
"43303099999","2023-01-06T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","090,1,N,0031,1","99999,9,9,N","004000,1,9,9","+0290,1","+0188,1","10142,1",,,,,,"02,1,+00800,1,08,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09902,1","9,9,999,9,+011,1",,"SYN05843303 32596 70906 10290 20188 39902 40142 82870 333 58011=",
"43303099999","2023-01-06T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0026,1","22000,1,9,N","004000,1,9,9","+0270,1","+0200,1","10144,1",,,,,,"02,1,+02250,1,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,02250,1,99,9,99,9",,,"99999,9,09902,1","9,9,999,9,+010,1",,"SYN06443303 32896 30705 10270 20200 39902 40144 82032 333 10302 58010=",
"43303099999","2023-01-07T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0220,1","+0198,1","10181,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0302,1","240,N,+0199,1","99999,9,09934,1","9,9,999,9,-006,1","05,1","SYN08043303 31995 01401 10220 20198 39934 40181 70500 333 10302 20199 59006 555 10000=",
"43303099999","2023-01-07T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0276,1","+0203,1","10169,1",,,,,,"05,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00800,1,99,9,99,9",,,"99999,9,09927,1","9,9,999,9,-012,1",,"SYN05843303 32596 50902 10276 20203 39927 40169 85800 333 59012=",
"43303099999","2023-01-07T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0282,1","+0189,1","10132,1",,,,,,"04,1,+00800,1,08,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,09892,1","9,9,999,9,-010,1",,"SYN05843303 32596 50702 10282 20189 39892 40132 84830 333 59010=",
"43303099999","2023-01-07T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0010,1","22000,1,9,N","002000,1,9,9","+0270,1","+0196,1","10134,1",,"0,1,02,1","0,1,02,1",,,"01,1,+02250,1,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,02250,1,99,9,99,9",,,"99999,9,09892,1","9,9,999,9,-010,1","05,1","SYN07043303 31895 30702 10270 20196 39892 40134 70500 81031 333 10293 59010=",
"43303099999","2023-01-08T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0216,1","+0197,1","10167,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0293,1","240,N,+0201,1","99999,9,09921,1","9,9,999,9,-013,1","05,1","SYN08043303 31995 02902 10216 20197 39921 40167 70500 333 10293 20201 59013 555 10000=",
"43303099999","2023-01-08T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0266,1","+0199,1","10156,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09914,1","9,9,999,9,-013,1","05,1","SYN06443303 31596 20502 10266 20199 39914 40156 70500 82800 333 59013=",
"43303099999","2023-01-08T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0292,1","+0176,1","10118,1",,"0,1,02,1","0,1,02,1",,,"03,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,09879,1","9,9,999,9,-013,1","05,1","SYN06443303 31596 30703 10292 20176 39879 40118 70500 83800 333 59013=",
"43303099999","2023-01-08T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","090,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0272,1","+0188,1","10121,1",,"0,1,02,1","0,1,02,1",,,"01,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,09880,1","9,9,999,9,-012,1","05,1","SYN07043303 31596 10904 10272 20188 39880 40121 70500 81100 333 10298 59012=",
"43303099999","2023-01-09T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","000500,1,9,9","+0198,1","+0185,1","10190,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0298,1","240,N,+0177,1","99999,9,09941,1","9,9,999,9,+020,1","10,1","SYN08043303 31993 00501 10198 20185 39941 40190 71000 333 10298 20177 58020 555 10000=",
"43303099999","2023-01-09T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0276,1","+0151,1","10166,1",,,,,,,,,,,,,"99999,9,09925,1","9,9,999,9,+011,1",,"SYN05243303 32996 00702 10276 20151 39925 40166 333 58011=",
"43303099999","2023-01-09T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0282,1","+0159,1","10137,1",,,,,,"01,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,09897,1","9,9,999,9,+018,1",,"SYN05843303 32597 10703 10282 20159 39897 40137 81800 333 58018=",
"43303099999","2023-01-09T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","090,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0262,1","+0165,1","10141,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09899,1","9,9,999,9,+019,1",,"SYN06443303 32996 10903 10262 20165 39899 40141 80001 333 10293 58019=","Q01    003SCCGA1"
"43303099999","2023-01-10T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","999,9,V,0010,1","99999,9,9,N","002000,1,9,9","+0190,1","+0167,1","10185,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0293,1","240,N,+0166,1","99999,9,09935,1","9,9,999,9,-006,1","05,1","SYN08043303 31995 09902 10190 20167 39935 40185 70500 333 10293 20166 59006 555 10000=",
"43303099999","2023-01-10T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","090,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0278,1","+0170,1","10163,1",,,,,,"02,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09922,1","9,9,999,9,-003,1",,"SYN05843303 32596 20903 10278 20170 39922 40163 82800 333 59003=",
"43303099999","2023-01-10T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0284,1","+0166,1","10133,1",,,,,,"01,1,+00800,1,08,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,09893,1","9,9,999,9,-004,1",,"SYN05843303 32597 10702 10284 20166 39893 40133 81100 333 59004=",
"43303099999","2023-01-10T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","110,1,N,0026,1","22000,1,9,N","004000,1,9,9","+0266,1","+0162,1","10135,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09893,1","9,9,999,9,-006,1",,"SYN06443303 32996 11105 10266 20162 39893 40135 80001 333 10293 59006=","Q01    003SCCGA1"
"43303099999","2023-01-11T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","250,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0178,1","+0151,1","10165,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0293,1","240,N,+0158,1","99999,9,09916,1","9,9,999,9,-019,1","05,1","SYN08043303 31995 02503 10178 20151 39916 40165 70500 333 10293 20158 59019 555 10000=",
"43303099999","2023-01-11T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0264,1","+0144,1","10154,1",,,,,,,,,,,,,"99999,9,09912,1","9,9,999,9,-010,1",,"SYN05243303 32996 00502 10264 20144 39912 40154 333 59010=",
"43303099999","2023-01-11T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0292,1","+0156,1","10121,1",,,,,,,,,,,,,"99999,9,09882,1","9,9,999,9,-011,1",,"SYN05243303 32997 00702 10292 20156 39882 40121 333 59011=",
"43303099999","2023-01-11T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0274,1","+0176,1","10109,1",,,,,,,,,,,,,"99999,9,09869,1","9,9,999,9,-024,1",,"SYN05843303 32996 01102 10274 20176 39869 40109 333 10302 59024=",
"43303099999","2023-01-12T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","360,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0194,1","+0174,1","10155,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0302,1","240,N,+0165,1","99999,9,09908,1","9,9,999,9,-008,1","05,1","SYN08043303 31995 03601 10194 20174 39908 40155 70500 333 10302 20165 59008 555 10000=",
"43303099999","2023-01-12T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","360,1,N,0005,1","99999,9,9,N","004000,1,9,9","+0276,1","+0155,1","10137,1",,,,,,,,,,,,,"99999,9,09896,1","9,9,999,9,-016,1",,"SYN05243303 32996 03601 10276 20155 39896 40137 333 59016=",
"43303099999","2023-01-12T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0294,1","+0138,1","10098,1",,,,,,,,,,,,,"99999,9,09860,1","9,9,999,9,-022,1",,"SYN05243303 32997 00503 10294 20138 39860 40098 333 59022=",
"43303099999","2023-01-12T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","110,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0278,1","+0154,1","10097,1",,,,,,,,,,,,,"99999,9,09857,1","9,9,999,9,-012,1",,"SYN05843303 32997 01103 10278 20154 39857 40097 333 10303 59012=",
"43303099999","2023-01-13T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0192,1","+0169,1","10154,1",,"0,1,02,1","0,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0303,1","240,N,+0168,1","99999,9,09907,1","9,9,999,9,-001,1","05,1","SYN08643303 31995 30000 10192 20169 39907 40154 70500 80002 333 10303 20168 59001 555 10000=","Q01    003SCCGA1"
"43303099999","2023-01-13T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","004000,1,9,9","+0252,1","+0190,1","10147,1",,"0,1,02,1","0,1,02,1",,,"03,1,+00800,1,08,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,09905,1","9,9,999,9,+009,1","05,1","SYN06443303 31596 40501 10252 20190 39905 40147 70500 83802 333 58009=",
"43303099999","2023-01-13T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0286,1","+0160,1","10105,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09866,1","9,9,999,9,+006,1",,"SYN05843303 32997 50702 10286 20160 39866 40105 80001 333 58006=","Q01    003SCCGA1"
"43303099999","2023-01-13T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","090,1,N,0005,1","99999,9,9,N","004000,1,9,9","+0268,1","+0176,1","10109,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09869,1","9,9,999,9,+012,1",,"SYN06443303 32996 50901 10268 20176 39869 40109 80002 333 10289 58012=","Q01    003SCCGA1"
"43303099999","2023-01-14T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","999,9,V,0005,1","22000,1,9,N","001000,1,9,9","+0188,1","+0165,1","10158,1",,"0,1,02,1","0,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0289,1","240,N,+0165,1","99999,9,09910,1","9,9,999,9,+003,1","10,1","SYN08643303 31994 49901 10188 20165 39910 40158 71000 80002 333 10289 20165 58003 555 10000=","Q01    003SCCGA1"
"43303099999","2023-01-14T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","999,9,V,0005,1","99999,9,9,N","004000,1,9,9","+0262,1","+0173,1","10136,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09894,1","9,9,999,9,-011,1",,"SYN05843303 32996 59901 10262 20173 39894 40136 80002 333 59011=","Q01    003SCCGA1"
"43303099999","2023-01-14T09:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0290,1","+0145,1","10101,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09862,1","9,9,999,9,-004,1",,"SYN05843303 32997 50702 10290 20145 39862 40101 80002 333 59004=","Q01    003SCCGA1"
"43303099999","2023-01-14T12:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","090,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0280,1","+0153,1","10102,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09862,1","9,9,999,9,-007,1",,"SYN06443303 32996 50903 10280 20153 39862 40102 80002 333 10296 59007=","Q01    003SCCGA1"
"43303099999","2023-01-15T03:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","999,9,V,0005,1","99999,9,9,N","002000,1,9,9","+0182,1","+0162,1","10150,1",,"0,1,02,1","0,1,02,1",,,,,,,,"240,M,+0296,1","240,N,+0162,1","99999,9,09902,1","9,9,999,9,-008,1","05,1","SYN08043303 31995 09901 10182 20162 39902 40150 70500 333 10296 20162 59008 555 10000=",
"43303099999","2023-01-15T06:00:00","4","12.9166667","79.15","214.0","VELLORE, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","004000,1,9,9","+0256,1","+0169,1","10134,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09892,1","9,9,999,9,-002,1",,"SYN05843303 32996 10501 10256 20169 39892 40134 80002 333 59002=","Q01    003SCCGA1"
