"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"42176099999","2023-06-13T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0408,1","+0190,1","09926,1",,,,,,"02,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0410,1",,,"9,9,999,9,-008,1",,"SYN05842176 32996 22902 10408 20190 49926 82500 333 10410 59008=",
"42176099999","2023-06-14T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0332,1","+0214,1","09983,1",,,,,,,,,,"240,M,+0410,1","240,N,+0272,1",,"9,9,999,9,+004,1",,"SYN06842176 32996 02502 10332 20214 49983 333 10410 20272 58004 555 10007=",
"42176099999","2023-06-14T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0400,1","+0203,1","09942,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0402,1",,,"9,9,999,9,+015,1",,"SYN05842176 32996 52502 10400 20203 49942 85500 333 10402 58015=",
"42176099999","2023-06-15T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0372,1","+0199,1","09970,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0373,1",,,"9,9,999,9,+025,1",,"SYN05842176 32996 52902 10372 20199 49970 85500 333 10373 58025=",
"42176099999","2023-06-16T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0320,1","+0213,1","09990,1",,,,,,"04,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9","240,M,+0373,1","240,N,+0272,1",,"9,9,999,9,-010,1",,"SYN07442176 32996 42302 10320 20213 49990 84030 333 10373 20272 59010 555 10007=",
"42176099999","2023-06-16T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0354,1","+0227,1","09963,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0357,1",,,"9,9,999,9,-007,1",,"SYN05842176 32996 62702 10354 20227 49963 86030 333 10357 59007=",
"42176099999","2023-06-17T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0266,1","+0255,1","09999,1","24,0070,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0357,1","240,N,+0254,1",,"9,9,999,9,+006,1",,"SYN08642176 22996 73202 10266 20255 49999 87030 333 10357 20254 58006 6007/ 555 00068 10014=",
"42176099999","2023-06-17T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0358,1","+0235,1","09955,1","09,0002,3,1",,,,,"06,1,+00800,1,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,00800,1,99,9,99,9","240,M,+0364,1",,,"9,9,999,9,-008,1",,"SYN06442176 22596 61802 10358 20235 49955 86030 333 10364 59008 6992/=",
"42176099999","2023-06-18T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0296,1","+0260,1","09999,1","24,0004,3,1",,,,,"05,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0364,1","240,N,+0276,1",,"9,9,999,9,+002,1",,"SYN08642176 22996 73602 10296 20260 49999 85030 333 10364 20276 58002 6994/ 555 00004 10014=",
"42176099999","2023-06-18T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0358,1","+0239,1","09953,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0361,1",,,"9,9,999,9,-002,1",,"SYN05842176 32996 53202 10358 20239 49953 85500 333 10361 59002=",
"42176099999","2023-06-19T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0292,1","+0246,1","09983,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0361,1","240,N,+0278,1",,"9,9,999,9,-016,1",,"SYN07442176 32996 61402 10292 20246 49983 86030 333 10361 20278 59016 555 10014=",
"42176099999","2023-06-19T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0324,1","+0241,1","09952,1","09,0004,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0329,1",,,"9,9,999,9,-004,1",,"SYN06442176 22996 71102 10324 20241 49952 87030 333 10329 59004 6994/=",
"42176099999","2023-06-20T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0318,1","+0244,1","09980,1","24,0004,3,1",,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0329,1","240,N,+0272,1",,"9,9,999,9,-002,1",,"SYN08642176 22996 53202 10318 20244 49980 85500 333 10329 20272 59002 6994/ 555 00004 10015=",
"42176099999","2023-06-21T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0302,1","+0248,1","09997,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0383,1","240,N,+0284,1",,"9,9,999,9,+016,1",,"SYN07442176 32996 60902 10302 20248 49997 86030 333 10383 20284 58016 555 10015=",
"42176099999","2023-06-21T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0332,1","+0244,1","09955,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0338,1",,,"9,9,999,9,+006,1",,"SYN05842176 32996 62502 10332 20244 49955 86030 333 10338 58006=",
"42176099999","2023-06-22T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0312,1","+0259,1","09998,1",,,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0338,1","240,N,+0282,1",,"9,9,999,9,+002,1",,"SYN07442176 32996 71402 10312 20259 49998 87030 333 10338 20282 58002 555 10015=",
"42176099999","2023-06-22T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0382,1","+0248,1","09949,1","09,0020,3,1",,,,,,,,,"240,M,+0385,1",,,"9,9,999,9,-002,1",,"SYN05842176 22996 02902 10382 20248 49949 333 10385 59002 6002/=",
"42176099999","2023-06-23T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0320,1","+0252,1","09985,1","24,0020,3,1",,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0385,1","240,N,+0296,1",,"9,9,999,9,-013,1",,"SYN08642176 32996 62002 10320 20252 49985 86030 333 10385 20296 59013 6002/ 555 00016 10016=",
"42176099999","2023-06-23T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0378,1","+0268,1","09952,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0380,1",,,"9,9,999,9,+002,1",,"SYN05842176 32996 60502 10378 20268 49952 86030 333 10380 58002=",
"42176099999","2023-06-24T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0330,1","+0254,1","09985,1",,,,,,"04,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9","240,M,+0380,1","240,N,+0302,1",,"9,9,999,9,+001,1",,"SYN07442176 32996 42502 10330 20254 49985 84030 333 10380 20302 58001 555 10016=",
"42176099999","2023-06-24T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0360,1","+0251,1","09945,1",,,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0363,1",,,"9,9,999,9,-008,1",,"SYN05842176 32996 70902 10360 20251 49945 87030 333 10363 59008=",
"42176099999","2023-06-25T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0254,1","+0248,1","10001,1","24,0480,3,1","6,1,02,1","2,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0363,1","240,N,+0234,1",,"9,9,999,9,+011,1","60,1","SYN07642176 21596 70902 10254 20248 40001 76062 83520 333 10363 20234 58011 6048/=",
"42176099999","2023-06-25T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0278,1","+0252,1","09977,1","09,0470,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0281,1",,,"9,9,999,9,+024,1",,"SYN06442176 22996 70502 10278 20252 49977 87030 333 10281 58024 6047/=",
"42176099999","2023-06-26T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0314,1","+0268,1","09965,1","09,0310,3,1",,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0315,1",,,"9,9,999,9,+009,1",,"SYN06442176 22996 60502 10314 20268 49965 86030 333 10315 58009 6031/=",
"42176099999","2023-06-27T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0328,1","+0264,1","09961,1","09,0002,3,1",,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0333,1",,,"9,9,999,9,-003,1",,"SYN06442176 22996 60902 10328 20264 49961 86030 333 10333 59003 6992/=",
"42176099999","2023-06-28T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0284,1","+0256,1","10004,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0333,1","240,N,+0266,1",,"9,9,999,9,+011,1",,"SYN07442176 32996 53402 10284 20256 40004 85500 333 10333 20266 58011 555 10141=",
"42176099999","2023-06-28T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0290,1","+0265,1","09982,1","09,0000,9,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0310,1",,,"9,9,999,9,+016,1",,"SYN06442176 32996 71102 10290 20265 49982 87030 333 10310 58016 6990/=","Q01  00002PRCP09"
"42176099999","2023-06-29T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0306,1","+0270,1","10002,1","24,0000,9,1",,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0310,1","240,N,+0272,1",,"9,9,999,9,+000,1",,"SYN08042176 22996 60502 10306 20270 40002 86030 333 10310 20272 58000 6990/ 555 10141=","Q01  00002PRCP24"
"42176099999","2023-06-29T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0330,1","+0269,1","09957,1","09,0090,3,1",,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0332,1",,,"9,9,999,9,-036,1",,"SYN06442176 22996 60502 10330 20269 49957 86030 333 10332 59036 6009/=",
"42176099999","2023-06-30T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0272,1","+0255,1","09983,1","24,0110,3,1",,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0332,1","240,N,+0248,1",,"9,9,999,9,-021,1",,"SYN08642176 22996 63602 10272 20255 49983 86030 333 10332 20248 59021 6011/ 555 00110 10152=",
"42176099999","2023-06-30T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0340,1","+0268,1","09947,1",,,,,,"05,1,+00800,1,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0343,1",,,"9,9,999,9,-009,1",,"SYN05842176 32596 53202 10340 20268 49947 85500 333 10343 59009=",
"42176099999","2023-07-01T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0292,1","+0261,1","09984,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0343,1","240,N,+0264,1",,"9,9,999,9,+003,1",,"SYN07442176 32996 63602 10292 20261 49984 86030 333 10343 20264 58003 555 10152=",
"42176099999","2023-07-01T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0348,1","+0274,1","09959,1",,,,,,,,,,"240,M,+0352,1",,,"9,9,999,9,+013,1",,"SYN05242176 32996 00502 10348 20274 49959 333 10352 58013=",
"42176099999","2023-07-02T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0294,1","+0263,1","09997,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0352,1","240,N,+0268,1",,"9,9,999,9,+016,1",,"SYN07442176 32996 60202 10294 20263 49997 86030 333 10352 20268 58016 555 10152=",
"42176099999","2023-07-02T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0348,1","+0280,1","09962,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0352,1",,,"9,9,999,9,+003,1",,"SYN05842176 32996 63602 10348 20280 49962 86030 333 10352 58003=",
"42176099999","2023-07-03T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0368,1","+0271,1","09944,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0370,1",,,"9,9,999,9,-017,1",,"SYN05842176 32996 61102 10368 20271 49944 86030 333 10370 59017=",
"42176099999","2023-07-04T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0320,1","+0288,1","09965,1",,,,,,"02,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0370,1","240,N,+0296,1",,"9,9,999,9,-025,1",,"SYN07442176 32996 21102 10320 20288 49965 82500 333 10370 20296 59025 555 10152=",
"42176099999","2023-07-04T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0276,1","+0262,1","09948,1","09,0490,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0346,1",,,"9,9,999,9,-003,1",,"SYN06442176 22996 70502 10276 20262 49948 87030 333 10346 59003 6049/=",
"42176099999","2023-07-05T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0300,1","+0292,1","09972,1","24,0490,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0346,1","240,N,+0226,1",,"9,9,999,9,+004,1",,"SYN08642176 22996 71402 10300 20292 49972 87030 333 10346 20226 58004 6049/ 555 00488 10201=",
"42176099999","2023-07-05T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0290,1","+0282,1","09953,1",,,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0313,1",,,"9,9,999,9,+006,1",,"SYN05842176 32996 73602 10290 20282 49953 87030 333 10313 58006=",
"42176099999","2023-07-06T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0300,1","+0289,1","09979,1","09,0010,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0323,1",,,"9,9,999,9,+026,1",,"SYN06442176 22996 71402 10300 20289 49979 87030 333 10323 58026 6001/=",
"42176099999","2023-07-07T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0280,1","+0266,1","10003,1","24,0010,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0323,1","240,N,+0270,1",,"9,9,999,9,+016,1",,"SYN08642176 22996 73202 10280 20266 40003 87030 333 10323 20270 58016 6001/ 555 00012 10202=",
"42176099999","2023-07-07T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0326,1","+0288,1","09968,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0330,1",,,"9,9,999,9,-008,1",,"SYN05842176 32996 60202 10326 20288 49968 86030 333 10330 59008=",
"42176099999","2023-07-08T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0282,1","+0276,1","10003,1","24,0010,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0330,1","240,N,+0258,1",,"9,9,999,9,+001,1",,"SYN08642176 22996 70902 10282 20276 40003 87030 333 10330 20258 58001 6001/ 555 00010 10203=",
"42176099999","2023-07-08T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0270,1","+0264,1","09980,1","09,0120,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0289,1",,,"9,9,999,9,+006,1",,"SYN06442176 22996 70502 10270 20264 49980 87030 333 10289 58006 6012/=",
"42176099999","2023-07-09T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0280,1","+0269,1","09990,1","24,0140,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0289,1","240,N,+0264,1",,"9,9,999,9,-015,1",,"SYN08642176 22996 71402 10280 20269 49990 87030 333 10289 20264 59015 6014/ 555 00142 10218=",
"42176099999","2023-07-09T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0272,1","+0264,1","09980,1","09,0070,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0288,1",,,"9,9,999,9,+001,1",,"SYN06442176 22996 71102 10272 20264 49980 87030 333 10288 58001 6007/=",
"42176099999","2023-07-10T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0278,1","+0269,1","09994,1","24,0080,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0288,1","240,N,+0258,1",,"9,9,999,9,+004,1",,"SYN08642176 22996 73402 10278 20269 49994 87030 333 10288 20258 58004 6008/ 555 00078 10225=",
"42176099999","2023-07-11T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0340,1","+0283,1","09974,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0344,1",,,"9,9,999,9,-002,1",,"SYN05842176 32996 53202 10340 20283 49974 85500 333 10344 59002=",
"42176099999","2023-07-12T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0298,1","+0270,1","09991,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0344,1","240,N,+0278,1",,"9,9,999,9,-009,1",,"SYN07442176 32996 60502 10298 20270 49991 86030 333 10344 20278 59009 555 10230=",
"42176099999","2023-07-12T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0330,1","+0287,1","09966,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0339,1",,,"9,9,999,9,-008,1",,"SYN05842176 32996 50502 10330 20287 49966 85500 333 10339 59008=",
"42176099999","2023-07-13T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0298,1","+0270,1","09992,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0339,1","240,N,+0268,1",,"9,9,999,9,+002,1",,"SYN07442176 32996 60502 10298 20270 49992 86030 333 10339 20268 58002 555 10230=",
"42176099999","2023-07-13T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0338,1","+0284,1","09969,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0341,1",,,"9,9,999,9,+004,1",,"SYN05842176 32996 50502 10338 20284 49969 85500 333 10341 58004=",
"42176099999","2023-07-14T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0280,1","+0274,1","10006,1","24,0150,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0341,1","240,N,+0248,1",,"9,9,999,9,+012,1",,"SYN08642176 22996 71402 10280 20274 40006 87030 333 10341 20248 58012 6015/ 555 00152 10246=",
"42176099999","2023-07-14T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0340,1","+0230,1","09970,1",,,,,,"05,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0342,1",,,"9,9,999,9,+000,1",,"SYN05842176 32996 53602 10340 20230 49970 85500 333 10342 58000=",
"42176099999","2023-07-16T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0258,1","+0255,1","10005,1","24,0310,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0299,1","240,N,+0248,1",,"9,9,999,9,+006,1",,"SYN08642176 22996 71402 10258 20255 40005 87030 333 10299 20248 58006 6031/ 555 00312 10278=",
