"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","ME1","MW1","REM","EQD"
"43278099999","2023-01-06T03:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0272,1","+0209,1","10179,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0304,1","240,N,+0255,1","99999,9,10172,1","9,9,999,9,+016,1",,,"SYN08043278 32597 50503 10272 20209 30172 40179 83431 333 10304 20255 58016 555 10000=",
"43278099999","2023-01-06T06:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0021,1","22000,1,9,N","010000,1,9,9","+0296,1","+0219,1","10181,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10174,1","9,9,999,9,+017,1",,,"SYN05843278 32597 40504 10296 20219 30174 40181 83501 333 58017=",
"43278099999","2023-01-06T09:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","020,1,N,0031,1","99999,9,9,N","010000,1,9,9","+0294,1","+9999,9","10156,1",,,,,,"04,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,10149,1","9,9,999,9,+017,1",,,"SYN05843278 32597 60206 10294 20/// 30149 40156 84531 333 58017=",
"43278099999","2023-01-06T12:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0031,1","99999,9,9,N","010000,1,9,9","+0270,1","+0210,1","10152,1",,,,,,"04,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,10145,1","9,9,999,9,+011,1",,,"SYN06443278 32597 50506 10270 20210 30145 40152 84501 333 10298 58011=",
"43278099999","2023-01-06T15:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0262,1","+0211,1","10170,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10163,1","9,9,999,9,+007,1",,,"SYN05843278 32596 40502 10262 20211 30163 40170 81571 333 58007=",
"43278099999","2023-01-07T00:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0250,1","+0214,1","10150,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10143,1","9,9,999,9,+002,1",,,"SYN05843278 32596 60502 10250 20214 30143 40150 82531 333 58002=",
"43278099999","2023-01-07T03:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0250,1","+0226,1","10168,1","24,0004,3,1","6,1,02,1","2,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0298,1","240,N,+0239,1","99999,9,10161,1","9,9,999,9,-011,1",,"02,1","SYN09843278 21597 63204 10250 20226 30161 40168 70262 83531 333 10298 20239 59011 6994/ 555 00004 10000=",
"43278099999","2023-01-07T06:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0026,1","99999,9,9,N","010000,1,9,9","+0274,1","+0221,1","10168,1","03,0001,3,1","5,1,02,1","2,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10161,1","9,9,999,9,-013,1",,"02,1","SYN07043278 21597 80505 10274 20221 30161 40168 70252 8357/ 333 59013 6991/=",
"43278099999","2023-01-07T09:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","020,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0286,1","+0214,1","10143,1","06,0001,3,1",,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10136,1","9,9,999,9,-013,1",,,"SYN06443278 22596 40204 10286 20214 30136 40143 82531 333 59013 6991/=",
"43278099999","2023-01-07T12:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0270,1","+0218,1","10142,1","09,0001,3,1","0,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,04,1",,,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10135,1","9,9,999,9,-010,1",,"05,1","SYN07643278 21596 40503 10270 20218 30135 40142 70500 82510 333 10296 59010 6991/=",
"43278099999","2023-01-07T15:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","360,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0254,1","+0218,1","10156,1","12,0001,3,1","0,1,02,1","0,1,02,1",,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10149,1","9,9,999,9,-014,1",,"10,1","SYN07043278 21596 33602 10254 20218 30149 40156 71000 81501 333 59014 6991/=",
"43278099999","2023-01-08T00:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0230,1","+0209,1","10140,1","21,0001,3,1","0,1,02,1","0,1,02,1",,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10133,1","9,9,999,9,-010,1",,"10,1","SYN07043278 21596 30000 10230 20209 30133 40140 71000 81501 333 59010 6991/=",
"43278099999","2023-01-08T03:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0245,1","+0229,1","10161,1","24,0001,3,1","0,1,02,1","0,1,02,1",,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0296,1","240,N,+0227,1","99999,9,10154,1","9,9,999,9,-007,1",,"10,1","SYN09843278 21596 20000 10245 20229 30154 40161 71000 81501 333 10296 20227 59007 6991/ 555 00001 10001=",
"43278099999","2023-01-08T06:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","020,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0271,1","+0212,1","10160,1",,"2,1,02,1","2,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,04,1",,,"9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10153,1","9,9,999,9,-008,1",,"05,1","SYN06443278 31596 70203 10271 20212 30153 40160 70522 83510 333 59008=",
"43278099999","2023-01-08T09:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0270,1","+0203,1","10137,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10130,1","9,9,999,9,-006,1",,,"SYN05843278 32597 80503 10270 20203 30130 40137 8357/ 333 59006=",
"43278099999","2023-01-08T12:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0260,1","+0192,1","10139,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10132,1","9,9,999,9,-003,1",,,"SYN06443278 32596 60502 10260 20192 30132 40139 82570 333 10281 59003=",
"43278099999","2023-01-08T15:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","050,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0248,1","+0182,1","10153,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10146,1","9,9,999,9,-003,1",,,"SYN05843278 32596 40503 10248 20182 30146 40153 82501 333 59003=",
"43278099999","2023-01-09T00:00:00","4","13.0666666","80.2","7.0","NUMGAMBAKKAM, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0204,1","+0182,1","10153,1",,"1,1,02,1","1,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10146,1","9,9,999,9,+013,1",,"10,1","SYN06443278 31596 43202 10204 20182 30146 40153 71011 82501 333 58013=",
