"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AW1","AW2","GA1","GA2","GA3","GA4","GE1","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"43302599999","2023-03-29T05:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","190,1,N,0021,1","22000,1,9,N","006000,1,9,9","+0290,1","+0200,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10180,1,99999,9",,,,"MET054METAR VOBG 290500Z 19004KT 6000 NSC 29/20 Q1018 NOSIG=",
"43302599999","2023-03-29T05:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","220,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0300,1","+0190,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10180,1,99999,9",,,,"MET054METAR VOBG 290530Z 22006KT 6000 NSC 30/19 Q1018 NOSIG=",
"43302599999","2023-03-29T06:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","006000,1,9,9","+0300,1","+0190,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET057METAR VOBG 290600Z VRB02KT 6000 SCT012 30/19 Q1017 NOSIG=",
"43302599999","2023-03-29T06:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","140,1,N,0021,1","00549,1,C,N","006000,1,9,9","+0310,1","+0180,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 290630Z 14004KT 6000 SCT012 SCT018 31/18 Q1017 NOSIG=",
"43302599999","2023-03-29T07:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","00549,1,C,N","006000,1,9,9","+0320,1","+0170,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 290700Z VRB02KT 6000 SCT012 SCT018 32/17 Q1016 NOSIG=",
"43302599999","2023-03-29T07:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","00549,1,C,N","006000,1,9,9","+0320,1","+0180,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 290730Z VRB02KT 6000 SCT012 SCT018 32/18 Q1015 NOSIG=",
"43302599999","2023-03-29T08:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","180,1,N,0026,1","00549,1,C,N","006000,1,9,9","+0320,1","+0170,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET064METAR VOBG 290800Z 18005KT 6000 SCT012 SCT018 32/17 Q1014 NOSIG=",
"43302599999","2023-03-29T08:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","180,1,N,0031,1","00549,1,C,N","006000,1,9,9","+0320,1","+0170,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET064METAR VOBG 290830Z 18006KT 6000 SCT012 SCT018 32/17 Q1014 NOSIG=",
"43302599999","2023-03-29T09:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","200,1,N,0036,1","00549,1,C,N","006000,1,9,9","+0320,1","+0180,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET064METAR VOBG 290900Z 20007KT 6000 SCT012 SCT018 32/18 Q1014 NOSIG=",
"43302599999","2023-03-29T09:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","110,1,N,0031,1","00549,1,C,N","008000,1,9,9","+0320,1","+0170,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET064METAR VOBG 290930Z 11006KT 8000 SCT012 SCT018 32/17 Q1014 NOSIG=",
"43302599999","2023-03-29T10:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","180,1,N,0031,1","00549,1,C,N","008000,1,9,9","+0320,1","+0170,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET064METAR VOBG 291000Z 18006KT 8000 SCT012 SCT018 32/17 Q1013 NOSIG=",
"43302599999","2023-03-29T10:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","130,1,N,0026,1","00549,1,C,N","008000,1,9,9","+0320,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET064METAR VOBG 291030Z 13005KT 8000 SCT012 SCT018 32/16 Q1013 NOSIG=",
"43302599999","2023-03-29T11:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","120,1,N,0031,1","00549,1,C,N","008000,1,9,9","+0320,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9","04,1,+00549,1,99,9","02,1,+00762,1,09,1",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET073METAR VOBG 291100Z 12006KT 8000 SCT012 SCT018 FEW025CB 32/16 Q1013 NOSIG=",
"43302599999","2023-03-29T11:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","110,1,N,0021,1","00549,1,C,N","008000,1,9,9","+0310,1","+0160,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+00549,1,99,9","02,1,+00762,1,09,1",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET073METAR VOBG 291130Z 11004KT 8000 FEW012 SCT018 FEW025CB 31/16 Q1013 NOSIG=",
"43302599999","2023-03-29T12:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","190,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0300,1","+0170,1","99999,9",,,"04,1,+00366,1,99,9","02,1,+00762,1,09,1","04,1,+02438,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET073METAR VOBG 291200Z 19004KT 8000 SCT012 FEW025CB SCT080 30/17 Q1013 NOSIG=",
"43302599999","2023-03-29T13:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","260,1,N,0036,1","99999,9,9,N","006000,1,9,9","+0270,1","+0180,1","99999,9",,,"04,1,+00366,1,99,9","02,1,+00762,1,09,1","04,1,+02438,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET073METAR VOBG 291300Z 26007KT 6000 SCT012 FEW025CB SCT080 27/18 Q1014 NOSIG=",
"43302599999","2023-03-29T14:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","220,1,N,0015,1","02438,1,9,N","006000,1,9,9","+0280,1","+0180,1","99999,9",,,"04,1,+00366,1,99,9","02,1,+00762,1,09,1","07,1,+02438,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET073METAR VOBG 291400Z 22003KT 6000 SCT012 FEW025CB BKN080 28/18 Q1015 NOSIG=",
"43302599999","2023-03-29T15:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","360,1,N,0041,1","02438,1,9,N","003000,1,9,9","+0240,1","+0180,1","99999,9",,,"04,1,+00366,1,99,9","02,1,+00762,1,09,1","07,1,+02438,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10170,1,99999,9","95,1",,,"MET082METAR COR VOBG 291500Z 36008KT 3000 TSRA SCT012 FEW025CB BKN080 24/18 Q1017 NOSIG=",
"43302599999","2023-03-29T16:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","020,1,N,0015,1","02438,1,9,N","006000,1,9,9","+0230,1","+0210,1","99999,9",,,"04,1,+00366,1,99,9","07,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 291600Z 02003KT 6000 SCT012 BKN080 23/21 Q1017 NOSIG=",
"43302599999","2023-03-29T17:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,C,0000,1","02438,1,9,N","006000,1,9,9","+0240,1","+0220,1","99999,9",,,"04,1,+00366,1,99,9","07,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 291700Z 00000KT 6000 SCT012 BKN080 24/22 Q1017 NOSIG=",
"43302599999","2023-03-29T18:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,C,0000,1","02438,1,9,N","006000,1,9,9","+0240,1","+0220,1","99999,9",,,"04,1,+00366,1,99,9","07,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 291800Z 00000KT 6000 SCT012 BKN080 24/22 Q1017 NOSIG=",
"43302599999","2023-03-30T00:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","230,1,N,0021,1","02438,1,9,N","006000,1,9,9","+0230,1","+0200,1","99999,9",,,"04,1,+00366,1,99,9","07,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 300000Z 23004KT 6000 SCT012 BKN080 23/20 Q1015 NOSIG=",
"43302599999","2023-03-30T00:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","240,1,N,0021,1","02438,1,C,N","006000,1,9,9","+0220,1","+0190,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 300030Z 24004KT 6000 FEW012 SCT080 22/19 Q1016 NOSIG=",
"43302599999","2023-03-30T01:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","250,1,N,0021,1","02438,1,C,N","006000,1,9,9","+0210,1","+0190,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 300100Z 25004KT 6000 FEW012 SCT080 21/19 Q1016 NOSIG=",
"43302599999","2023-03-30T01:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","230,1,N,0021,1","02438,1,C,N","006000,1,9,9","+0220,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 300130Z 23004KT 6000 FEW012 SCT080 22/20 Q1016 NOSIG=",
"43302599999","2023-03-30T02:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","240,1,N,0015,1","02438,1,C,N","006000,1,9,9","+0230,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 300200Z 24003KT 6000 FEW012 SCT080 23/20 Q1016 NOSIG=",
"43302599999","2023-03-30T03:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","240,1,N,0021,1","02438,1,C,N","006000,1,9,9","+0250,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 300300Z 24004KT 6000 FEW012 SCT080 25/20 Q1017 NOSIG=",
"43302599999","2023-03-30T03:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","230,1,N,0021,1","02438,1,C,N","006000,1,9,9","+0260,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10180,1,99999,9",,,,"MET064METAR VOBG 300330Z 23004KT 6000 FEW012 SCT080 26/20 Q1018 NOSIG=",
"43302599999","2023-03-30T04:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","250,1,N,0031,1","02438,1,C,N","006000,1,9,9","+0280,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10180,1,99999,9",,,,"MET064METAR VOBG 300400Z 25006KT 6000 FEW012 SCT080 28/20 Q1018 NOSIG=",
"43302599999","2023-03-30T04:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","270,1,N,0036,1","02438,1,C,N","006000,1,9,9","+0290,1","+0190,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10180,1,99999,9",,,,"MET064METAR VOBG 300430Z 27007KT 6000 FEW012 SCT080 29/19 Q1018 NOSIG=",
"43302599999","2023-03-30T05:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","280,1,N,0046,1","02438,1,C,N","006000,1,9,9","+0300,1","+0180,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 300500Z 28009KT 6000 FEW012 SCT080 30/18 Q1017 NOSIG=",
"43302599999","2023-03-30T05:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","290,1,N,0036,1","02438,1,C,N","006000,1,9,9","+0300,1","+0170,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 300530Z 29007KT 6000 FEW012 SCT080 30/17 Q1017 NOSIG=",
"43302599999","2023-03-30T06:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","270,1,N,0021,1","02438,1,C,N","008000,1,9,9","+0300,1","+0170,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 300600Z 27004KT 8000 FEW012 SCT080 30/17 Q1017 NOSIG=",
"43302599999","2023-03-30T06:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","250,1,N,0015,1","02438,1,C,N","008000,1,9,9","+0300,1","+0170,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 300630Z 25003KT 8000 FEW012 SCT080 30/17 Q1016 NOSIG=",
"43302599999","2023-03-30T07:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","230,1,N,0015,1","02438,1,C,N","008000,1,9,9","+0310,1","+0170,1","99999,9",,,"02,1,+00366,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 300700Z 23003KT 8000 FEW012 SCT080 31/17 Q1015 NOSIG=",
"43302599999","2023-03-30T07:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","210,1,N,0036,1","99999,9,9,N","008000,1,9,9","+0310,1","+0160,1","99999,9",,,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET057METAR VOBG 300730Z 21007KT 8000 FEW012 31/16 Q1015 NOSIG=",
"43302599999","2023-03-30T08:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","240,1,N,0041,1","99999,9,9,N","008000,1,9,9","+0310,1","+0160,1","99999,9",,,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET057METAR VOBG 300800Z 24008KT 8000 FEW012 31/16 Q1014 NOSIG=",
"43302599999","2023-03-30T08:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","040,1,N,0036,1","99999,9,9,N","008000,1,9,9","+0330,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET057METAR VOBG 300830Z 04007KT 8000 SCT012 33/16 Q1013 NOSIG=",
"43302599999","2023-03-30T09:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","360,1,N,0036,1","99999,9,9,N","008000,1,9,9","+0330,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET057METAR VOBG 300900Z 36007KT 8000 SCT012 33/16 Q1013 NOSIG=",
"43302599999","2023-03-30T09:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","360,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0310,1","+0150,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10120,1,99999,9",,,,"MET057METAR VOBG 300930Z 36004KT 8000 SCT012 31/15 Q1012 NOSIG=",
"43302599999","2023-03-30T10:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","340,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0320,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10120,1,99999,9",,,,"MET057METAR VOBG 301000Z 34004KT 8000 SCT012 32/16 Q1012 NOSIG=",
"43302599999","2023-03-30T10:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","330,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0310,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10120,1,99999,9",,,,"MET057METAR VOBG 301030Z 33004KT 8000 SCT012 31/16 Q1012 NOSIG=",
"43302599999","2023-03-30T11:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","008000,1,9,9","+0310,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10120,1,99999,9",,,,"MET057METAR VOBG 301100Z VRB02KT 8000 SCT012 31/16 Q1012 NOSIG=",
"43302599999","2023-03-30T11:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","310,1,N,0031,1","99999,9,9,N","008000,1,9,9","+0300,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10120,1,99999,9",,,,"MET057METAR VOBG 301130Z 31006KT 8000 SCT012 30/16 Q1012 NOSIG=",
"43302599999","2023-03-30T12:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","006000,1,9,9","+0310,1","+0160,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10120,1,99999,9",,,,"MET057METAR VOBG 301200Z VRB02KT 6000 SCT012 31/16 Q1012 NOSIG=",
"43302599999","2023-03-30T13:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","130,1,N,0041,1","99999,9,9,N","006000,1,9,9","+0280,1","+0180,1","99999,9",,,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10130,1,99999,9",,,,"MET057METAR VOBG 301300Z 13008KT 6000 SCT012 28/18 Q1013 NOSIG=",
"43302599999","2023-03-30T18:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","120,1,N,0041,1","00366,1,C,N","006000,1,9,9","+0230,1","+0190,1","99999,9",,,"04,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 301800Z 12008KT 6000 SCT008 SCT012 23/19 Q1016 NOSIG=",
"43302599999","2023-03-31T00:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","220,1,N,0026,1","99999,9,9,N","006000,1,9,9","+0220,1","+0190,1","99999,9",,,"02,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10140,1,99999,9",,,,"MET057METAR VOBG 310000Z 22005KT 6000 FEW008 22/19 Q1014 NOSIG=",
"43302599999","2023-03-31T00:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","240,1,N,0026,1","00366,1,C,N","006000,1,9,9","+0220,1","+0180,1","99999,9",,,"02,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10140,1,99999,9",,,,"MET064METAR VOBG 310030Z 24005KT 6000 FEW008 SCT012 22/18 Q1014 NOSIG=",
"43302599999","2023-03-31T01:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","220,1,N,0026,1","00366,1,C,N","006000,1,9,9","+0220,1","+0180,1","99999,9",,,"02,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 310100Z 22005KT 6000 FEW008 SCT012 22/18 Q1015 NOSIG=",
"43302599999","2023-03-31T01:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","220,1,N,0026,1","00366,1,C,N","006000,1,9,9","+0220,1","+0180,1","99999,9",,,"02,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 310130Z 22005KT 6000 FEW008 SCT012 22/18 Q1015 NOSIG=",
"43302599999","2023-03-31T02:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","260,1,N,0015,1","99999,9,9,N","006000,1,9,9","+0240,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET057METAR VOBG 310200Z 26003KT 6000 FEW012 24/20 Q1016 NOSIG=",
"43302599999","2023-03-31T02:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","240,1,N,0021,1","99999,9,9,N","006000,1,9,9","+0250,1","+0190,1","99999,9",,,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET057METAR VOBG 310230Z 24004KT 6000 FEW012 25/19 Q1016 NOSIG=",
"43302599999","2023-03-31T03:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","230,1,N,0036,1","99999,9,9,N","006000,1,9,9","+0260,1","+0190,1","99999,9",,,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET057METAR VOBG 310300Z 23007KT 6000 FEW012 26/19 Q1016 NOSIG=",
"43302599999","2023-03-31T03:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","250,1,N,0031,1","99999,9,9,N","006000,1,9,9","+0260,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET057METAR VOBG 310330Z 25006KT 6000 FEW012 26/20 Q1017 NOSIG=",
"43302599999","2023-03-31T04:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","210,1,N,0036,1","99999,9,9,N","006000,1,9,9","+0270,1","+0200,1","99999,9",,,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET057METAR VOBG 310400Z 21007KT 6000 FEW012 27/20 Q1017 NOSIG=",
"43302599999","2023-03-31T04:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","250,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0280,1","+0200,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10170,1,99999,9",,,,"MET054METAR VOBG 310430Z 25006KT 6000 NSC 28/20 Q1017 NOSIG=",
"43302599999","2023-03-31T05:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","240,1,N,0021,1","22000,1,9,N","006000,1,9,9","+0290,1","+0200,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10170,1,99999,9",,,,"MET054METAR VOBG 310500Z 24004KT 6000 NSC 29/20 Q1017 NOSIG=",
