station_id,station_name,state,district,climate_zone,cluster,evaluation_role,latitude,longitude,elevation_m,icao,wmo_id,wigos_id,is_benchmark,is_active_2024_plus,is_active_2020_plus,BEGIN,END
55D6A0D6,MAJHOULI,HIMACHAL_PRADESH,SOLAN,Northern Himalayas,northern_himalayas,all_india_network,31.02,76.64,1600.0,,,,0,1,1,20200101,20260925
55D6BD72,BARARA,HARYANA,AMBALA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,30.2,77.03,160.0,,,,0,1,1,20200101,20260925
55D6CBE2,PEHOWA,HARYANA,KURUKSHETRA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,29.98,76.57,160.0,,,,0,1,1,20200101,20260925
55D77444,SIWANI,HARYANA,BHIWANI,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,28.92,75.61,160.0,,,,0,1,1,20200101,20260925
55D77A96,TOHANA,HARYANA,FATEHABAD,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,29.72,75.89,160.0,,,,0,1,1,20200101,20260925
55D78A12,DABWALI,HARYANA,SIRSA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,29.95,74.69,160.0,,,,0,1,1,20200101,20260925
55D797B6,ELLANABAD,HARYANA,SIRSA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,29.43,74.69,160.0,,,,0,1,1,20200101,20260925
55D7A22C,CHACCHRAULI,HARYANA,YAMUNANAGAR,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,30.24,77.35,160.0,,,,0,1,1,20200101,20260925
55D7C7CA,NIRMAL,TELANGANA,NIRMAL,Deccan Plateau,deccan_plateau,all_india_network,19.09,78.34,550.0,,,,0,1,1,20200101,20260925
55D7E126,ASIFABAD,TELANGANA,KUMURAM_BHEEM_ASIFABAD,Deccan Plateau,deccan_plateau,all_india_network,19.3544,79.2839,550.0,,,,0,1,1,20200101,20260925
55D7EFF4,BHADERWAH,JAMMU_AND_KASHMIR,DODA,Northern Himalayas,northern_himalayas,all_india_network,32.95,75.72,1600.0,,,,0,1,1,20200101,20260925
55D7F250,KATHUA,JAMMU_AND_KASHMIR,KATHUA,Northern Himalayas,northern_himalayas,all_india_network,32.38,75.52,1600.0,,,,0,1,1,20200101,20260925
55D7FC82,RAJOURI_ARG,JAMMU_AND_KASHMIR,RAJOURI,Northern Himalayas,northern_himalayas,all_india_network,33.39,74.34,1600.0,,,,0,1,1,20200101,20260925
55D80446,ZAINAPORA,JAMMU_AND_KASHMIR,SHOPIAN,Northern Himalayas,northern_himalayas,all_india_network,33.78,75.0,1600.0,,,,0,1,1,20200101,20260925
55D80A94,LARNOO,JAMMU_AND_KASHMIR,ANANTNAG,Northern Himalayas,northern_himalayas,all_india_network,33.62,75.38,1600.0,,,,0,1,1,20200101,20260925
55D81730,KHUDWANI,JAMMU_AND_KASHMIR,ANANTNAG,Northern Himalayas,northern_himalayas,all_india_network,33.72,75.09,1600.0,,,,0,1,1,20200101,20260925
55D819E2,TRAL,JAMMU_AND_KASHMIR,PULWAMA,Northern Himalayas,northern_himalayas,all_india_network,33.93,75.11,1600.0,,,,0,1,1,20200101,20260925
55D822AA,BANDIPORA,JAMMU_AND_KASHMIR,BANDIPORA,Northern Himalayas,northern_himalayas,all_india_network,34.2733,74.59,1600.0,,,,0,1,1,20200101,20260925
55D82C78,PERNEM,GOA,NORTH_GOA,Coastal Plains,coastal_plains,all_india_network,15.71,73.79,30.0,,,,0,1,1,20200101,20260925
55D8543A,MORSHI,MAHARASHTRA,AMRAVATI,Deccan Plateau,deccan_plateau,all_india_network,21.2833,78.01,550.0,,,,0,1,1,20200101,20260925
55D86F72,HIWARA,MAHARASHTRA,BULDHANA,Deccan Plateau,deccan_plateau,all_india_network,20.14,76.29,550.0,,,,0,1,1,20200101,20260925
55D872D6,SHEGAON,MAHARASHTRA,BULDHANA,Deccan Plateau,deccan_plateau,all_india_network,20.48,76.41,550.0,,,,0,1,1,20200101,20260925
55D8FA10,TADIPATRI,ANDHRA_PRADESH,ANANTAPUR,Coastal Plains,coastal_plains,all_india_network,14.9,77.99,30.0,,,,0,1,1,20200101,20260925
55D906BC,GOLKONDA,TELANGANA,HYDERABAD,Deccan Plateau,deccan_plateau,all_india_network,17.38,78.4,550.0,,,,0,1,1,20200101,20260925
55D92050,ALIPORE,WEST_BENGAL,SOUTH_TWENTY_FOUR_PARGANAS,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,22.5358,88.33,160.0,,,,0,1,1,20200101,20260925
55D92E82,ITAHAR,WEST_BENGAL,NORTH_DINAJPUR,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,25.7528,88.14,160.0,,,,0,1,1,20200101,20260925
55D93326,SURAJPUR,CHHATTISGARH,SURAJPUR,Central Plateau,central_plateau,all_india_network,23.2125,82.8714,380.0,,,,0,1,1,20200101,20260925
55D945B6,MUNGELI,CHHATTISGARH,MUNGELI,Central Plateau,central_plateau,all_india_network,22.1012,81.7505,380.0,,,,0,1,1,20200101,20260925
55D94B64,LORMI,CHHATTISGARH,MUNGELI,Central Plateau,central_plateau,all_india_network,22.2711,81.6869,380.0,,,,0,1,1,20200101,20260925
55D9635A,SONAMUKHI,WEST_BENGAL,BANKURA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,23.4964,87.4131,160.0,,,,0,1,1,20200101,20260925
55D96D88,NAGRI,CHHATTISGARH,DHAMTARI,Central Plateau,central_plateau,all_india_network,20.3509,81.9563,380.0,,,,0,1,1,20200101,20260925
55D97EFE,BEMETARA_DURG,CHHATTISGARH,BEMETARA,Central Plateau,central_plateau,all_india_network,21.7189,81.5365,380.0,,,,0,1,1,20200101,20260925
55D99D0C,SAKTI,CHHATTISGARH,JANJGIR_CHAMPA,Central Plateau,central_plateau,all_india_network,22.0242,82.9583,380.0,,,,0,1,1,20200101,20260925
55D9A644,NAWAGARH,CHHATTISGARH,JANJGIR_CHAMPA,Central Plateau,central_plateau,all_india_network,21.8339,82.6411,380.0,,,,0,1,1,20200101,20260925
55D9A896,PATHALGAON,CHHATTISGARH,JASHPUR,Central Plateau,central_plateau,all_india_network,22.55,83.48,380.0,,,,0,1,1,20200101,20260925
55D9B532,BAGICHA,CHHATTISGARH,JASHPUR,Central Plateau,central_plateau,all_india_network,22.9656,83.6425,380.0,,,,0,1,1,20200101,20260925
55D9CD70,KATGHORA,CHHATTISGARH,KORBA,Central Plateau,central_plateau,all_india_network,22.5043,82.556,380.0,,,,0,1,1,20200101,20260925
55D9D0D4,JANAKPUR,CHHATTISGARH,KORIYA,Central Plateau,central_plateau,all_india_network,23.72,81.78,380.0,,,,0,1,1,20200101,20260925
55D9DE06,SONHAT,CHHATTISGARH,KORIYA,Central Plateau,central_plateau,all_india_network,23.48,82.52,380.0,,,,0,1,1,20200101,20260925
55D9E54E,CHILPI,CHHATTISGARH,KABIRDHAM,Central Plateau,central_plateau,all_india_network,22.1665,81.0517,380.0,,,,0,1,1,20200101,20260925
55D9EB9C,PANDARIA,CHHATTISGARH,KABIRDHAM,Central Plateau,central_plateau,all_india_network,22.2245,81.4047,380.0,,,,0,1,1,20200101,20260925
55D9F8EA,PITHORA,CHHATTISGARH,MAHASAMUND,Central Plateau,central_plateau,all_india_network,21.2193,82.5092,380.0,,,,0,1,1,20200101,20260925
55DA0F60,GARIABAND,CHHATTISGARH,GARIABAND,Central Plateau,central_plateau,all_india_network,20.6321,82.0606,380.0,,,,0,1,1,20200101,20260925
55DA3AFA,MULTAI,MADHYA_PRADESH,BETUL,Central Plateau,central_plateau,all_india_network,21.77,78.25,380.0,,,,0,1,1,20200101,20260925
55DA51CE,BERASIA,MADHYA_PRADESH,BHOPAL,Central Plateau,central_plateau,all_india_network,23.62,77.43,380.0,,,,0,1,1,20200101,20260925
55DA87A6,SAUSAR,MADHYA_PRADESH,CHHINDWARA,Central Plateau,central_plateau,all_india_network,21.66,78.8,380.0,,,,0,1,1,20200101,20260925
55DAA14A,BHANDER,MADHYA_PRADESH,DATIA,Central Plateau,central_plateau,all_india_network,25.73,78.74,380.0,,,,0,1,1,20200101,20260925
55DAAF98,KANNOD,MADHYA_PRADESH,DEWAS,Central Plateau,central_plateau,all_india_network,22.66,76.74,380.0,,,,0,1,1,20200101,20260925
55DC0FAE,BHAIRUNDA,MADHYA_PRADESH,SEHORE,Central Plateau,central_plateau,all_india_network,22.68,77.27,380.0,,,,0,1,1,20200101,20260925
55DC1CD8,LAKHNADON,MADHYA_PRADESH,SEONI,Central Plateau,central_plateau,all_india_network,22.61,79.61,380.0,,,,0,1,1,20200101,20260925
55DC5100,NARWAR,MADHYA_PRADESH,SHIVPURI,Central Plateau,central_plateau,all_india_network,24.8344,77.87,380.0,,,,0,1,1,20200101,20260925
55DC6A48,KARAHAL,MADHYA_PRADESH,SHEOPUR,Central Plateau,central_plateau,all_india_network,25.49,77.05,380.0,,,,0,1,1,20200101,20260925
55DC77EC,KHURAI,MADHYA_PRADESH,SAGAR,Central Plateau,central_plateau,all_india_network,24.04,78.33,380.0,,,,0,1,1,20200101,20260925
55DC793E,RAHALI,MADHYA_PRADESH,SAGAR,Central Plateau,central_plateau,all_india_network,23.64,79.06,380.0,,,,0,1,1,20200101,20260925
55DC89BA,PRITHVIPUR,MADHYA_PRADESH,NIWARI,Central Plateau,central_plateau,all_india_network,24.32,82.27,380.0,,,,0,1,1,20200101,20260925
55DCA184,TARANA,MADHYA_PRADESH,UJJAIN,Central Plateau,central_plateau,all_india_network,23.32,76.04,380.0,,,,0,1,1,20200101,20260925
55DCB2F2,KURWAI,MADHYA_PRADESH,VIDISHA,Central Plateau,central_plateau,all_india_network,24.13,78.04,380.0,,,,0,1,1,20200101,20260925
55DCBC20,LATERI,MADHYA_PRADESH,VIDISHA,Central Plateau,central_plateau,all_india_network,24.05,77.4,380.0,,,,0,1,1,20200101,20260925
55DD68B2,BABERU,UTTAR_PRADESH,BANDA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,25.33,80.43,160.0,,,,0,1,1,20200101,20260925
55DDEEA6,JALESAR,UTTAR_PRADESH,ETAH,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,27.4567,78.29,160.0,,,,0,1,1,20200101,20260925
55DE54F4,PATTI,UTTAR_PRADESH,PRATAPGARH,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,25.92,82.2,160.0,,,,0,1,1,20200101,20260925
55DEAAA2,DANAURA,UTTAR_PRADESH,AMROHA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,28.95,78.25,160.0,,,,0,1,1,20200101,20260925
55DEB9D4,KONCH,UTTAR_PRADESH,JALAUN,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,25.99,79.14,160.0,,,,0,1,1,20200101,20260925
55DEE77A,MAURANIPUR,UTTAR_PRADESH,JHANSI,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,25.15,79.8,160.0,,,,0,1,1,20200101,20260925
55DF0672,SIKANDRA,UTTAR_PRADESH,KANPUR_DEHAT,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,26.37,79.62,160.0,,,,0,1,1,20200101,20260925
55DFB5FC,MATH,UTTAR_PRADESH,MATHURA,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,27.64,77.7067,160.0,,,,0,1,1,20200101,20260925
55DFD01A,MAWANA,UTTAR_PRADESH,MEERUT,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,29.11,77.93,160.0,,,,0,1,1,20200101,20260925
55E00842,KASBAH_KHATAULI,UTTAR_PRADESH,MUZAFFARNAGAR,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,29.26,77.72,160.0,,,,0,1,1,20200101,20260925
55E0B51E,RAMGANJ_MANDI,RAJASTHAN,KOTA,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,24.69,75.93,220.0,,,,0,1,1,20200101,20260925
55E0DE2A,GHARSANA,RAJASTHAN,SRI_GANGANAGAR,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,29.02,73.07,220.0,,,,0,1,1,20200101,20260925
55E18CAC,CHATTARGARH,RAJASTHAN,BIKANER,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,28.66,73.12,220.0,,,,0,1,1,20200101,20260925
55E19108,KHAJUWALA,RAJASTHAN,BIKANER,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,28.7,72.59,220.0,,,,0,1,1,20200101,20260925
55E24EBC,KODANGAL,TELANGANA,MAHBUBNAGAR,Deccan Plateau,deccan_plateau,all_india_network,17.1,77.66,550.0,,,,0,1,1,20200101,20260925
55E25DCA,KALWAKURTHY,TELANGANA,NAGARKURNOOL,Deccan Plateau,deccan_plateau,all_india_network,16.6667,78.4889,550.0,,,,0,1,1,20200101,20260925
55E26850,MAHBUBNAGAR,TELANGANA,MAHBUBNAGAR,Deccan Plateau,deccan_plateau,all_india_network,16.75,77.99,550.0,,,,0,1,1,20200101,20260925
55E275F4,SHADNAGAR,TELANGANA,RANGA_REDDY,Deccan Plateau,deccan_plateau,all_india_network,17.07,78.2,550.0,,,,0,1,1,20200101,20260925
55E28570,SERILINGAMPALLY,TELANGANA,RANGA_REDDY,Deccan Plateau,deccan_plateau,all_india_network,17.46,78.32,550.0,,,,0,1,1,20200101,20260925
55E28BA2,KUKATPALLY_JNTU,TELANGANA,MEDCHAL_MALKAJGIRI,Deccan Plateau,deccan_plateau,all_india_network,17.4958,78.3908,550.0,,,,0,1,1,20200101,20260925
55E29606,UPPAL,TELANGANA,MEDCHAL_MALKAJGIRI,Deccan Plateau,deccan_plateau,all_india_network,17.4,78.56,550.0,,,,0,1,1,20200101,20260925
55E2A39C,DEVARAKONDA,TELANGANA,NALGONDA,Deccan Plateau,deccan_plateau,all_india_network,16.69,79.92,550.0,,,,0,1,1,20200101,20260925
55E2B0EA,BHONGIR,TELANGANA,YADADRI_BHONGIR,Deccan Plateau,deccan_plateau,all_india_network,17.5227,78.8957,550.0,,,,0,1,1,20200101,20260925
55E2BE38,JANGAON,TELANGANA,JANGAON,Deccan Plateau,deccan_plateau,all_india_network,17.72,79.17,550.0,,,,0,1,1,20200101,20260925
55E2E096,YELLANDU,TELANGANA,BHADRADRI_KOTHAGUDEM,Deccan Plateau,deccan_plateau,all_india_network,17.59,80.31,550.0,,,,0,1,1,20200101,20260925
55E30F4C,SIDDIPET,TELANGANA,SIDDIPET,Deccan Plateau,deccan_plateau,all_india_network,18.09,78.85,550.0,,,,0,1,1,20200101,20260925
55E31C3A,YACHARAM,TELANGANA,RANGA_REDDY,Deccan Plateau,deccan_plateau,all_india_network,17.05,78.66,550.0,,,,0,1,1,20200101,20260925
55E32772,CHEVELLA,TELANGANA,RANGA_REDDY,Deccan Plateau,deccan_plateau,all_india_network,17.31,78.13,550.0,,,,0,1,1,20200101,20260925
55E329A0,PARGI,TELANGANA,VIKARABAD,Deccan Plateau,deccan_plateau,all_india_network,17.18,77.87,550.0,,,,0,1,1,20200101,20260925
55E33AD6,ARAKU_VALLEY,ANDHRA_PRADESH,ALLURI_SITHARAMA_RAJU,Coastal Plains,coastal_plains,all_india_network,18.32,82.87,30.0,,,,0,1,1,20200101,20260925
55E351E2,AMBAJIPETA_ARG,ANDHRA_PRADESH,KONASEEMA,Coastal Plains,coastal_plains,all_india_network,16.6,81.94,30.0,,,,0,1,1,20200101,20260925
55E35F30,VIJAYARAI,ANDHRA_PRADESH,ELURU,Coastal Plains,coastal_plains,all_india_network,16.63,81.04,30.0,,,,0,1,1,20200101,20260925
55E36478,NAGARJUNA_SAGAR,TELANGANA,NALGONDA,Deccan Plateau,deccan_plateau,all_india_network,16.5858,79.3128,550.0,,,,0,1,1,20200101,20260925
55E394FC,JANGAMESHWARAPURAM,ANDHRA_PRADESH,PALNADU,Coastal Plains,coastal_plains,all_india_network,16.4667,79.4333,30.0,,,,0,1,1,20200101,20260925
55E3A166,PODALAKUR,ANDHRA_PRADESH,SRI_POTTI_SRIRAMULU_NELLORE,Coastal Plains,coastal_plains,all_india_network,14.3759,79.7347,30.0,,,,0,1,1,20200101,20260925
55E3AFB4,CHITTOOR,ANDHRA_PRADESH,CHITTOOR,Coastal Plains,coastal_plains,all_india_network,13.2125,79.0998,30.0,,,,0,1,1,20200101,20260925
55E403AA,DEVPRAYAG,UTTARAKHAND,TEHRI_GARHWAL,Northern Himalayas,northern_himalayas,all_india_network,30.14,78.6,1600.0,,,,0,1,1,20200101,20260925
55E40D78,UKHIMATH,UTTARAKHAND,RUDRAPRAYAG,Northern Himalayas,northern_himalayas,all_india_network,30.5119,79.0939,1600.0,,,,0,1,1,20200101,20260925
55E410DC,JAKHOLI,UTTARAKHAND,RUDRAPRAYAG,Northern Himalayas,northern_himalayas,all_india_network,30.39,78.89,1600.0,,,,0,1,1,20200101,20260925
55E438E2,MINENG,MEGHALAYA,SOUTH_GARO_HILLS,Northeast Hills,northeast_hills,all_india_network,25.2,90.32,650.0,,,,0,1,1,20200101,20260925
55E44E72,RESUBELAPARA,MEGHALAYA,NORTH_GARO_HILLS,Northeast Hills,northeast_hills,all_india_network,25.89,90.6,650.0,,,,0,1,1,20200101,20260925
55E453D6,MAIRANG,MEGHALAYA,EAST_WEST_KHASI_HILLS,Northeast Hills,northeast_hills,all_india_network,25.55,91.62,650.0,,,,0,1,1,20200101,20260925
55E4A352,TAMULPUR,ASSAM,BAKSA,Northeast Hills,northeast_hills,all_india_network,26.6,91.59,650.0,,,,0,1,1,20200101,20260925
55E4C866,DUDHNOI,ASSAM,GOALPARA,Northeast Hills,northeast_hills,all_india_network,25.98,90.78,650.0,,,,0,1,1,20200101,20260925
55E4DB10,LALA,ASSAM,HAILAKANDI,Northeast Hills,northeast_hills,all_india_network,24.56,92.61,650.0,,,,0,1,1,20200101,20260925
55E4E058,MATIJURI,ASSAM,HAILAKANDI,Northeast Hills,northeast_hills,all_india_network,24.65,92.6,650.0,,,,0,1,1,20200101,20260925
55E4EE8A,SARUPATHAR,ASSAM,GOLAGHAT,Northeast Hills,northeast_hills,all_india_network,26.22,93.86,650.0,,,,0,1,1,20200101,20260925
55E4F32E,BOKAKHAT,ASSAM,GOLAGHAT,Northeast Hills,northeast_hills,all_india_network,26.36,93.66,650.0,,,,0,1,1,20200101,20260925
55E50F82,BARPETA_ARG,ASSAM,BARPETA,Northeast Hills,northeast_hills,all_india_network,26.32,91.0,650.0,,,,0,1,1,20200101,20260925
55E53A18,SHIVAJINAGAR_PUNE,MAHARASHTRA,PUNE,Deccan Plateau,deccan_plateau,all_india_network,18.5286,73.8493,550.0,,,,0,1,1,20200101,20260925
55E5425A,NDA_PUNE,MAHARASHTRA,PUNE,Deccan Plateau,deccan_plateau,all_india_network,18.47,73.78,550.0,,,,0,1,1,20200101,20260925
55E54C88,MAGARPATTA_PUNE,MAHARASHTRA,PUNE,Deccan Plateau,deccan_plateau,all_india_network,18.5115,73.9285,550.0,,,,0,1,1,20200101,20260925
55E5512C,MC_AHEMADABAD,GUJARAT,AHMEDABAD,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,23.07,72.52,220.0,,,,0,1,1,20200101,20260925
55E5C44E,PATHARUGHAT,ASSAM,DARRANG,Northeast Hills,northeast_hills,all_india_network,26.42,91.89,650.0,,,,0,1,1,20200101,20260925
55E5CA9C,DALGAON,ASSAM,DARRANG,Northeast Hills,northeast_hills,all_india_network,26.5689,92.1958,650.0,,,,0,1,1,20200101,20260925
55E5E2A2,BIJNI,ASSAM,CHIRANG,Northeast Hills,northeast_hills,all_india_network,26.42,90.7,650.0,,,,0,1,1,20200101,20260925
55E6065E,BARAPALLI,ODISHA,BARGARH,Coastal Plains,coastal_plains,all_india_network,21.18,83.59,30.0,,,,0,1,1,20200101,20260925
55E67808,FAGU,HIMACHAL_PRADESH,SHIMLA,Northern Himalayas,northern_himalayas,all_india_network,31.08,77.3,1600.0,,,,0,1,1,20200101,20260925
55E68E98,JUNG,ARUNACHAL_PRADESH,TAWANG,Northeast Hills,northeast_hills,all_india_network,27.575,91.985,650.0,,,,0,1,1,20200101,20260925
55E6BB02,DIRANG,ARUNACHAL_PRADESH,WEST_KAMENG,Northeast Hills,northeast_hills,all_india_network,27.36,92.2439,650.0,,,,0,1,1,20200101,20260925
55E7E756,BHAGWANPURHAT,BIHAR,SIWAN,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,26.0992,84.6786,160.0,,,,0,1,1,20200101,20260925
55E95E62,ENAMAKKAL,KERALA,THRISSUR,Coastal Plains,coastal_plains,all_india_network,10.5,76.1,30.0,,,,0,1,1,20200101,20260925
55E9765C,NERYAMANGALAM,KERALA,ERNAKULAM,Coastal Plains,coastal_plains,all_india_network,10.05,76.77,30.0,,,,0,1,1,20200101,20260925
55E9BD90,ISLAMNAGAR,MADHYA_PRADESH,BHOPAL,Central Plateau,central_plateau,all_india_network,23.36,77.42,380.0,,,,0,1,1,20200101,20260925
55EA57BE,KALOL,GUJARAT,GANDHINAGAR,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,23.24,72.49,220.0,,,,0,1,1,20200101,20260925
55EA596C,DHANDHUKA,GUJARAT,AHMEDABAD,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,22.3851,71.9784,220.0,,,,0,1,1,20200101,20260925
55EA6CF6,BAYAD,GUJARAT,SABARKANTHA,Western Arid/Semi-Arid,western_arid_semi-arid,all_india_network,23.21,73.21,220.0,,,,0,1,1,20200101,20260925
55EC21E0,LAVALE,MAHARASHTRA,PUNE,Deccan Plateau,deccan_plateau,all_india_network,18.5363,73.7325,550.0,,,,0,1,1,20200101,20260925
55EC5770,AMARWADA,MADHYA_PRADESH,CHHINDWARA,Central Plateau,central_plateau,all_india_network,22.3,79.16,380.0,,,,0,1,1,20200101,20260925
55EC59A2,INDERGARH,MADHYA_PRADESH,DATIA,Central Plateau,central_plateau,all_india_network,25.9,78.54,380.0,,,,0,1,1,20200101,20260925
55EC7F4E,SOHAGPUR,MADHYA_PRADESH,HOSHANGABAD,Central Plateau,central_plateau,all_india_network,22.6961,78.1939,380.0,,,,0,1,1,20200101,20260925
55ECA926,BARELI,MADHYA_PRADESH,RAISEN,Central Plateau,central_plateau,all_india_network,22.99,78.23,380.0,,,,0,1,1,20200101,20260925
55ED9094,RISHIKESH,UTTARAKHAND,DEHRADUN,Northern Himalayas,northern_himalayas,all_india_network,30.11,78.28,1600.0,,,,0,1,1,20200101,20260925
55ED9E46,THARALI,UTTARAKHAND,CHAMOLI,Northern Himalayas,northern_himalayas,all_india_network,30.06,79.51,1600.0,,,,0,1,1,20200101,20260925
55EDC0E8,SRIJANGRAM,ASSAM,BONGAIGAON,Northeast Hills,northeast_hills,all_india_network,26.38,90.7,650.0,,,,0,1,1,20200101,20260925
55EDCE3A,LAKHIPUR,ASSAM,CACHAR,Northeast Hills,northeast_hills,all_india_network,24.79,93.0,650.0,,,,0,1,1,20200101,20260925
55EDDD4C,TIHU,ASSAM,NALBARI,Northeast Hills,northeast_hills,all_india_network,26.47,91.26,650.0,,,,0,1,1,20200101,20260925
55EDE604,CHAMATA,ASSAM,NALBARI,Northeast Hills,northeast_hills,all_india_network,26.4,91.1339,650.0,,,,0,1,1,20200101,20260925
55EDE8D6,SONARI,ASSAM,CHARAIDEO,Northeast Hills,northeast_hills,all_india_network,27.03,95.0167,650.0,,,,0,1,1,20200101,20260925
55EDFBA0,GUWAHATI_ARG,ASSAM,KAMRUP_METROPOLITAN,Northeast Hills,northeast_hills,all_india_network,26.11,91.76,650.0,,,,0,1,1,20200101,20260925
55FBC7B8,TALEGAON_DHAMDHERE,MAHARASHTRA,PUNE,Deccan Plateau,deccan_plateau,all_india_network,18.671,74.148,550.0,,,,0,1,1,20200101,20260925
55FBC96A,TONDAPUR,MAHARASHTRA,HINGOLI,Deccan Plateau,deccan_plateau,all_india_network,19.42,77.4,550.0,,,,0,1,1,20200101,20260925
55FBD4CE,TRIMBAKESHWAR,MAHARASHTRA,NASHIK,Deccan Plateau,deccan_plateau,all_india_network,19.94,73.53,550.0,,,,0,1,1,20200101,20260925
55FBF222,NIPHAD,MAHARASHTRA,NASHIK,Deccan Plateau,deccan_plateau,all_india_network,20.0719,75.1033,550.0,,,,0,1,1,20200101,20260925
55FBFCF0,PETLURU_HRS,ANDHRA_PRADESH,TIRUPATI,Coastal Plains,coastal_plains,all_india_network,13.9537,79.6159,30.0,,,,0,1,1,20200101,20260925
55FC0E40,JURALA_CWC,TELANGANA,JOGULAMBA_GADWAL,Deccan Plateau,deccan_plateau,all_india_network,16.26,77.84,550.0,,,,0,1,1,20200101,20260925
55FC1D36,KADAPA_AIRPORT,ANDHRA_PRADESH,YSR_KADAPA,Coastal Plains,coastal_plains,all_india_network,14.51,78.77,30.0,,,,0,1,1,20200101,20260925
55FC7602,MEHADRIGADDA_DAM,ANDHRA_PRADESH,VISAKHAPATNAM,Coastal Plains,coastal_plains,all_india_network,17.75,83.19,30.0,,,,0,1,1,20200101,20260925
55FC78D0,PANDIRIMAMIDI_HRS,ANDHRA_PRADESH,ALLURI_SITHARAMA_RAJU,Coastal Plains,coastal_plains,all_india_network,17.4252,81.7905,30.0,,,,0,1,1,20200101,20260925
55FC9B22,MUDHOLE_BASAR,TELANGANA,NIRMAL,Deccan Plateau,deccan_plateau,all_india_network,18.97,77.9,550.0,,,,0,1,1,20200101,20260925
55FCA06A,ANANDAPURAM_ARG,ANDHRA_PRADESH,VISAKHAPATNAM,Coastal Plains,coastal_plains,all_india_network,17.89,83.37,30.0,,,,0,1,1,20200101,20260925
55FCAEB8,PEDDAVADUGUR,ANDHRA_PRADESH,ANANTAPUR,Coastal Plains,coastal_plains,all_india_network,15.01,77.66,30.0,,,,0,1,1,20200101,20260925
55FCB31C,PERUR,TELANGANA,BHADRADRI_KOTHAGUDEM,Deccan Plateau,deccan_plateau,all_india_network,18.53,80.39,550.0,,,,0,1,1,20200101,20260925
55FCD828,KAKINADA,ANDHRA_PRADESH,KAKINADA,Coastal Plains,coastal_plains,all_india_network,16.96,82.23,30.0,,,,0,1,1,20200101,20260925
55FCE360,SAIL_VISAKHAPATNAM,ANDHRA_PRADESH,VISAKHAPATNAM,Coastal Plains,coastal_plains,all_india_network,17.66,83.16,30.0,,,,0,1,1,20200101,20260925
55FD7A2A,YARALPAT,MANIPUR,IMPHAL_EAST,Northeast Hills,northeast_hills,all_india_network,24.81,94.0,650.0,,,,0,1,1,20200101,20260925
55FD847C,SAINIK_SCHOOL,MANIPUR,IMPHAL_EAST,Northeast Hills,northeast_hills,all_india_network,24.86,93.97,650.0,,,,0,1,1,20200101,20260925
55FD8AAE,WANGNOI,MANIPUR,IMPHAL_WEST,Northeast Hills,northeast_hills,all_india_network,24.67,93.89,650.0,,,,0,1,1,20200101,20260925
55FD970A,LAMSANG,MANIPUR,IMPHAL_WEST,Northeast Hills,northeast_hills,all_india_network,24.82,93.85,650.0,,,,0,1,1,20200101,20260925
55FDD400,SAFDARJUNG,DELHI,SOUTH_WEST_DELHI,Indo-Gangetic Plains,indo-gangetic_plains,all_india_network,28.5833,77.2167,160.0,,42182,0-20000-0-42182,1,1,1,20200101,20260925
55FDEF48,CHUMUKEDIMA,NAGALAND,DIMAPUR,Northeast Hills,northeast_hills,all_india_network,25.81,93.75,650.0,,,,0,1,1,20200101,20260925
55FDF2EC,KOHIMA_ARG,NAGALAND,KOHIMA,Northeast Hills,northeast_hills,all_india_network,25.72,94.09,650.0,,,,0,1,1,20200101,20260925
55FDFC3E,JAKHAMA,NAGALAND,KOHIMA,Northeast Hills,northeast_hills,all_india_network,25.58,94.12,650.0,,,,0,1,1,20200101,20260925
