"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","GA1","GA2","GE1","GF1","KA1","KA2","MD1","MW1","REM","EQD"
"42176099999","2022-01-06T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0136,1","+0129,1","10169,1","24,0110,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0151,1","240,N,+0120,1","9,9,999,9,-003,1",,"SYN08642176 22996 70702 10136 20129 40169 87030 333 10151 20120 59003 6011/ 555 00106 10011=",
"42176099999","2022-01-06T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0180,1","+0156,1","10137,1",,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0198,1",,"9,9,999,9,+008,1",,"SYN05842176 32996 73402 10180 20156 40137 87030 333 10198 58008=",
"42176099999","2022-01-07T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0150,1","+0143,1","10155,1","24,0002,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0198,1","240,N,+0134,1","9,9,999,9,-013,1",,"SYN08642176 22996 71402 10150 20143 40155 87030 333 10198 20134 59013 6992/ 555 00002 10011=",
"42176099999","2022-01-07T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0168,1","+0161,1","10140,1",,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0180,1",,"9,9,999,9,+002,1",,"SYN05842176 32996 71102 10168 20161 40140 87030 333 10180 58002=",
"42176099999","2022-01-08T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0158,1","+0151,1","10146,1","24,0240,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0180,1","240,N,+0146,1","9,9,999,9,-008,1",,"SYN08642176 22996 71102 10158 20151 40146 87030 333 10180 20146 59008 6024/ 555 00238 10035=",
"42176099999","2022-01-08T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0162,1","+0152,1","10131,1","09,0020,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0178,1",,"9,9,999,9,-008,1",,"SYN06442176 22996 71102 10162 20152 40131 87030 333 10178 59008 6002/=",
"42176099999","2022-01-09T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0144,1","+0137,1","10143,1","24,0220,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0178,1","240,N,+0128,1","9,9,999,9,-004,1",,"SYN08642176 22996 72502 10144 20137 40143 87030 333 10178 20128 59004 6022/ 555 00224 10059=",
"42176099999","2022-01-09T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0134,1","+0119,1","10140,1","09,0006,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0139,1",,"9,9,999,9,+005,1",,"SYN06442176 22996 72702 10134 20119 40140 87030 333 10139 58005 6996/=",
"42176099999","2022-01-10T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0102,1","+0090,1","10176,1",,,,,,,,"240,M,+0139,1","240,N,+0078,1","9,9,999,9,+029,1",,"SYN06842176 32994 02702 10102 20090 40176 333 10139 20078 58029 555 10060=",
"42176099999","2022-01-10T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0142,1","+0101,1","10166,1",,,,,,,,"240,M,+0157,1",,"9,9,999,9,+027,1",,"SYN05242176 32996 02702 10142 20101 40166 333 10157 58027=",
"42176099999","2022-01-11T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0072,1","+0054,1","10189,1",,"4,1,02,1","4,1,02,1",,,,,"240,M,+0157,1","240,N,+0060,1","9,9,999,9,+011,1","12,1","SYN07442176 31993 01802 10072 20054 40189 71244 333 10157 20060 58011 555 10060=",
"42176099999","2022-01-11T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0114,1","+0098,1","10159,1",,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0138,1",,"9,9,999,9,-010,1",,"SYN05842176 32996 72502 10114 20098 40159 87030 333 10138 59010=",
"42176099999","2022-01-12T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0110,1","+0094,1","10178,1",,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0138,1","240,N,+0084,1","9,9,999,9,-009,1",,"SYN07442176 32996 72302 10110 20094 40178 87030 333 10138 20084 59009 555 10060=",
"42176099999","2022-01-12T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0150,1","+0139,1","10140,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0170,1",,"9,9,999,9,-016,1",,"SYN05842176 32996 61802 10150 20139 40140 86030 333 10170 59016=",
"42176099999","2022-01-13T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0102,1","+0086,1","10176,1",,"4,1,02,1","4,1,02,1",,,,,"240,M,+0170,1","240,N,+0080,1","9,9,999,9,-002,1","12,1","SYN07442176 31993 00502 10102 20086 40176 71244 333 10170 20080 59002 555 10060=",
"42176099999","2022-01-14T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0104,1","+0088,1","10183,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0159,1","240,N,+0082,1","9,9,999,9,+007,1",,"SYN07442176 32996 62702 10104 20088 40183 86030 333 10159 20082 58007 555 10060=",
"42176099999","2022-01-14T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0138,1","+0112,1","10166,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0148,1",,"9,9,999,9,+022,1",,"SYN05842176 32996 61102 10138 20112 40166 86030 333 10148 58022=",
"42176099999","2022-01-15T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0098,1","+0077,1","10197,1",,,,,,,,"240,M,+0148,1","240,N,+0086,1","9,9,999,9,+011,1",,"SYN06842176 32996 02302 10098 20077 40197 333 10148 20086 58011 555 10060=",
"42176099999","2022-01-15T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0110,1","+0081,1","10186,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0119,1",,"9,9,999,9,+018,1",,"SYN05842176 32996 63202 10110 20081 40186 86030 333 10119 58018=",
"42176099999","2022-01-16T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0094,1","+0059,1","10106,1",,,,,,,,"240,M,+0119,1","240,N,+0078,1","9,9,999,9,+009,1",,"SYN06842176 32996 02002 10094 20059 40106 333 10119 20078 58009 555 10060=",
"42176099999","2022-01-16T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0136,1","+0097,1","10181,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0155,1",,"9,9,999,9,-002,1",,"SYN05842176 32996 63402 10136 20097 40181 86030 333 10155 59002=",
"42176099999","2022-01-17T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0094,1","+0073,1","10107,1",,,,,,,,"240,M,+0155,1","240,N,+0056,1","9,9,999,9,+001,1",,"SYN06842176 32996 01102 10094 20073 40107 333 10155 20056 58001 555 10060=",
"42176099999","2022-01-17T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","110,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0118,1","+0098,1","10193,1",,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0131,1",,"9,9,999,9,+009,1",,"SYN05842176 32996 31102 10118 20098 40193 83030 333 10131 58009=",
"42176099999","2022-01-18T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0096,1","+0071,1","10194,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0131,1","240,N,+0076,1","9,9,999,9,-013,1",,"SYN07442176 32996 61802 10096 20071 40194 86030 333 10131 20076 59013 555 10060=",
"42176099999","2022-01-18T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0114,1","+0081,1","10164,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0125,1",,"9,9,999,9,-028,1",,"SYN05842176 32996 62702 10114 20081 40164 86030 333 10125 59028=",
"42176099999","2022-01-19T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0112,1","+0092,1","10167,1",,,,,,,,"240,M,+0125,1","240,N,+0072,1","9,9,999,9,-024,1",,"SYN06842176 32996 03202 10112 20092 40167 333 10125 20072 59024 555 10060=",
"42176099999","2022-01-19T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0144,1","+0129,1","10126,1",,,,"05,1,+00800,1,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0161,1",,"9,9,999,9,-034,1",,"SYN05842176 32596 52902 10144 20129 40126 85500 333 10161 59034=",
"42176099999","2022-01-20T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0112,1","+0096,1","10119,1","24,0002,3,1","0,1,02,1","0,1,02,1",,,,,"240,M,+0161,1","240,N,+0094,1","9,9,999,9,-046,1","10,1","SYN08642176 22996 00502 10112 20096 40119 71000 333 10161 20094 59046 6992/ 555 00002 10060=",
"42176099999","2022-01-20T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0148,1","+0119,1","10090,1",,,,,,,,"240,M,+0166,1",,"9,9,999,9,-036,1",,"SYN05242176 32996 03602 10148 20119 40090 333 10166 59036=",
"42176099999","2022-01-21T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0114,1","+0094,1","10121,1",,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0166,1","240,N,+0096,1","9,9,999,9,+002,1",,"SYN07442176 32996 60202 10114 20094 40121 86030 333 10166 20096 58002 555 10060=",
"42176099999","2022-01-21T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0148,1","+0122,1","10091,1",,,,,,,,"240,M,+0169,1",,"9,9,999,9,+002,1",,"SYN05242176 32996 00902 10148 20122 40091 333 10169 58002=",
"42176099999","2022-01-22T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0124,1","+0113,1","10116,1","24,0020,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0169,1","240,N,+0106,1","9,9,999,9,-004,1",,"SYN08642176 22996 70202 10124 20113 40116 87030 333 10169 20106 59004 6002/ 555 00024 10062=",
"42176099999","2022-01-22T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0128,1","+0121,1","10032,1","09,0080,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0130,1",,"9,9,999,9,-068,1",,"SYN06442176 22996 70902 10128 20121 40032 87030 333 10130 59068 6008/=",
"42176099999","2022-01-23T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0124,1","+0113,1","10082,1","24,0240,3,1",,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0130,1","240,N,+0108,1","9,9,999,9,-034,1",,"SYN08642176 22996 71402 10124 20113 40082 87030 333 10130 20108 59034 6024/ 555 00236 10086=",
"42176099999","2022-01-23T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0142,1","+0108,1","10096,1","09,0002,3,1",,,"05,1,+00800,1,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0149,1",,"9,9,999,9,+056,1",,"SYN06442176 22596 53202 10142 20108 40096 85500 333 10149 58056 6992/=",
"42176099999","2022-01-24T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0110,1","+0094,1","10136,1",,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0140,1","240,N,+0084,1","9,9,999,9,+041,1",,"SYN07442176 32996 72002 10110 20094 40136 87030 333 10140 20084 58041 555 10086=",
"42176099999","2022-01-24T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0142,1","+0104,1","10124,1",,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0150,1",,"9,9,999,9,+035,1",,"SYN05842176 32996 71402 10142 20104 40124 87030 333 10150 58035=",
"42176099999","2022-01-25T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0090,1","+0077,1","10146,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0150,1","240,N,+0074,1","9,9,999,9,+010,1","10,1","SYN07442176 31995 02502 10090 20077 40146 71000 333 10150 20074 58010 555 10086=",
"42176099999","2022-01-25T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0124,1","+0113,1","10124,1",,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0129,1",,"9,9,999,9,-001,1",,"SYN05842176 32996 72902 10124 20113 40124 87030 333 10129 59001=",
"42176099999","2022-01-26T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0104,1","+0092,1","10150,1",,,,,,,,"240,M,+0129,1","240,N,+0072,1","9,9,999,9,+006,1",,"SYN06842176 32996 03202 10104 20092 40150 333 10129 20072 58006 555 10086=",
"42176099999","2022-01-26T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0144,1","+0110,1","10139,1",,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0150,1",,"9,9,999,9,+015,1",,"SYN05842176 32996 32902 10144 20110 40139 83030 333 10150 58015=",
"42176099999","2022-01-27T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0080,1","+0063,1","10166,1",,,,,,,,"240,M,+0150,1","240,N,+0062,1","9,9,999,9,+013,1",,"SYN06842176 32996 02302 10080 20063 40166 333 10150 20062 58013 555 10086=",
"42176099999","2022-01-27T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0166,1","+0074,1","10146,1",,,,,,,,"240,M,+0181,1",,"9,9,999,9,+009,1",,"SYN05242176 32996 02902 10166 20074 40146 333 10181 58009=",
"42176099999","2022-01-28T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0088,1","+0053,1","10163,1",,,,,,,,"240,M,+0181,1","240,N,+0070,1","9,9,999,9,-002,1",,"SYN06842176 32996 02302 10088 20053 40163 333 10181 20070 59002 555 10086=",
"42176099999","2022-01-28T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0170,1","+0075,1","10142,1",,,,,,,,"240,M,+0190,1",,"9,9,999,9,-003,1",,"SYN05242176 32996 02502 10170 20075 40142 333 10190 59003=",
"42176099999","2022-01-29T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","160,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0064,1","+0036,1","10175,1",,,,,,,,"240,M,+0190,1","240,N,+0050,1","9,9,999,9,+010,1",,"SYN06842176 32996 01602 10064 20036 40175 333 10190 20050 58010 555 10062=",
"42176099999","2022-01-29T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0190,1","+0091,1","10138,1",,,,,,,,"240,M,+0211,1",,"9,9,999,9,-003,1",,"SYN05242176 32996 02702 10190 20091 40138 333 10211 59003=",
"42176099999","2022-01-30T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0098,1","+0077,1","10125,1",,,,,,,,"240,M,+0211,1","240,N,+0080,1","9,9,999,9,-046,1",,"SYN06842176 32996 02302 10098 20077 40125 333 10211 20080 59046 555 10086=",
"42176099999","2022-01-30T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0190,1","+0101,1","10081,1",,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0212,1",,"9,9,999,9,-055,1",,"SYN05842176 32996 32302 10190 20101 40081 83030 333 10212 59055=",
"42176099999","2022-01-31T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0092,1","+0071,1","10116,1",,,,,,,,"240,M,+0212,1","240,N,+0076,1","9,9,999,9,-009,1",,"SYN06842176 32996 00902 10092 20071 40116 333 10212 20076 59009 555 10086=",
"42176099999","2022-01-31T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0172,1","+0133,1","10093,1",,,,,,,,"240,M,+0239,1",,"9,9,999,9,+010,1",,"SYN05242176 32996 03602 10172 20133 40093 333 10239 58010=",
"42176099999","2022-02-01T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0104,1","+0092,1","10119,1",,"4,1,02,1","4,1,02,1",,,,,"240,M,+0239,1","240,N,+0092,1","9,9,999,9,+003,1","46,1","SYN07442176 31993 01402 10104 20092 40119 74644 333 10239 20092 58003 555 10086=",
"42176099999","2022-02-01T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0168,1","+0125,1","10090,1",,,,,,,,"240,M,+0181,1",,"9,9,999,9,-003,1",,"SYN05242176 32996 02502 10168 20125 40090 333 10181 59003=",
