"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","ED1","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"42361099999","2022-01-06T03:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","050,1,N,0010,1","03000,1,9,N","000500,1,9,9","+0138,1","+0127,1","10175,1","24,0040,3,1","6,1,02,1","4,1,02,1",,"03,1,+00540,1,06,1","07,1,+03000,1,03,1",,,"9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00540,1,99,9,99,9","240,N,+0113,1",,,"9,9,999,9,-001,1","44,1","SYN09842361 21593 70502 10138 20127 40175 74464 83530 333 20113 59001 6004/ 83618 87360 555 00037 10004=",
"42361099999","2022-01-06T06:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,9,N","000200,1,9,9","+0130,1","+0126,1","10182,1","03,0200,3,1","9,1,02,1","6,1,02,1",,"04,1,+00540,1,06,1","08,1,+02400,1,02,1",,,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00540,1,99,9,99,9",,,,"9,9,999,9,-002,1","60,1","SYN07642361 21592 80000 10130 20126 40182 76096 84540 333 59002 6020/ 84618 88258=",
"42361099999","2022-01-06T09:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,9,N","000200,1,9,9","+0138,1","+0131,1","10155,1","06,0240,3,1","6,1,02,1","2,1,02,1",,"04,1,+00540,1,06,1","08,1,+02400,1,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00540,1,99,9,99,9",,,,"9,9,999,9,+006,1","60,1","SYN07642361 21592 80000 10138 20131 40155 76062 8454/ 333 58006 6024/ 84618 88458=",
"42361099999","2022-01-06T12:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,9,N","000200,1,9,9","+0140,1","+0133,1","10156,1","09,0270,3,1","6,1,02,1","6,1,02,1",,"04,1,+00540,1,06,1","08,1,+02400,1,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00540,1,99,9,99,9",,,,"9,9,999,9,+005,1","21,1","SYN08242361 21592 80000 10140 20133 40156 72166 8454/ 333 10141 58005 6027/ 84618 88458=",
"42361099999","2022-01-06T15:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","090,1,N,0010,1","02400,1,9,N","000200,1,9,9","+0140,1","+0136,1","10171,1","12,0280,3,1","6,1,02,1","4,1,02,1",,"04,1,+00540,1,06,1","08,1,+02400,1,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00540,1,99,9,99,9",,,,"9,9,999,9,+005,1","44,1","SYN07642361 21592 80902 10140 20136 40171 74464 8452/ 333 58005 6028/ 84618 88458=",
"42361099999","2022-01-06T18:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00540,1,C,N","000200,1,9,9","+0144,1","+0140,1","10165,1","15,0280,3,1","4,1,02,1","4,1,02,1",,"05,1,+00540,1,06,1","08,1,+02400,1,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00540,1,99,9,99,9",,,,"9,9,999,9,+008,1","46,1","SYN07642361 21592 80000 10144 20140 40165 74644 8552/ 333 58008 6028/ 85618 88458=",
"42361099999","2022-01-06T21:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000050,1,9,9","+0146,1","+0142,1","10154,1","18,0280,3,1","4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+000,1","47,1","SYN05842361 21/91 90000 10146 20142 40154 74744 333 58000 6028/=",
"42361099999","2022-01-07T00:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000049,1,9,9","+0146,1","+0142,1","10155,1","21,0280,3,1","6,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-001,1","47,1","SYN05842361 21/90 90000 10146 20142 40155 74764 333 59001 6028/=",
"42361099999","2022-01-07T03:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000049,1,9,9","+0150,1","+0139,1","10180,1","24,0280,3,1","6,1,02,1","4,1,02,1",,"09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0150,1","240,N,+0126,1",,"9,9,999,9,+007,1","47,1","SYN09842361 21/90 90000 10150 20139 40180 74764 89/// 333 10150 20126 58007 6028/ 89/// 555 00278 10031=",
"42361099999","2022-01-07T06:00:00","4","26.293336","78.227753","188.06","GWALIOR, IN","FM-12","99999","V020","090,1,N,0005,1","02400,1,9,N","000500,1,9,9","+0168,1","+0158,1","10185,1",,"4,1,02,1","4,1,02,1",,"04,1,+00540,1,06,1","08,1,+02400,1,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00540,1,99,9,99,9",,,,"9,9,999,9,+007,1","46,1","SYN07042361 31593 80901 10168 20158 40185 74644 8454/ 333 58007 84618 88458=",
