"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GA2","GA3","GA4","GE1","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"43302599999","2022-02-06T15:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0230,1","+0150,1","99999,9","02,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10180,1,99999,9",,,,"MET057METAR VOBG 061500Z 10004KT 8000 FEW015 23/15 Q1018 NOSIG=",
"43302599999","2022-02-06T16:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0220,1","+0150,1","99999,9","02,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10190,1,99999,9",,,,"MET057METAR VOBG 061600Z 10004KT 8000 FEW015 22/15 Q1019 NOSIG=",
"43302599999","2022-02-06T17:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0220,1","+0160,1","99999,9","02,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10190,1,99999,9",,,,"MET057METAR VOBG 061700Z 10004KT 8000 FEW015 22/16 Q1019 NOSIG=",
"43302599999","2022-02-06T18:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","99999,9,9,N","008000,1,9,9","+0210,1","+0160,1","99999,9","02,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10190,1,99999,9",,,,"MET057METAR VOBG 061800Z 10004KT 8000 FEW015 21/16 Q1019 NOSIG=",
"43302599999","2022-02-07T00:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0031,1","00366,1,C,N","004000,1,9,9","+0190,1","+0180,1","99999,9","02,1,+00305,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10170,1,99999,9","10,1",,,"MET067METAR VOBG 070000Z 09006KT 4000 BR FEW010 SCT012 19/18 Q1017 NOSIG=",
"43302599999","2022-02-07T00:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0031,1","00366,1,C,N","004000,1,9,9","+0180,1","+0170,1","99999,9","02,1,+00305,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10180,1,99999,9","10,1",,,"MET067METAR VOBG 070030Z 09006KT 4000 BR FEW010 SCT012 18/17 Q1018 NOSIG=",
"43302599999","2022-02-07T01:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","00366,1,C,N","003000,1,9,9","+0180,1","+0170,1","99999,9","02,1,+00305,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10180,1,99999,9","10,1",,,"MET075METAR VOBG 070100Z 10004KT 3000 BR FEW010 SCT012 18/17 Q1018 TEMPO 2000 BR=",
"43302599999","2022-02-07T01:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","120,1,N,0026,1","00366,1,C,N","002000,1,9,9","+0190,1","+0170,1","99999,9","04,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10180,1,99999,9","10,1",,,"MET075METAR VOBG 070130Z 12005KT 2000 BR SCT008 SCT012 19/17 Q1018 TEMPO 1500 BR=",
"43302599999","2022-02-07T02:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0026,1","00366,1,C,N","002000,1,9,9","+0190,1","+0170,1","99999,9","04,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10190,1,99999,9","10,1",,,"MET067METAR VOBG 070200Z 09005KT 2000 BR SCT008 SCT012 19/17 Q1019 NOSIG=",
"43302599999","2022-02-07T02:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","130,1,N,0026,1","00366,1,C,N","002000,1,9,9","+0190,1","+0180,1","99999,9","04,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10190,1,99999,9","10,1",,,"MET067METAR VOBG 070230Z 13005KT 2000 BR SCT008 SCT012 19/18 Q1019 NOSIG=",
"43302599999","2022-02-07T03:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","99999,9,9,N","002500,1,9,9","+0210,1","+0190,1","99999,9","04,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10190,1,99999,9","10,1",,,"MET060METAR VOBG 070300Z 10004KT 2500 BR SCT008 21/19 Q1019 NOSIG=",
"43302599999","2022-02-07T03:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0026,1","99999,9,9,N","003000,1,9,9","+0220,1","+0200,1","99999,9","04,1,+00244,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00244,1,99,9,99,9","10200,1,99999,9","10,1",,,"MET068METAR VOBG 070330Z 09005KT 3000 BR SCT008 22/20 Q1020 BECMG 4000 BR=",
"43302599999","2022-02-07T04:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0021,1","00366,1,C,N","004000,1,9,9","+0230,1","+0190,1","99999,9","02,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10200,1,99999,9","10,1",,,"MET067METAR VOBG 070400Z 09004KT 4000 BR FEW008 SCT012 23/19 Q1020 NOSIG=",
"43302599999","2022-02-07T04:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","00366,1,C,N","005000,1,9,9","+0230,1","+0180,1","99999,9","02,1,+00244,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10200,1,99999,9","05,1",,,"MET067METAR VOBG 070430Z VRB02KT 5000 HZ FEW008 SCT012 23/18 Q1020 NOSIG=",
"43302599999","2022-02-07T05:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","060,1,N,0015,1","00366,1,C,N","005000,1,9,9","+0240,1","+0180,1","99999,9","02,1,+00305,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10200,1,99999,9","05,1",,,"MET067METAR VOBG 070500Z 06003KT 5000 HZ FEW010 SCT012 24/18 Q1020 NOSIG=",
"43302599999","2022-02-07T05:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","00366,1,C,N","005000,1,9,9","+0260,1","+0180,1","99999,9","02,1,+00305,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10190,1,99999,9","05,1",,,"MET067METAR VOBG 070530Z VRB02KT 5000 HZ FEW010 SCT012 26/18 Q1019 NOSIG=",
"43302599999","2022-02-07T06:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0015,1","00549,1,C,N","005000,1,9,9","+0260,1","+0170,1","99999,9","04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10190,1,99999,9","05,1",,,"MET072METAR VOBG 070600Z 08003KT 5000 HZ SCT012 SCT018 26/17 Q1019 BECMG 6000=",
"43302599999","2022-02-07T06:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","050,1,N,0015,1","00549,1,C,N","006000,1,9,9","+0270,1","+0170,1","99999,9","04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10180,1,99999,9",,,,"MET064METAR VOBG 070630Z 05003KT 6000 SCT012 SCT018 27/17 Q1018 NOSIG=",
"43302599999","2022-02-07T07:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","040,1,N,0021,1","00549,1,C,N","006000,1,9,9","+0280,1","+0170,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10180,1,99999,9",,,,"MET064METAR VOBG 070700Z 04004KT 6000 FEW012 SCT018 28/17 Q1018 NOSIG=",
"43302599999","2022-02-07T07:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","050,1,N,0021,1","00549,1,C,N","006000,1,9,9","+0280,1","+0170,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 070730Z 05004KT 6000 FEW012 SCT018 28/17 Q1017 NOSIG=",
"43302599999","2022-02-07T08:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","030,1,N,0021,1","00549,1,C,N","006000,1,9,9","+0290,1","+0160,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET064METAR VOBG 070800Z 03004KT 6000 FEW012 SCT018 29/16 Q1017 NOSIG=",
"43302599999","2022-02-07T08:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","050,1,N,0015,1","00549,1,C,N","006000,1,9,9","+0290,1","+0150,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 070830Z 05003KT 6000 FEW012 SCT018 29/15 Q1016 NOSIG=",
"43302599999","2022-02-07T09:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","060,1,N,0015,1","00549,1,C,N","006000,1,9,9","+0280,1","+0150,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 070900Z 06003KT 6000 FEW012 SCT018 28/15 Q1016 NOSIG=",
"43302599999","2022-02-07T09:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","00549,1,C,N","006000,1,9,9","+0290,1","+0150,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 070930Z VRB02KT 6000 FEW012 SCT018 29/15 Q1015 NOSIG=",
"43302599999","2022-02-07T10:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","050,1,N,0031,1","00549,1,C,N","006000,1,9,9","+0280,1","+0150,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 071000Z 05006KT 6000 FEW012 SCT018 28/15 Q1015 NOSIG=",
"43302599999","2022-02-07T10:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","00549,1,C,N","006000,1,9,9","+0300,1","+0150,1","99999,9","04,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 071030Z VRB02KT 6000 SCT012 SCT018 30/15 Q1015 NOSIG=",
"43302599999","2022-02-07T11:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","110,1,N,0015,1","00549,1,C,N","006000,1,9,9","+0290,1","+0150,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET064METAR VOBG 071100Z 11003KT 6000 FEW012 SCT018 29/15 Q1015 NOSIG=",
"43302599999","2022-02-07T11:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0026,1","99999,9,9,N","006000,1,9,9","+0290,1","+0150,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10150,1,99999,9",,,,"MET057METAR VOBG 071130Z 08005KT 6000 SCT012 29/15 Q1015 NOSIG=",
"43302599999","2022-02-07T12:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0026,1","99999,9,9,N","006000,1,9,9","+0270,1","+0140,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET057METAR VOBG 071200Z 08005KT 6000 SCT012 27/14 Q1016 NOSIG=",
"43302599999","2022-02-07T13:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0031,1","99999,9,9,N","006000,1,9,9","+0260,1","+0140,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10160,1,99999,9",,,,"MET057METAR VOBG 071300Z 08006KT 6000 SCT012 26/14 Q1016 NOSIG=",
"43302599999","2022-02-07T14:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0031,1","99999,9,9,N","006000,1,9,9","+0250,1","+0150,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10170,1,99999,9",,,,"MET057METAR VOBG 071400Z 08006KT 6000 SCT012 25/15 Q1017 NOSIG=",
"43302599999","2022-02-07T15:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0036,1","99999,9,9,N","006000,1,9,9","+0230,1","+0130,1","99999,9","02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10180,1,99999,9",,,,"MET057METAR VOBG 071500Z 10007KT 6000 FEW012 23/13 Q1018 NOSIG=",
"43302599999","2022-02-07T16:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0046,1","99999,9,9,N","006000,1,9,9","+0220,1","+0170,1","99999,9","02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10190,1,99999,9",,,,"MET057METAR VOBG 071600Z 08009KT 6000 FEW012 22/17 Q1019 NOSIG=",
"43302599999","2022-02-07T17:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0057,1","99999,9,9,N","006000,1,9,9","+0210,1","+0160,1","99999,9","02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10190,1,99999,9",,,,"MET057METAR VOBG 071700Z 10011KT 6000 FEW012 21/16 Q1019 NOSIG=",
"43302599999","2022-02-07T18:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0062,1","99999,9,9,N","006000,1,9,9","+0200,1","+0170,1","99999,9","02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10180,1,99999,9",,,,"MET057METAR VOBG 071800Z 10012KT 6000 FEW012 20/17 Q1018 NOSIG=",
"43302599999","2022-02-08T00:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0026,1","00366,1,C,N","004000,1,9,9","+0170,1","+0170,1","99999,9","04,1,+00305,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00305,1,99,9,99,9","10160,1,99999,9","10,1",,,"MET079METAR COR VOBG 080000Z 10005KT 4000 BR SCT010 SCT012 17/17 Q1016 TEMPO 3000 BR=",
"43302599999","2022-02-08T00:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0026,1","00366,1,C,N","003000,1,9,9","+0170,1","+0170,1","99999,9","04,1,+00305,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00305,1,99,9,99,9","10160,1,99999,9","10,1",,,"MET075METAR VOBG 080030Z 10005KT 3000 BR SCT010 SCT012 17/17 Q1016 TEMPO 1500 BR=",
"43302599999","2022-02-08T01:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0015,1","02438,1,C,N","002000,1,9,9","+0170,1","+0170,1","99999,9","04,1,+00305,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00305,1,99,9,99,9","10170,1,99999,9","10,1",,,"MET075METAR VOBG 080100Z 10003KT 2000 BR SCT010 SCT080 17/17 Q1017 TEMPO 1500 BR=",
"43302599999","2022-02-08T01:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0021,1","02438,1,C,N","001500,1,9,9","+0180,1","+0180,1","99999,9","02,1,+00244,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10170,1,99999,9","10,1",,,"MET067METAR VOBG 080130Z 10004KT 1500 BR FEW008 SCT080 18/18 Q1017 NOSIG=",
"43302599999","2022-02-08T02:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","999,9,V,0010,1","02438,1,C,N","001500,1,9,9","+0180,1","+0180,1","99999,9","02,1,+00244,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10180,1,99999,9","10,1",,,"MET067METAR VOBG 080200Z VRB02KT 1500 BR FEW008 SCT080 18/18 Q1018 NOSIG=",
"43302599999","2022-02-08T02:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","180,1,N,0010,1","02438,1,C,N","001500,1,9,9","+0190,1","+0180,1","99999,9","02,1,+00244,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10180,1,99999,9","10,1",,,"MET067METAR VOBG 080230Z 18002KT 1500 BR FEW008 SCT080 19/18 Q1018 NOSIG=",
"43302599999","2022-02-08T03:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0015,1","99999,9,9,N","003000,1,9,9","+0200,1","+0180,1","99999,9","04,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10190,1,99999,9","05,1",,,"MET065METAR VOBG 080300Z 08003KT 3000 HZ SCT015 20/18 Q1019 BECMG 5000=",
"43302599999","2022-02-08T03:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0026,1","99999,9,9,N","003000,1,9,9","+0210,1","+0180,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10190,1,99999,9","05,1",,,"MET060METAR VOBG 080330Z 09005KT 3000 HZ SCT012 21/18 Q1019 NOSIG=",
"43302599999","2022-02-08T04:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0026,1","99999,9,9,N","003000,1,9,9","+0220,1","+0160,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10190,1,99999,9","05,1",,,"MET065METAR VOBG 080400Z 10005KT 3000 HZ SCT012 22/16 Q1019 BECMG 5000=",
"43302599999","2022-02-08T04:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","100,1,N,0026,1","99999,9,9,N","005000,1,9,9","+0230,1","+0160,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10200,1,99999,9","05,1",,,"MET060METAR VOBG 080430Z 10005KT 5000 HZ SCT012 23/16 Q1020 NOSIG=",
"43302599999","2022-02-08T05:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0015,1","99999,9,9,N","006000,1,9,9","+0240,1","+0160,1","99999,9","04,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10190,1,99999,9",,,,"MET057METAR VOBG 080500Z 09003KT 6000 SCT015 24/16 Q1019 NOSIG=",
"43302599999","2022-02-08T05:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0010,1","99999,9,9,N","006000,1,9,9","+0250,1","+0170,1","99999,9","04,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10190,1,99999,9",,,,"MET057METAR VOBG 080530Z 09002KT 6000 SCT015 25/17 Q1019 NOSIG=",
"43302599999","2022-02-08T06:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","050,1,N,0010,1","99999,9,9,N","006000,1,9,9","+0260,1","+0160,1","99999,9","04,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10180,1,99999,9",,,,"MET057METAR VOBG 080600Z 05002KT 6000 SCT015 26/16 Q1018 NOSIG=",
"43302599999","2022-02-08T06:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","060,1,N,0010,1","99999,9,9,N","006000,1,9,9","+0270,1","+0160,1","99999,9","04,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10180,1,99999,9",,,,"MET057METAR VOBG 080630Z 06002KT 6000 SCT015 27/16 Q1018 NOSIG=",
"43302599999","2022-02-08T07:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","060,1,N,0010,1","99999,9,9,N","006000,1,9,9","+0270,1","+0160,1","99999,9","04,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10170,1,99999,9",,,,"MET057METAR VOBG 080700Z 06002KT 6000 SCT015 27/16 Q1017 NOSIG=",
"43302599999","2022-02-08T07:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0031,1","99999,9,9,N","006000,1,9,9","+0270,1","+0160,1","99999,9","04,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10160,1,99999,9",,,,"MET057METAR VOBG 080730Z 08006KT 6000 SCT015 27/16 Q1016 NOSIG=",
"43302599999","2022-02-08T08:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0021,1","02438,1,C,N","006000,1,9,9","+0280,1","+0150,1","99999,9","04,1,+00457,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 080800Z 08004KT 6000 SCT015 SCT080 28/15 Q1016 NOSIG=",
"43302599999","2022-02-08T08:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","270,1,N,0010,1","02438,1,C,N","006000,1,9,9","+0290,1","+0150,1","99999,9","04,1,+00457,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10160,1,99999,9",,,,"MET064METAR VOBG 080830Z 27002KT 6000 SCT015 SCT080 29/15 Q1016 NOSIG=",
"43302599999","2022-02-08T09:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","110,1,N,0005,1","02438,1,C,N","006000,1,9,9","+0290,1","+0150,1","99999,9","04,1,+00457,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10140,1,99999,9",,,,"MET064METAR VOBG 080900Z 11001KT 6000 SCT015 SCT080 29/15 Q1014 NOSIG=",
"43302599999","2022-02-08T09:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","090,1,N,0015,1","99999,9,9,N","006000,1,9,9","+0280,1","+0140,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET057METAR VOBG 080930Z 09003KT 6000 SCT012 28/14 Q1014 NOSIG=",
"43302599999","2022-02-08T10:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","070,1,N,0041,1","99999,9,9,N","006000,1,9,9","+0290,1","+0140,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET057METAR VOBG 081000Z 07008KT 6000 SCT012 29/14 Q1014 NOSIG=",
"43302599999","2022-02-08T10:30:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","080,1,N,0041,1","99999,9,9,N","006000,1,9,9","+0290,1","+0140,1","99999,9","04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET057METAR VOBG 081030Z 08008KT 6000 SCT012 29/14 Q1014 NOSIG=",
"43302599999","2022-02-08T11:00:00","4","12.949986","77.668206","887.57","BANGALORE, IN","FM-15","99999","V020","030,1,N,0015,1","99999,9,9,N","006000,1,9,9","+0300,1","+0130,1","99999,9","02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10140,1,99999,9",,,,"MET057METAR VOBG 081100Z 03003KT 6000 FEW012 30/13 Q1014 NOSIG=",
