"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","REM","EQD"
"43181099999","2022-01-01T05:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","070,1,N,0046,1","22000,1,9,N","005000,1,9,9","+0280,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,1,99999,9",,"05,1",,,"MET057METAR VOBZ 010530Z 07009KT 5000 HZ NSC 28/20 Q1019 NOSIG=",
"43181099999","2022-01-01T06:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0284,1","+0191,1","10183,1",,,,,,,,,,,,,,"99999,9,10155,1","9,9,999,9,+000,1",,,,"SYN05243181 32997 00703 10284 20191 30155 40183 333 58000=",
"43181099999","2022-01-01T06:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","070,1,N,0046,1","22000,1,9,N","006000,1,9,9","+0280,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,,,,"MET054METAR VOBZ 010600Z 07009KT 6000 NSC 28/20 Q1018 NOSIG=",
"43181099999","2022-01-01T06:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0290,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,,,,"MET054METAR VOBZ 010630Z 09006KT 6000 NSC 29/20 Q1017 NOSIG=",
"43181099999","2022-01-01T07:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","080,1,N,0041,1","22000,1,9,N","006000,1,9,9","+0290,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,,,,"MET054METAR VOBZ 010700Z 08008KT 6000 NSC 29/20 Q1017 NOSIG=",
"43181099999","2022-01-01T07:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","070,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0300,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,,,,"MET054METAR VOBZ 010730Z 07005KT 6000 NSC 30/19 Q1016 NOSIG=",
"43181099999","2022-01-01T08:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0051,1","22000,1,9,N","006000,1,9,9","+0290,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,,,,"MET054METAR VOBZ 010800Z 09010KT 6000 NSC 29/19 Q1016 NOSIG=",
"43181099999","2022-01-01T08:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0051,1","22000,1,9,N","006000,1,9,9","+0290,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOBZ 010830Z 09010KT 6000 NSC 29/19 Q1015 NOSIG=",
"43181099999","2022-01-01T09:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0290,1","+0180,1","10151,1",,,,,,,,,,,,,,"99999,9,10123,1","9,9,999,9,-006,1",,,,"SYN05243181 32997 00904 10290 20180 30123 40151 333 59006=",
"43181099999","2022-01-01T09:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0041,1","22000,1,9,N","006000,1,9,9","+0290,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOBZ 010900Z 09008KT 6000 NSC 29/19 Q1015 NOSIG=",
"43181099999","2022-01-01T09:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","080,1,N,0041,1","22000,1,9,N","006000,1,9,9","+0290,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOBZ 010930Z 08008KT 6000 NSC 29/19 Q1015 NOSIG=",
"43181099999","2022-01-01T10:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","080,1,N,0041,1","22000,1,9,N","006000,1,9,9","+0290,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10140,1,99999,9",,,,,"MET054METAR VOBZ 011000Z 08008KT 6000 NSC 29/19 Q1014 NOSIG=",
"43181099999","2022-01-01T10:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","100,1,N,0036,1","22000,1,9,N","006000,1,9,9","+0290,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOBZ 011030Z 10007KT 6000 NSC 29/19 Q1015 NOSIG=",
"43181099999","2022-01-01T11:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0280,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOBZ 011100Z 09005KT 6000 NSC 28/19 Q1015 NOSIG=",
"43181099999","2022-01-01T11:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","100,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0280,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOBZ 011130Z 10006KT 6000 NSC 28/19 Q1015 NOSIG=",
"43181099999","2022-01-01T12:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0278,1","+0188,1","10151,1",,,,,,,,,,,,,,"99999,9,10123,1","9,9,999,9,-007,1",,,,"SYN05843181 32997 00902 10278 20188 30123 40151 333 10296 59007=",
"43181099999","2022-01-01T12:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0280,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,,,,"MET054METAR VOBZ 011200Z 09006KT 6000 NSC 28/19 Q1015 NOSIG=",
"43181099999","2022-01-01T12:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0031,1","22000,1,9,N","005000,1,9,9","+0270,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,"05,1",,,"MET057METAR VOBZ 011230Z 09006KT 5000 HZ NSC 27/20 Q1015 NOSIG=",
"43181099999","2022-01-01T13:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0026,1","22000,1,9,N","005000,1,9,9","+0270,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"05,1",,,"MET057METAR VOBZ 011300Z 09005KT 5000 HZ NSC 27/20 Q1016 NOSIG=",
"43181099999","2022-01-01T13:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","100,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0260,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"05,1",,,"MET057METAR VOBZ 011330Z 10004KT 4000 HZ NSC 26/20 Q1016 NOSIG=",
"43181099999","2022-01-01T14:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","100,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0260,1","+0200,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10170,1,99999,9",,"05,1",,,"MET060METAR VOBZ 011400Z 10004KT 4000 HZ FEW020 26/20 Q1017 NOSIG=",
"43181099999","2022-01-01T14:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","120,1,N,0015,1","99999,9,9,N","003500,1,9,9","+0250,1","+0200,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10170,1,99999,9",,"05,1",,,"MET060METAR VOBZ 011430Z 12003KT 3500 HZ FEW020 25/20 Q1017 NOSIG=",
"43181099999","2022-01-01T15:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0246,1","+0215,1","10177,1",,,,,,,,,,,,,,"99999,9,10149,1","9,9,999,9,-007,1",,,,"SYN05243181 32996 00000 10246 20215 30149 40177 333 59007=",
"43181099999","2022-01-01T15:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","003000,1,9,9","+0250,1","+0220,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,,"MET057METAR VOBZ 011500Z 00000KT 3000 BR NSC 25/22 Q1018 NOSIG=",
"43181099999","2022-01-01T15:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","150,1,N,0015,1","22000,1,9,N","003000,1,9,9","+0250,1","+0220,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,,"MET057METAR VOBZ 011530Z 15003KT 3000 BR NSC 25/22 Q1018 NOSIG=",
"43181099999","2022-01-01T16:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","110,1,N,0021,1","22000,1,9,N","003000,1,9,9","+0240,1","+0220,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,,"MET057METAR VOBZ 011600Z 11004KT 3000 BR NSC 24/22 Q1018 NOSIG=",
"43181099999","2022-01-01T18:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0236,1","+0214,1","10178,1",,"0,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10150,1","9,9,999,9,-008,1","05,1",,,"SYN06443181 31596 30000 10236 20214 30150 40178 70500 83500 333 59008=",
"43181099999","2022-01-01T21:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0226,1","+0204,1","10161,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10133,1","9,9,999,9,-023,1","05,1",,,"SYN06443181 31596 20000 10226 20204 30133 40161 70500 82500 333 59023=",
"43181099999","2022-01-02T00:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0218,1","+0214,1","10157,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"99999,9,10129,1","9,9,999,9,-017,1","10,1",,,"SYN05843181 31995 00000 10218 20214 30129 40157 71000 333 59017=",
"43181099999","2022-01-02T00:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001200,1,9,9","+0220,1","+0220,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020000Z 00000KT 1200 BR NSC 22/22 Q1016 NOSIG=",
"43181099999","2022-01-02T00:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001200,1,9,9","+0220,1","+0220,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"10,1",,,"MET065METAR VOBZ 020030Z 00000KT 1200 BR NSC 22/22 Q1016 TEMPO 0800 FG=",
"43181099999","2022-01-02T01:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0220,1","+0210,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020100Z 00000KT 1000 BR NSC 22/21 Q1016 NOSIG=",
"43181099999","2022-01-02T01:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","030,1,N,0026,1","22000,1,9,N","001200,1,9,9","+0220,1","+0210,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020130Z 03005KT 1200 BR NSC 22/21 Q1017 NOSIG=",
"43181099999","2022-01-02T02:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","050,1,N,0026,1","22000,1,9,N","001500,1,9,9","+0220,1","+0210,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020200Z 05005KT 1500 BR NSC 22/21 Q1017 NOSIG=",
"43181099999","2022-01-02T02:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","030,1,N,0026,1","22000,1,9,N","001800,1,9,9","+0230,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020230Z 03005KT 1800 BR NSC 23/20 Q1018 NOSIG=",
"43181099999","2022-01-02T03:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","090,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0228,1","+0203,1","10184,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0296,1","240,N,+0206,1","99999,9,10156,1","9,9,999,9,-009,1","05,1",,,"SYN08643181 31596 30902 10228 20203 30156 40184 70500 82401 333 10296 20206 59009 555 10000=",
"43181099999","2022-01-02T03:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","060,1,N,0031,1","22000,1,9,N","002000,1,9,9","+0230,1","+0210,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020300Z 06006KT 2000 BR NSC 23/21 Q1018 NOSIG=",
"43181099999","2022-01-02T03:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","060,1,N,0031,1","22000,1,9,N","002000,1,9,9","+0230,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020330Z 06006KT 2000 BR NSC 23/20 Q1018 NOSIG=",
"43181099999","2022-01-02T04:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","060,1,N,0031,1","22000,1,9,N","002500,1,9,9","+0240,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"10,1",,,"MET057METAR VOBZ 020400Z 06006KT 2500 BR NSC 24/20 Q1018 NOSIG=",
"43181099999","2022-01-02T04:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","080,1,N,0051,1","22000,1,9,N","003000,1,9,9","+0250,1","+0200,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"05,1",,,"MET057METAR VOBZ 020430Z 08010KT 3000 HZ NSC 25/20 Q1018 NOSIG=",
"43181099999","2022-01-02T05:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","080,1,N,0051,1","22000,1,9,N","003000,1,9,9","+0250,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"05,1",,,"MET057METAR VOBZ 020500Z 08010KT 3000 HZ NSC 25/19 Q1018 NOSIG=",
"43181099999","2022-01-02T05:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","090,1,N,0051,1","22000,1,9,N","003500,1,9,9","+0260,1","+0190,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"05,1",,,"MET057METAR VOBZ 020530Z 09010KT 3500 HZ NSC 26/19 Q1018 NOSIG=",
"43181099999","2022-01-02T06:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-12","99999","V020","090,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0280,1","+0197,1","10175,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10147,1","9,9,999,9,-008,1",,,,"SYN05843181 32597 30903 10280 20197 30147 40175 81401 333 59008=",
"43181099999","2022-01-02T06:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","070,1,N,0041,1","99999,9,9,N","004000,1,9,9","+0280,1","+0200,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10170,1,99999,9",,"05,1",,,"MET060METAR VOBZ 020600Z 07008KT 4000 HZ FEW020 28/20 Q1017 NOSIG=",
"43181099999","2022-01-02T06:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","080,1,N,0041,1","99999,9,9,N","004500,1,9,9","+0280,1","+0200,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10170,1,99999,9",,"05,1",,,"MET060METAR VOBZ 020630Z 08008KT 4500 HZ FEW020 28/20 Q1017 NOSIG=",
"43181099999","2022-01-02T07:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","100,1,N,0051,1","99999,9,9,N","005000,1,9,9","+0290,1","+0200,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10160,1,99999,9",,"05,1",,,"MET060METAR VOBZ 020700Z 10010KT 5000 HZ FEW020 29/20 Q1016 NOSIG=",
"43181099999","2022-01-02T07:30:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","080,1,N,0021,1","99999,9,9,N","005000,1,9,9","+0280,1","+0200,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10150,1,99999,9",,"05,1",,,"MET060METAR VOBZ 020730Z 08004KT 5000 HZ FEW020 28/20 Q1015 NOSIG=",
"43181099999","2022-01-02T08:00:00","4","16.530433","80.796847","24.99","VIJAYAWADA, IN","FM-15","99999","V020","100,1,N,0015,1","99999,9,9,N","005000,1,9,9","+0290,1","+0190,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10140,1,99999,9",,"05,1",,,"MET060METAR VOBZ 020800Z 10003KT 5000 HZ FEW020 29/19 Q1014 NOSIG=",
