"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","ME1","MW1","REM","EQD"
"43331099999","2022-01-02T06:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0294,1","+0236,1","10157,1",,,,,,"02,1,+00450,1,08,1",,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00450,1,99,9,99,9",,,"99999,9,10114,1","9,9,999,9,-007,1",,,"SYN05843331 32497 20502 10294 20236 30114 40157 82100 333 59007=",
"43331099999","2022-01-02T09:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0298,1","+0228,1","10126,1",,,,,,"02,1,+00450,1,06,1",,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00450,1,99,9,99,9",,,"99999,9,10083,1","9,9,999,9,-008,1",,,"SYN05843331 32497 20502 10298 20228 30083 40126 82400 333 59008=",
"43331099999","2022-01-02T12:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0021,1","22000,1,9,N","010000,1,9,9","+0270,1","+0226,1","10128,1",,,,,,"99,9,+99999,9,00,1",,,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10085,1","9,9,999,9,-007,1",,,"SYN06443331 32997 10204 10270 20226 30085 40128 80001 333 10306 59007=","Q01    003SCCGA1"
"43331099999","2022-01-02T15:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0250,1","+0229,1","10147,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10103,1","9,9,999,9,-015,1",,,"SYN05843331 32596 30503 10250 20229 30103 40147 82501 333 59015=",
"43331099999","2022-01-02T18:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0254,1","+0215,1","10148,1",,,,,,"02,1,+00450,1,08,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00450,1,99,9,99,9",,,"99999,9,10104,1","9,9,999,9,-013,1",,,"SYN05843331 32496 40502 10254 20215 30104 40148 82801 333 59013=",
"43331099999","2022-01-02T21:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0234,1","+0222,1","10131,1",,"2,1,02,1","2,1,02,1",,,"04,1,+00450,1,07,1","99,9,+99999,9,05,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00450,1,99,9,99,9",,,"99999,9,10088,1","9,9,999,9,-011,1",,"05,1","SYN06443331 31495 80502 10234 20222 30088 40131 70522 84722 333 59011=",
"43331099999","2022-01-03T00:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0226,1","+0217,1","10132,1","21,0000,9,1","5,1,02,1","1,1,02,1",,,"99,9,+99999,9,00,1",,,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10088,1","9,9,999,9,-012,1",,"05,1","SYN07043331 21995 10000 10226 20217 30088 40132 70551 80001 333 59012 6990/=","Q01  00002PRCP21Q02    003SCCGA1"
"43331099999","2022-01-03T03:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0238,1","+0226,1","10154,1","24,0000,9,1",,,,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0306,1","240,N,+0222,1","99999,9,10111,1","9,9,999,9,-011,1",,,"SYN09243331 22597 30502 10238 20226 30111 40154 81531 333 10306 20222 59011 6990/ 555 00000 10022=","Q01  00002PRCP24"
"43331099999","2022-01-03T06:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0286,1","+0227,1","10149,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10106,1","9,9,999,9,-008,1",,,"SYN05843331 32597 40203 10286 20227 30106 40149 83501 333 59008=",
"43331099999","2022-01-03T09:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0296,1","+0226,1","10126,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10083,1","9,9,999,9,+000,1",,,"SYN05843331 32597 20502 10296 20226 30083 40126 81501 333 58000=",
"43331099999","2022-01-03T12:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0268,1","+0217,1","10130,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10087,1","9,9,999,9,+002,1",,,"SYN06443331 32597 30203 10268 20217 30087 40130 82501 333 10302 58002=",
"43331099999","2022-01-03T15:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0254,1","+0212,1","10150,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10107,1","9,9,999,9,+004,1",,,"SYN05843331 32596 40503 10254 20212 30107 40150 82531 333 58004=",
"43331099999","2022-01-03T18:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0242,1","+0218,1","10151,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10108,1","9,9,999,9,+004,1",,,"SYN05843331 32596 53202 10242 20218 30108 40151 83531 333 58004=",
"43331099999","2022-01-03T21:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","002000,1,9,9","+0224,1","+0215,1","10134,1",,"0,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10090,1","9,9,999,9,+002,1",,"05,1","SYN06443331 31595 40502 10224 20215 30090 40134 70500 83501 333 58002=",
"43331099999","2022-01-04T00:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0010,1","22000,1,9,N","002000,1,9,9","+0222,1","+0213,1","10135,1",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10091,1","9,9,999,9,+003,1",,"05,1","SYN06443331 31595 30202 10222 20213 30091 40135 70500 82501 333 58003=",
"43331099999","2022-01-04T03:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0234,1","+0213,1","10171,1",,"0,1,02,1","0,1,02,1",,,,,,,,,"240,M,+0302,1","240,N,+0212,1","99999,9,10127,1","9,9,999,9,+016,1",,"05,1","SYN08043331 31996 00202 10234 20213 30127 40171 70500 333 10302 20212 58016 555 10022=",
"43331099999","2022-01-04T06:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0274,1","+0208,1","10162,1",,,,,,"05,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00800,1,99,9,99,9",,,"99999,9,10118,1","9,9,999,9,+012,1",,,"SYN05843331 32597 50503 10274 20208 30118 40162 85500 333 58012=",
"43331099999","2022-01-04T09:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0021,1","22000,1,9,N","010000,1,9,9","+0280,1","+0204,1","10133,1",,,,,,"03,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10090,1","9,9,999,9,+007,1",,,"SYN05843331 32597 30504 10280 20204 30090 40133 83500 333 58007=",
"43331099999","2022-01-04T12:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0260,1","+0199,1","10133,1",,,,,,"01,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10090,1","9,9,999,9,+003,1",,,"SYN06443331 32597 10203 10260 20199 30090 40133 81500 333 10287 58003=",
"43331099999","2022-01-04T15:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0234,1","+0200,1","10153,1",,,,,,,,,,,,,,"99999,9,10109,1","9,9,999,9,+002,1",,,"SYN05243331 32996 00000 10234 20200 30109 40153 333 58002=",
"43331099999","2022-01-04T18:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0226,1","+0204,1","10158,1",,,,,,,,,,,,,,"99999,9,10113,1","9,9,999,9,+005,1",,,"SYN05243331 32996 00000 10226 20204 30113 40158 333 58005=",
"43331099999","2022-01-04T21:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0214,1","+0198,1","10142,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"99999,9,10098,1","9,9,999,9,+008,1",,"05,1","SYN05843331 31995 03402 10214 20198 30098 40142 70500 333 58008=",
"43331099999","2022-01-05T00:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0210,1","+0194,1","10143,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"99999,9,10099,1","9,9,999,9,+008,1",,"10,1","SYN05843331 31995 03402 10210 20194 30099 40143 71000 333 58008=",
"43331099999","2022-01-05T03:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","010000,1,9,9","+0226,1","+0201,1","10163,1",,,,,,"99,9,+00800,1,00,1",,,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,00800,1,99,9,99,9","240,M,+0287,1","240,N,+0201,1","99999,9,10119,1","9,9,999,9,-008,1",,,"SYN08043331 32597 10000 10226 20201 30119 40163 80001 333 10287 20201 59008 555 10022=","Q01    003SCCGA1"
"43331099999","2022-01-05T06:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0015,1","22000,1,9,N","010000,1,9,9","+0286,1","+0218,1","10153,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10109,1","9,9,999,9,-009,1",,,"SYN05843331 32597 20503 10286 20218 30109 40153 81501 333 59009=",
"43331099999","2022-01-05T09:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","360,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0300,1","+0233,1","10122,1",,,,,,"99,9,+00800,1,00,1",,,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,00800,1,99,9,99,9",,,"99999,9,10079,1","9,9,999,9,-011,1",,,"SYN05843331 32597 13602 10300 20233 30079 40122 80001 333 59011=","Q01    003SCCGA1"
"43331099999","2022-01-05T12:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0274,1","+0224,1","10127,1",,,,,,"99,9,+99999,9,00,1",,,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10084,1","9,9,999,9,-006,1",,,"SYN06443331 32997 10202 10274 20224 30084 40127 80001 333 10307 59006=","Q01    003SCCGA1"
"43331099999","2022-01-05T15:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","360,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0244,1","+0223,1","10147,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10103,1","9,9,999,9,-006,1",,,"SYN05843331 32596 23602 10244 20223 30103 40147 81530 333 59006=",
"43331099999","2022-01-05T18:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0234,1","+0219,1","10150,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10106,1","9,9,999,9,-007,1",,,"SYN05843331 32596 20502 10234 20219 30106 40150 81530 333 59007=",
"43331099999","2022-01-05T21:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0224,1","+0209,1","10133,1",,"1,1,02,1","1,1,02,1",,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10081,1","9,9,999,9,-009,1",,"05,1","SYN06443331 31596 23202 10224 20209 30081 40133 70511 81530 333 59009=",
"43331099999","2022-01-06T00:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0220,1","+0205,1","10136,1",,"1,1,02,1","1,1,02,1",,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10092,1","9,9,999,9,-007,1",,"05,1","SYN06443331 31596 23202 10220 20205 30092 40136 70511 81530 333 59007=",
"43331099999","2022-01-06T03:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0230,1","+0215,1","10156,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,00800,1,99,9,99,9","240,M,+0307,1","240,N,+0212,1","99999,9,10111,1","9,9,999,9,-008,1",,,"SYN08043331 32597 20202 10230 20215 30111 40156 81501 333 10307 20212 59008 555 10022=",
"43331099999","2022-01-06T06:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0021,1","22000,1,9,N","010000,1,9,9","+0290,1","+0232,1","10149,1",,,,,,"03,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10105,1","9,9,999,9,-004,1",,,"SYN05843331 32597 30504 10290 20232 30105 40149 83400 333 59004=",
"43331099999","2022-01-06T09:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0306,1","+0230,1","10116,1",,,,,,"01,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10073,1","9,9,999,9,-006,1",,,"SYN05843331 32597 10202 10306 20230 30073 40116 81500 333 59006=",
"43331099999","2022-01-06T12:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0270,1","+0232,1","10115,1",,,,,,"02,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10072,1","9,9,999,9,-012,1",,,"SYN06443331 32597 20202 10270 20232 30072 40115 82500 333 10311 59012=",
"43331099999","2022-01-06T15:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0250,1","+0229,1","10135,1",,,,,,"01,1,+00800,1,06,1",,,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10092,1","9,9,999,9,-011,1",,,"SYN05843331 32596 10502 10250 20229 30092 40135 81500 333 59011=",
"43331099999","2022-01-06T18:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0236,1","+0224,1","10139,1",,,,,,,,,,,,,,"99999,9,10096,1","9,9,999,9,-010,1",,,"SYN05243331 32996 00000 10236 20224 30096 40139 333 59010=",
"43331099999","2022-01-06T21:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0228,1","+0219,1","10127,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"99999,9,10083,1","9,9,999,9,-006,1",,"05,1","SYN05843331 31995 03402 10228 20219 30083 40127 70500 333 59006=",
"43331099999","2022-01-07T00:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0222,1","+0219,1","10132,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,"99999,9,10088,1","9,9,999,9,-004,1",,"05,1","SYN05843331 31995 00000 10222 20219 30088 40132 70500 333 59004=",
"43331099999","2022-01-07T03:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0238,1","+0226,1","10155,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0311,1","240,N,+0218,1","99999,9,10112,1","9,9,999,9,+001,1",,,"SYN08043331 32597 43202 10238 20226 30112 40155 82531 333 10311 20218 58001 555 10022=",
"43331099999","2022-01-07T06:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0284,1","+0222,1","10145,1",,,,,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,10102,1","9,9,999,9,-003,1",,,"SYN05843331 32597 50502 10284 20222 30102 40145 83501 333 59003=",
"43331099999","2022-01-07T09:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0304,1","+0231,1","10117,1",,,,,,"01,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00800,1,99,9,99,9",,,"99999,9,10074,1","9,9,999,9,+001,1",,,"SYN05843331 32597 30502 10304 20231 30074 40117 81531 333 58001=",
"43331099999","2022-01-07T12:00:00","4","11.9666666","79.8166666","38.0","M.O. PONDICHERRY, IN","FM-12","99999","V020","020,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0274,1","+0230,1","10120,1",,,,,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,10077,1","9,9,999,9,+005,1",,,"SYN06443331 32597 40202 10274 20230 30077 40120 82501 333 10304 58005=",
