"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MD1","MW1","REM","EQD"
"42139099999","2022-01-03T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0222,1","+0071,1","10159,1",,"1,1,02,1","0,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,-022,1","05,1","SYN05842139 31995 10000 10222 20071 40159 70510 80001 333 59022=","Q01    003SCCGA1"
"42139099999","2022-01-03T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0176,1","+0097,1","10162,1",,"1,1,02,1","1,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,-013,1","05,1","SYN06442139 31995 20000 10176 20097 40162 70511 80001 333 10224 59013=","Q01    003SCCGA1"
"42139099999","2022-01-04T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0112,1","+0096,1","10190,1",,"2,1,02,1","2,1,02,1","06,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0224,1","240,N,+0070,1","9,9,999,9,-006,1","10,1","SYN08042139 31994 60000 10112 20096 40190 71022 86030 333 10224 20070 59006 555 10000=",
"42139099999","2022-01-04T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0196,1","+0108,1","10189,1",,"2,1,02,1","2,1,02,1","06,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","07,99,1,06,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,+001,1","05,1","SYN05842139 31994 70000 10196 20108 40189 70522 86031 333 58001=",
"42139099999","2022-01-04T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0226,1","+0072,1","10156,1",,"2,1,02,1","2,1,02,1","02,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,-003,1","05,1","SYN05842139 31995 50000 10226 20072 40156 70522 82031 333 59003=",
"42139099999","2022-01-04T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0190,1","+0118,1","10156,1",,"2,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,04,1",,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0233,1",,"9,9,999,9,-005,1","05,1","SYN06442139 31595 80000 10190 20118 40156 70522 8451/ 333 10233 59005=",
"42139099999","2022-01-05T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0128,1","+0113,1","10181,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0233,1","240,N,+0089,1","9,9,999,9,-010,1","45,1","SYN08042139 31/93 90000 10128 20113 40181 74544 89/// 333 10233 20089 59010 555 10000=",
"42139099999","2022-01-05T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0152,1","+0138,1","10193,1","03,0007,3,1","6,1,02,1","4,1,02,1","05,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+000,1","61,1","SYN06442139 21593 80000 10152 20138 40193 76164 8552/ 333 58000 6997/=",
"42139099999","2022-01-05T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0150,1","+0139,1","10167,1","06,0020,3,1","6,1,02,1","6,1,02,1","05,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+003,1","61,1","SYN06442139 21593 80000 10150 20139 40167 76166 8552/ 333 58003 6002/=",
"42139099999","2022-01-05T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0136,1","+0125,1","10156,1","09,0040,3,1","6,1,02,1","6,1,02,1","06,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,-004,1","61,1","SYN07042139 21593 80000 10136 20125 40156 76166 8652/ 333 10154 59004 6004/=",
"42139099999","2022-01-06T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0142,1","+0135,1","10187,1","24,0070,3,1","2,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0154,1","240,N,+0104,1","9,9,999,9,+009,1","10,1","SYN09242139 21594 71402 10142 20135 40187 71022 84530 333 10154 20104 58009 6007/ 555 00069 10007=",
"42139099999","2022-01-06T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0182,1","+0136,1","10180,1",,"2,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,-009,1","05,1","SYN05842139 31595 61402 10182 20136 40180 70522 84430 333 59009=",
"42139099999","2022-01-06T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","050,1,N,0015,1","22000,1,9,N","002000,1,9,9","+0194,1","+0110,1","10148,1",,"2,1,02,1","2,1,02,1","02,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,-014,1","05,1","SYN05842139 31595 40503 10194 20110 40148 70522 82530 333 59014=",
"42139099999","2022-01-06T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0184,1","+0131,1","10152,1",,"2,1,02,1","2,1,02,1","03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+000,1","05,1","SYN06442139 31595 60000 10184 20131 40152 70522 83530 333 10196 58000=",
"42139099999","2022-01-07T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","230,1,N,0010,1","00240,1,W,N","001000,1,9,9","+0148,1","+0141,1","10180,1",,"0,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0196,1","240,N,+0104,1","9,9,999,9,-007,1","10,1","SYN08042139 31/94 92302 10148 20141 40180 71000 89/// 333 10196 20104 59007 555 10007=",
"42139099999","2022-01-07T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","230,1,N,0015,1","22000,1,9,N","002000,1,9,9","+0178,1","+0151,1","10186,1",,"1,1,02,1","0,1,02,1","04,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+004,1","10,1","SYN05842139 31595 42303 10178 20151 40186 71010 84500 333 58004=",
"42139099999","2022-01-07T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0190,1","+0142,1","10165,1",,"2,1,02,1","1,1,02,1","03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+016,1","05,1","SYN05842139 31595 72304 10190 20142 40165 70521 83570 333 58016=",
"42139099999","2022-01-07T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0190,1","+0156,1","10158,1",,"2,1,02,1","2,1,02,1","03,1,+00800,1,06,1","99,9,+99999,9,04,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+006,1","10,1","SYN06442139 31595 80000 10190 20156 40158 71022 8351/ 333 10199 58006=",
"42139099999","2022-01-08T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0150,1","+0146,1","10176,1","24,0260,3,1","9,1,02,1","6,1,02,1","05,1,+00800,1,09,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0199,1","240,N,+0121,1","9,9,999,9,-002,1","61,1","SYN09242139 21594 80502 10150 20146 40176 76196 8532/ 333 10199 20121 59002 6026/ 555 00260 10033=",
"42139099999","2022-01-08T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0150,1","+0146,1","10194,1","03,0080,3,1","9,1,02,1","6,1,02,1","05,1,+00800,1,09,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+005,1","95,1","SYN06442139 21594 80000 10150 20146 40194 79596 8532/ 333 58005 6008/=",
"42139099999","2022-01-08T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0160,1","+0157,1","10169,1","06,0170,3,1","9,1,02,1","6,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,04,1",,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+001,1","10,1","SYN06442139 21595 80902 10160 20157 40169 71096 8451/ 333 58001 6017/=",
"42139099999","2022-01-08T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","050,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0160,1","+0150,1","10158,1","09,0170,3,1","9,1,02,1","6,1,02,1","05,1,+00450,1,07,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,05,1,99,9,00450,1,99,9,99,9","240,M,+0163,1",,"9,9,999,9,-003,1","10,1","SYN07042139 21495 60503 10160 20150 40158 71096 85730 333 10163 59003 6017/=",
"42139099999","2022-01-09T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","140,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0142,1","+0135,1","10152,1","24,0340,3,1","6,1,02,1","2,1,02,1","02,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0163,1","240,N,+0110,1","9,9,999,9,-024,1","10,1","SYN09242139 21595 51403 10142 20135 40152 71062 82530 333 10163 20110 59024 6034/ 555 00338 10067=",
"42139099999","2022-01-09T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","140,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0164,1","+0147,1","10156,1",,"2,1,02,1","2,1,02,1","05,1,+00450,1,07,1","99,9,+99999,9,04,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00450,1,99,9,99,9",,,"9,9,999,9,-035,1","10,1","SYN05842139 31495 81403 10164 20147 40156 71022 8571/ 333 59035=",
"42139099999","2022-01-09T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,9","002000,1,9,9","+0186,1","+0152,1","10136,1",,"6,1,03,1","2,1,03,1","04,1,+00600,1,08,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00600,1,99,9,99,9",,,"9,9,999,9,-030,1","05,1","SYN004BUFR",
"42139099999","2022-01-09T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0152,1","+0134,1","10142,1","09,0008,3,1","2,1,02,1","2,1,02,1","05,1,+00800,1,06,1","99,9,+99999,9,04,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,-016,1","10,1","SYN07042139 21595 80000 10152 20134 40142 71022 8551/ 333 10188 59016 6998/=",
"42139099999","2022-01-10T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0128,1","+0117,1","10186,1","24,0020,3,1","2,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9","240,M,+0188,1","240,N,+0092,1","9,9,999,9,+031,1","10,1","SYN09242139 21594 60000 10128 20117 40186 71022 84530 333 10188 20092 58031 6002/ 555 00024 10069=",
"42139099999","2022-01-10T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0148,1","+0122,1","10192,1",,"2,1,02,1","2,1,02,1","04,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+033,1","10,1","SYN05842139 31595 63402 10148 20122 40192 71022 84530 333 58033=",
"42139099999","2022-01-10T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0170,1","+0127,1","10168,1",,"2,1,02,1","1,1,02,1","03,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,"9,9,999,9,+030,1","05,1","SYN05842139 31595 30000 10170 20127 40168 70521 83500 333 58030=",
"42139099999","2022-01-10T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0156,1","+0123,1","10166,1",,"1,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,+024,1","10,1","SYN05842139 31995 00000 10156 20123 40166 71010 333 10178 58024=",
"42139099999","2022-01-11T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0096,1","+0092,1","10194,1",,"2,1,02,1","0,1,02,1","05,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0178,1","240,N,+0066,1","9,9,999,9,+005,1","10,1","SYN08042139 31994 50000 10096 20092 40194 71020 85030 333 10178 20066 58005 555 10069=",
"42139099999","2022-01-11T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","320,1,N,0010,1","00240,1,W,N","002000,1,9,9","+0116,1","+0108,1","10198,1",,"2,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,+003,1","10,1","SYN05842139 31/95 93202 10116 20108 40198 71020 89/// 333 58003=",
"42139099999","2022-01-11T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00240,1,W,N","002000,1,9,9","+0140,1","+0118,1","10169,1",,"0,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,-001,1","10,1","SYN05842139 31/95 90000 10140 20118 40169 71000 89/// 333 59001=",
"42139099999","2022-01-11T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0126,1","+0107,1","10160,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,-008,1","10,1","SYN05842139 31995 03202 10126 20107 40160 71000 333 10141 59008=",
"42139099999","2022-01-12T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00240,1,W,N","001000,1,9,9","+0106,1","+0090,1","10188,1",,"0,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0141,1","240,N,+0073,1","9,9,999,9,-003,1","10,1","SYN08042139 31/94 90000 10106 20090 40188 71000 89/// 333 10141 20073 59003 555 10069=",
"42139099999","2022-01-12T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00240,1,W,N","002000,1,9,9","+0128,1","+0101,1","10195,1",,"0,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,-002,1","10,1","SYN05842139 31/95 90000 10128 20101 40195 71000 89/// 333 59002=",
"42139099999","2022-01-12T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0170,1","+0102,1","10163,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,-004,1","05,1","SYN05242139 31995 00000 10170 20102 40163 70500 333 59004=",
"42139099999","2022-01-12T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0150,1","+0113,1","10160,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,+001,1","10,1","SYN05842139 31995 00000 10150 20113 40160 71000 333 10175 58001=",
"42139099999","2022-01-13T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0082,1","+0078,1","10192,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0175,1","240,N,+0042,1","9,9,999,9,+002,1","45,1","SYN08042139 31/93 90000 10082 20078 40192 74544 89/// 333 10175 20042 58002 555 10069=",
"42139099999","2022-01-13T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00240,1,W,N","001000,1,9,9","+0126,1","+0107,1","10198,1",,"4,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,+003,1","10,1","SYN05842139 31/94 90000 10126 20107 40198 71040 89/// 333 58003=",
"42139099999","2022-01-13T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00240,1,W,N","001000,1,9,9","+0138,1","+0099,1","10171,1",,"0,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,+006,1","10,1","SYN05842139 31/94 90000 10138 20099 40171 71000 89/// 333 58006=",
"42139099999","2022-01-13T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0132,1","+0109,1","10163,1",,"0,1,02,1","0,1,02,1",,,,,,,,"9,9,999,9,+003,1","10,1","SYN05842139 31995 00000 10132 20109 40163 71000 333 10140 58003=",
"42139099999","2022-01-14T03:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00060,1,W,N","000200,1,9,9","+0078,1","+0074,1","10203,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0140,1","240,N,+0038,1","9,9,999,9,+009,1","45,1","SYN08042139 31/92 90000 10078 20074 40203 74544 89/// 333 10140 20038 58009 555 10069=",
"42139099999","2022-01-14T06:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0112,1","+0104,1","10206,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,+007,1","43,1","SYN05842139 31/93 90000 10112 20104 40206 74344 89/// 333 58007=",
"42139099999","2022-01-14T09:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","320,1,N,0010,1","00240,1,W,N","001000,1,9,9","+0120,1","+0079,1","10181,1",,"4,1,02,1","0,1,02,1","09,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,+008,1","10,1","SYN05842139 31/94 93202 10120 20079 40181 71040 89/// 333 58008=",
"42139099999","2022-01-14T12:00:00","4","29.0166666","77.7166667","222.0","MEERUT, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0122,1","+0099,1","10173,1",,"1,1,02,1","0,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"9,9,999,9,+009,1","10,1","SYN06442139 31994 20000 10122 20099 40173 71010 80001 333 10130 58009=","Q01    003SCCGA1"
