variant,score_col,threshold,min_precision,max_false_alarm,min_point_f1,mean_point_f1,min_event_f1,mean_event_f1,min_event_recall
l2_calibrated_stack,i9_fault_stack_score,0.7128888888888889,0.4117647058823529,0.03446145626367021,0.21224489795918366,0.23157047765342695,0.21621621621621623,0.3303303303303303,0.4
l2_calibrated_stack,i9_fault_stack_score,0.7326666666666667,0.43209876543209874,0.03125573940193345,0.2066115702479339,0.2305785123966942,0.2222222222222222,0.3448773448773449,0.4
l2_calibrated_stack,i9_fault_stack_score,0.7524444444444445,0.44,0.02908587257617729,0.19327731092436976,0.21931523538783543,0.22857142857142856,0.3608610567514677,0.4
l2_calibrated_stack,i9_fault_stack_score,0.7722222222222223,0.4507042253521127,0.02908587257617729,0.19327731092436976,0.21739337244331697,0.22857142857142856,0.3678068410462777,0.4
l2_calibrated_stack,i9_fault_stack_score,0.792,0.47058823529411764,0.02770083102493075,0.1940928270042194,0.21918381808226237,0.23529411764705882,0.37478991596638656,0.4
l2_calibrated_stack,i9_fault_stack_score,0.8117777777777778,0.4918032786885246,0.024930747922437678,0.19574468085106383,0.21551939924906133,0.25000000000000006,0.3977272727272727,0.4
l2_calibrated_stack,i9_fault_stack_score,0.8315555555555556,0.5357142857142857,0.022160664819944602,0.1888412017167382,0.21442060085836911,0.26666666666666666,0.42841530054644805,0.4
l2_calibrated_stack,i9_fault_stack_score,0.8513333333333334,0.5769230769230769,0.019390581717451526,0.19047619047619047,0.21718931475029035,0.2857142857142857,0.45864661654135336,0.4
l2_calibrated_stack,i9_fault_stack_score,0.8711111111111112,0.58,0.019390581717451526,0.19047619047619047,0.21409055425448867,0.2857142857142857,0.4701298701298701,0.4
l2_calibrated_stack,i9_fault_stack_score,0.890888888888889,0.5681818181818182,0.019390581717451526,0.19047619047619047,0.20028011204481794,0.2857142857142857,0.4697802197802197,0.4
l2_calibrated_stack,i9_fault_stack_score,0.9106666666666667,0.5853658536585366,0.020775623268698064,0.1826086956521739,0.19343200740055505,0.27586206896551724,0.47793103448275864,0.4
l2_calibrated_stack,i9_fault_stack_score,0.9304444444444445,0.6666666666666666,0.020775623268698064,0.1826086956521739,0.19565217391304346,0.27586206896551724,0.507496251874063,0.4
l2_calibrated_stack,i9_fault_stack_score,0.9502222222222223,0.7333333333333333,0.019390581717451526,0.18340611353711792,0.18991734248284467,0.2857142857142857,0.5149501661129567,0.4
l2_calibrated_stack,i9_fault_stack_score,0.97,0.8076923076923077,0.01662049861495845,0.16740088105726872,0.1791549859831798,0.3076923076923077,0.5384615384615384,0.4
