station_id,station_name,state,latitude,longitude,elevation_m,wigos_id,wmo_id,icao,network_type,primary_provider,is_reference_only
55D635B4,KALPA,HIMACHAL_PRADESH,31.54,78.25,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D64324,POOH,HIMACHAL_PRADESH,31.7608,78.5829,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D64DF6,SANGLA,HIMACHAL_PRADESH,31.43,78.25,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D65052,MOORANG,HIMACHAL_PRADESH,31.6,78.4412,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D66B1A,BALRAMPUR,CHHATTISGARH,23.6022,83.6093,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D6786C,NAYA_RAIPUR,CHHATTISGARH,21.1592,81.803,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D6A0D6,MAJHOULI,HIMACHAL_PRADESH,31.02,76.64,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D6BD72,BARARA,HARYANA,30.2,77.03,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D6CBE2,PEHOWA,HARYANA,29.98,76.57,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D77444,SIWANI,HARYANA,28.92,75.61,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D77A96,TOHANA,HARYANA,29.72,75.89,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D78A12,DABWALI,HARYANA,29.95,74.69,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D797B6,ELLANABAD,HARYANA,29.43,74.69,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D7A22C,CHACCHRAULI,HARYANA,30.24,77.35,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D7C7CA,NIRMAL,TELANGANA,19.09,78.34,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D7E126,ASIFABAD,TELANGANA,19.3544,79.2839,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D7EFF4,BHADERWAH,JAMMU_AND_KASHMIR,32.95,75.72,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D7F250,KATHUA,JAMMU_AND_KASHMIR,32.38,75.52,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D7FC82,RAJOURI_ARG,JAMMU_AND_KASHMIR,33.39,74.34,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D80446,ZAINAPORA,JAMMU_AND_KASHMIR,33.78,75.0,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D80A94,LARNOO,JAMMU_AND_KASHMIR,33.62,75.38,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D81730,KHUDWANI,JAMMU_AND_KASHMIR,33.72,75.09,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D819E2,TRAL,JAMMU_AND_KASHMIR,33.93,75.11,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D822AA,BANDIPORA,JAMMU_AND_KASHMIR,34.2733,74.59,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D82C78,PERNEM,GOA,15.71,73.79,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D8543A,MORSHI,MAHARASHTRA,21.2833,78.01,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D86F72,HIWARA,MAHARASHTRA,20.14,76.29,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D872D6,SHEGAON,MAHARASHTRA,20.48,76.41,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D8FA10,TADIPATRI,ANDHRA_PRADESH,14.9,77.99,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D906BC,GOLKONDA,TELANGANA,17.38,78.4,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D92050,ALIPORE,WEST_BENGAL,22.5358,88.33,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D92E82,ITAHAR,WEST_BENGAL,25.7528,88.14,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D93326,SURAJPUR,CHHATTISGARH,23.2125,82.8714,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D945B6,MUNGELI,CHHATTISGARH,22.1012,81.7505,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D94B64,LORMI,CHHATTISGARH,22.2711,81.6869,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9635A,SONAMUKHI,WEST_BENGAL,23.4964,87.4131,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D96D88,NAGRI,CHHATTISGARH,20.3509,81.9563,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D97EFE,BEMETARA_DURG,CHHATTISGARH,21.7189,81.5365,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D99D0C,SAKTI,CHHATTISGARH,22.0242,82.9583,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9A644,NAWAGARH,CHHATTISGARH,21.8339,82.6411,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9A896,PATHALGAON,CHHATTISGARH,22.55,83.48,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9B532,BAGICHA,CHHATTISGARH,22.9656,83.6425,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9CD70,KATGHORA,CHHATTISGARH,22.5043,82.556,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9D0D4,JANAKPUR,CHHATTISGARH,23.72,81.78,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9DE06,SONHAT,CHHATTISGARH,23.48,82.52,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9E54E,CHILPI,CHHATTISGARH,22.1665,81.0517,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9EB9C,PANDARIA,CHHATTISGARH,22.2245,81.4047,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D9F8EA,PITHORA,CHHATTISGARH,21.2193,82.5092,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DA0F60,GARIABAND,CHHATTISGARH,20.6321,82.0606,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DA3AFA,MULTAI,MADHYA_PRADESH,21.77,78.25,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DA51CE,BERASIA,MADHYA_PRADESH,23.62,77.43,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DA87A6,SAUSAR,MADHYA_PRADESH,21.66,78.8,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DAA14A,BHANDER,MADHYA_PRADESH,25.73,78.74,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DAAF98,KANNOD,MADHYA_PRADESH,22.66,76.74,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DC0FAE,BHAIRUNDA,MADHYA_PRADESH,22.68,77.27,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DC1CD8,LAKHNADON,MADHYA_PRADESH,22.61,79.61,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DC5100,NARWAR,MADHYA_PRADESH,24.8344,77.87,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DC6A48,KARAHAL,MADHYA_PRADESH,25.49,77.05,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DC77EC,KHURAI,MADHYA_PRADESH,24.04,78.33,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DC793E,RAHALI,MADHYA_PRADESH,23.64,79.06,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DC89BA,PRITHVIPUR,MADHYA_PRADESH,24.32,82.27,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DCA184,TARANA,MADHYA_PRADESH,23.32,76.04,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DCB2F2,KURWAI,MADHYA_PRADESH,24.13,78.04,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DCBC20,LATERI,MADHYA_PRADESH,24.05,77.4,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DD68B2,BABERU,UTTAR_PRADESH,25.33,80.43,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DDEEA6,JALESAR,UTTAR_PRADESH,27.4567,78.29,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DE54F4,PATTI,UTTAR_PRADESH,25.92,82.2,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DEAAA2,DANAURA,UTTAR_PRADESH,28.95,78.25,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DEB9D4,KONCH,UTTAR_PRADESH,25.99,79.14,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DEE77A,MAURANIPUR,UTTAR_PRADESH,25.15,79.8,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DF0672,SIKANDRA,UTTAR_PRADESH,26.37,79.62,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DFB5FC,MATH,UTTAR_PRADESH,27.64,77.7067,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55DFD01A,MAWANA,UTTAR_PRADESH,29.11,77.93,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E00842,KASBAH_KHATAULI,UTTAR_PRADESH,29.26,77.72,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E0B51E,RAMGANJ_MANDI,RAJASTHAN,24.69,75.93,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E0DE2A,GHARSANA,RAJASTHAN,29.02,73.07,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E18CAC,CHATTARGARH,RAJASTHAN,28.66,73.12,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E19108,KHAJUWALA,RAJASTHAN,28.7,72.59,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E24EBC,KODANGAL,TELANGANA,17.1,77.66,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E25DCA,KALWAKURTHY,TELANGANA,16.6667,78.4889,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E26850,MAHBUBNAGAR,TELANGANA,16.75,77.99,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E275F4,SHADNAGAR,TELANGANA,17.07,78.2,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E28570,SERILINGAMPALLY,TELANGANA,17.46,78.32,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E28BA2,KUKATPALLY_JNTU,TELANGANA,17.4958,78.3908,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E29606,UPPAL,TELANGANA,17.4,78.56,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E2A39C,DEVARAKONDA,TELANGANA,16.69,79.92,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E2B0EA,BHONGIR,TELANGANA,17.5227,78.8957,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E2BE38,JANGAON,TELANGANA,17.72,79.17,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E2E096,YELLANDU,TELANGANA,17.59,80.31,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E30F4C,SIDDIPET,TELANGANA,18.09,78.85,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E31C3A,YACHARAM,TELANGANA,17.05,78.66,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E32772,CHEVELLA,TELANGANA,17.31,78.13,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E329A0,PARGI,TELANGANA,17.18,77.87,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E33AD6,ARAKU_VALLEY,ANDHRA_PRADESH,18.32,82.87,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E351E2,AMBAJIPETA_ARG,ANDHRA_PRADESH,16.6,81.94,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E35F30,VIJAYARAI,ANDHRA_PRADESH,16.63,81.04,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E36478,NAGARJUNA_SAGAR,TELANGANA,16.5858,79.3128,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E394FC,JANGAMESHWARAPURAM,ANDHRA_PRADESH,16.4667,79.4333,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E3A166,PODALAKUR,ANDHRA_PRADESH,14.3759,79.7347,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E3AFB4,CHITTOOR,ANDHRA_PRADESH,13.2125,79.0998,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E403AA,DEVPRAYAG,UTTARAKHAND,30.14,78.6,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E40D78,UKHIMATH,UTTARAKHAND,30.5119,79.0939,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E410DC,JAKHOLI,UTTARAKHAND,30.39,78.89,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E438E2,MINENG,MEGHALAYA,25.2,90.32,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E44E72,RESUBELAPARA,MEGHALAYA,25.89,90.6,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E453D6,MAIRANG,MEGHALAYA,25.55,91.62,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E4A352,TAMULPUR,ASSAM,26.6,91.59,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E4C866,DUDHNOI,ASSAM,25.98,90.78,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E4DB10,LALA,ASSAM,24.56,92.61,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E4E058,MATIJURI,ASSAM,24.65,92.6,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E4EE8A,SARUPATHAR,ASSAM,26.22,93.86,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E4F32E,BOKAKHAT,ASSAM,26.36,93.66,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E50F82,BARPETA_ARG,ASSAM,26.32,91.0,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E53A18,SHIVAJINAGAR_PUNE,MAHARASHTRA,18.5286,73.8493,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E5425A,NDA_PUNE,MAHARASHTRA,18.47,73.78,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E54C88,MAGARPATTA_PUNE,MAHARASHTRA,18.5115,73.9285,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E5512C,MC_AHEMADABAD,GUJARAT,23.07,72.52,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E5C44E,PATHARUGHAT,ASSAM,26.42,91.89,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E5CA9C,DALGAON,ASSAM,26.5689,92.1958,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E5E2A2,BIJNI,ASSAM,26.42,90.7,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E6065E,BARAPALLI,ODISHA,21.18,83.59,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E67808,FAGU,HIMACHAL_PRADESH,31.08,77.3,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E68E98,JUNG,ARUNACHAL_PRADESH,27.575,91.985,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E6BB02,DIRANG,ARUNACHAL_PRADESH,27.36,92.2439,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E7E756,BHAGWANPURHAT,BIHAR,26.0992,84.6786,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E95E62,ENAMAKKAL,KERALA,10.5,76.1,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E9765C,NERYAMANGALAM,KERALA,10.05,76.77,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55E9BD90,ISLAMNAGAR,MADHYA_PRADESH,23.36,77.42,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EA57BE,KALOL,GUJARAT,23.24,72.49,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EA596C,DHANDHUKA,GUJARAT,22.3851,71.9784,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EA6CF6,BAYAD,GUJARAT,23.21,73.21,220.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EC21E0,LAVALE,MAHARASHTRA,18.5363,73.7325,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EC5770,AMARWADA,MADHYA_PRADESH,22.3,79.16,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EC59A2,INDERGARH,MADHYA_PRADESH,25.9,78.54,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EC7F4E,SOHAGPUR,MADHYA_PRADESH,22.6961,78.1939,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55ECA926,BARELI,MADHYA_PRADESH,22.99,78.23,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55ED9094,RISHIKESH,UTTARAKHAND,30.11,78.28,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55ED9E46,THARALI,UTTARAKHAND,30.06,79.51,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EDC0E8,SRIJANGRAM,ASSAM,26.38,90.7,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EDCE3A,LAKHIPUR,ASSAM,24.79,93.0,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EDDD4C,TIHU,ASSAM,26.47,91.26,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EDE604,CHAMATA,ASSAM,26.4,91.1339,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EDE8D6,SONARI,ASSAM,27.03,95.0167,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55EDFBA0,GUWAHATI_ARG,ASSAM,26.11,91.76,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FBC7B8,TALEGAON_DHAMDHERE,MAHARASHTRA,18.671,74.148,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FBC96A,TONDAPUR,MAHARASHTRA,19.42,77.4,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FBD4CE,TRIMBAKESHWAR,MAHARASHTRA,19.94,73.53,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FBF222,NIPHAD,MAHARASHTRA,20.0719,75.1033,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FBFCF0,PETLURU_HRS,ANDHRA_PRADESH,13.9537,79.6159,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FC0E40,JURALA_CWC,TELANGANA,16.26,77.84,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FC1D36,KADAPA_AIRPORT,ANDHRA_PRADESH,14.51,78.77,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FC7602,MEHADRIGADDA_DAM,ANDHRA_PRADESH,17.75,83.19,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FC78D0,PANDIRIMAMIDI_HRS,ANDHRA_PRADESH,17.4252,81.7905,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FC9B22,MUDHOLE_BASAR,TELANGANA,18.97,77.9,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FCA06A,ANANDAPURAM_ARG,ANDHRA_PRADESH,17.89,83.37,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FCAEB8,PEDDAVADUGUR,ANDHRA_PRADESH,15.01,77.66,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FCB31C,PERUR,TELANGANA,18.53,80.39,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FCD828,KAKINADA,ANDHRA_PRADESH,16.96,82.23,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FCE360,SAIL_VISAKHAPATNAM,ANDHRA_PRADESH,17.66,83.16,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FD7A2A,YARALPAT,MANIPUR,24.81,94.0,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FD847C,SAINIK_SCHOOL,MANIPUR,24.86,93.97,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FD8AAE,WANGNOI,MANIPUR,24.67,93.89,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FD970A,LAMSANG,MANIPUR,24.82,93.85,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FDD400,SAFDARJUNG,DELHI,28.5833,77.2167,160.0,0-20000-0-42182,42182,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FDEF48,CHUMUKEDIMA,NAGALAND,25.81,93.75,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FDF2EC,KOHIMA_ARG,NAGALAND,25.72,94.09,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FDFC3E,JAKHAMA,NAGALAND,25.58,94.12,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FE0566,TSEMINU,NAGALAND,25.92,94.22,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FE2D58,ABOI,NAGALAND,25.42,94.43,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FE9ED6,LONGDING,ARUNACHAL_PRADESH,26.8869,95.3219,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FF14EA,BHAINSA_ARG,TELANGANA,19.1031,77.9653,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FF1A38,BOBBILI,ANDHRA_PRADESH,18.57,83.35,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FFA9B6,TASGAON,MAHARASHTRA,17.42,74.6,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55FFDF26,SHEVGAON,MAHARASHTRA,19.3472,75.2183,550.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
561268A2,SONEMARG,JAMMU_AND_KASHMIR,34.3,75.2,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
56187A86,TENALI,ARUNACHAL_PRADESH,29.0796,95.1171,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5618C7DA,MAYABUNDER,ANDAMAN_AND_NICOBAR,12.8755,92.8922,0.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5618D4AC,SHAHEED_DWEEP,ANDAMAN_AND_NICOBAR,11.6562,92.7432,30.4,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5618DA7E,HUT_BAY,ANDAMAN_AND_NICOBAR,10.5962,92.5364,7.9,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5618EFE4,NANCOWRY,ANDAMAN_AND_NICOBAR,7.9768,93.5509,0.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5618F240,CAMPBELL_BAY,ANDAMAN_AND_NICOBAR,7.0076,93.9048,0.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
561935A4,LAMANG_2,ARUNACHAL_PRADESH,28.7594,93.9585,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5619C520,RAJOURI,JAMMU_AND_KASHMIR,33.375627,74.290072,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5619CBF2,BHELLA,JAMMU_AND_KASHMIR,33.129137,75.662562,1027.2,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
561DB68A,PASHAN_TDMA_TEST,MAHARASHTRA,18.5167,73.85,540.4,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
561E99BA,CAR_NICOBAR,ANDAMAN_AND_NICOBAR,9.1573,92.7581,14.6,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5B75F92E,RUDRA_PRAYAG,UTTARAKHAND,30.3167,78.9667,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5B760076,CHAMOLI,UTTARAKHAND,30.4,79.3167,1105.6,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5B761DD2,COLABA_TEST,MAHARASHTRA,18.8978,72.8128,32.1,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
5B76269A,MUKTESHWAR,UTTARAKHAND,29.4667,79.65,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A01392,BARNALA,PUNJAB,30.36,75.53,79.8,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A01D40,BHATINDA_AMFU,PUNJAB,30.19,74.9333,75.6,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A028DA,FARIDKOT_AMFU,PUNJAB,30.67,74.74,99.1,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A0357E,FATEHGARH_SAHIB,PUNJAB,30.62,76.41,78.1,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A03BAC,FEROJPUR,PUNJAB,30.91,74.66,89.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A043EE,GURDASPUR_AMFU,PUNJAB,32.05,75.42,84.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A04D3C,HOSIYARPUR,PUNJAB,31.38,76.0239,78.1,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A05098,JALANDHAR,PUNJAB,31.05,75.34,99.1,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
A0A05E4A,KAPURTHALA,PUNJAB,31.39,75.36,79.8,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
