station_id,station_name,state,latitude,longitude,elevation_m,wigos_id,wmo_id,icao,network_type,primary_provider,is_reference_only
55C692D2,AMARPUR,TRIPURA,23.51,91.657,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C69C00,KUMARGHAT,TRIPURA,24.177,92.039,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C6B43E,SONAMURA,TRIPURA,23.4844,91.27,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C6BAEC,TELIAMURA,TRIPURA,23.84,91.63,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C6C2AE,BELONIA,TRIPURA,23.2451,91.476,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C6DF0A,NAMTHANG,SIKKIM,27.16,88.47,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C7163C,SORENG,SIKKIM,27.19,88.16,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C718EE,RAVANGLA,SIKKIM,27.29,88.35,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C723A6,ZIRO_ARG,ARUNACHAL_PRADESH,27.5378,93.815,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C73E02,CHAPRA,BIHAR,25.7878,84.74,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C75536,HATHUA,BIHAR,26.3674,84.3129,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C79028,YACHULI,ARUNACHAL_PRADESH,27.46,93.7669,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C7E6B8,OYAN,ARUNACHAL_PRADESH,27.88,95.31,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C868EC,ARKI,JHARKHAND,23.1,85.53,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C87548,TORPA,JHARKHAND,22.93,85.41,380.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C88B1E,P_N_PALAYAM,TAMIL_NADU,11.15,76.94,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C896BA,CHETTYKULAM,TAMIL_NADU,11.13,78.77,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C8ADF2,NILAKOTTAI,TAMIL_NADU,10.15,77.85,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C8B056,DINDIGUL,TAMIL_NADU,10.38,77.96,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C8C6C6,VANIYAMBADI,TAMIL_NADU,12.6833,78.6167,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C8C814,R.K.PET,TAMIL_NADU,13.15,79.4167,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C8DB62,CHEYYAR,TAMIL_NADU,12.6667,79.5333,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C8EEF8,POONAMALLEE,TAMIL_NADU,13.05,80.0833,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C90122,PALACODE,TAMIL_NADU,12.29,78.07,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C91C86,PERIYA_KALAPET,PUDUCHERRY,12.0333,79.85,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C927CE,DENKANIKOTTAI,TAMIL_NADU,12.52,77.79,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C934B8,VAZHAPADI,TAMIL_NADU,11.65,78.39,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C93A6A,KARUMANDURAI,TAMIL_NADU,11.82,78.62,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C95F8C,PERUNDURAI,TAMIL_NADU,11.27,77.78,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C96A16,KARUR,TAMIL_NADU,10.95,78.7,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C97960,NAGERCOIL,TAMIL_NADU,8.1667,77.4167,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C99A92,RAJAPALAYAM,TAMIL_NADU,9.4667,77.55,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55C9AF08,BODINAYAKANUR,TAMIL_NADU,10.0,77.35,30.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
