candidate,threshold,k,n,eligible,tp,fp,fn,tn,precision,recall,f1,predicted_incidents,true_positive_predicted_incidents,false_positive_predicted_incidents,true_fault_episodes,detected_fault_episodes,incident_precision,episode_recall,incident_f1,false_alert_incidents_per_station_day,observed_station_days,median_detection_latency_minutes,p90_detection_latency_minutes,rows,stations,fault_rows,weather_rows,fault_auprc,brier_score,ece_10_bin,weather_rows_flagged_as_fault,weather_false_fault_rate,persistence_k,persistence_n
tcn,0.6,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.62,1,1,True,5,0,427,60169,1.0,0.011574074074074073,0.022883295194508005,4,4,0,38,4,1.0,0.10526315789473684,0.1904761904761905,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.62,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.62,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.64,1,1,True,4,0,428,60169,1.0,0.009259259259259259,0.018348623853211007,3,3,0,38,3,1.0,0.07894736842105263,0.14634146341463414,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.64,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.64,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.66,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.66,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.66,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.68,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.68,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.68,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.7000000000000001,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.7000000000000001,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.7000000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.7200000000000001,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.7200000000000001,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.7200000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.74,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.74,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.74,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.76,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.76,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.76,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.78,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.78,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.78,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.8,1,1,True,3,0,429,60169,1.0,0.006944444444444444,0.013793103448275862,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,0.0,0.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.8,2,3,True,1,1,431,60168,0.5,0.0023148148148148147,0.004608294930875576,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.8,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.8200000000000001,1,1,True,2,0,430,60169,1.0,0.004629629629629629,0.009216589861751152,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,15.0,27.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.8200000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.8200000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.8400000000000001,1,1,True,2,0,430,60169,1.0,0.004629629629629629,0.009216589861751152,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,15.0,27.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.8400000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.8400000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.86,1,1,True,1,0,431,60169,1.0,0.0023148148148148147,0.0046189376443418004,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.86,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.86,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.88,1,1,True,1,0,431,60169,1.0,0.0023148148148148147,0.0046189376443418004,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.88,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.88,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.9,1,1,True,1,0,431,60169,1.0,0.0023148148148148147,0.0046189376443418004,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.9,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.9,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.92,1,1,True,1,0,431,60169,1.0,0.0023148148148148147,0.0046189376443418004,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.92,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.92,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.9400000000000001,1,1,True,1,0,431,60169,1.0,0.0023148148148148147,0.0046189376443418004,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.9400000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.9400000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.9600000000000001,1,1,True,1,0,431,60169,1.0,0.0023148148148148147,0.0046189376443418004,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.9600000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.9600000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
tcn,0.98,1,1,True,1,0,431,60169,1.0,0.0023148148148148147,0.0046189376443418004,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,30.0,30.0,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,1,1
tcn,0.98,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,2,3
tcn,0.98,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.5130858120005825,0.00627084095120661,0.0022091327968645183,0,0.0,3,5
gru,0.02,1,1,False,243,1556,189,58613,0.13507504168982767,0.5625,0.21783953384132676,536,33,503,38,31,0.061567164179104475,0.8157894736842105,0.1144935646334639,0.20513866231647634,2452,0.0,780.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,15,0.09375,1,1
gru,0.02,2,3,False,212,1373,220,58796,0.13375394321766562,0.49074074074074076,0.210213187902826,313,13,300,38,13,0.04153354632587859,0.34210526315789475,0.07407407407407407,0.12234910277324633,2452,510.0,1308.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,14,0.0875,2,3
gru,0.02,3,5,False,200,1175,232,58994,0.14545454545454545,0.46296296296296297,0.22136137244050913,208,11,197,38,11,0.052884615384615384,0.2894736842105263,0.08943089430894309,0.08034257748776509,2452,540.0,1440.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,10,0.0625,3,5
gru,0.04,1,1,False,178,261,254,59908,0.4054669703872437,0.41203703703703703,0.4087256027554535,120,25,95,38,22,0.20833333333333334,0.5789473684210527,0.30640668523676884,0.03874388254486134,2452,0.0,1260.0000000000014,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,2,0.0125,1,1
gru,0.04,2,3,False,158,233,274,59936,0.4040920716112532,0.36574074074074076,0.3839611178614824,66,14,52,38,12,0.21212121212121213,0.3157894736842105,0.2537764350453172,0.021207177814029365,2452,675.0,1608.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.04,3,5,False,149,199,283,59970,0.4281609195402299,0.3449074074074074,0.3820512820512821,43,11,32,38,10,0.2558139534883721,0.2631578947368421,0.259433962264151,0.013050570962479609,2452,720.0,1815.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.06,1,1,False,136,105,296,60064,0.5643153526970954,0.3148148148148148,0.4041604754829123,53,20,33,38,19,0.37735849056603776,0.5,0.43010752688172044,0.013458401305057096,2452,0.0,1667.9999999999998,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.06,2,3,False,119,96,313,60073,0.5534883720930233,0.27546296296296297,0.3678516228748068,28,9,19,38,9,0.32142857142857145,0.23684210526315788,0.2727272727272727,0.007748776508972268,2452,690.0,1944.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.06,3,5,False,109,95,323,60074,0.5343137254901961,0.2523148148148148,0.3427672955974843,22,6,16,38,6,0.2727272727272727,0.15789473684210525,0.19999999999999998,0.0065252854812398045,2452,690.0,2040.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.08,1,1,False,110,46,322,60123,0.7051282051282052,0.25462962962962965,0.3741496598639456,27,16,11,38,15,0.5925925925925926,0.39473684210526316,0.47384007897334646,0.004486133768352365,2452,0.0,1944.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.08,2,3,False,95,54,337,60115,0.6375838926174496,0.2199074074074074,0.32702237521514627,21,7,14,38,7,0.3333333333333333,0.18421052631578946,0.23728813559322035,0.005709624796084829,2452,660.0,2142.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.08,3,5,False,88,45,344,60124,0.6616541353383458,0.2037037037037037,0.31150442477876106,12,5,7,38,5,0.4166666666666667,0.13157894736842105,0.19999999999999998,0.0028548123980424145,2452,690.0,1608.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.1,1,1,False,96,30,336,60139,0.7619047619047619,0.2222222222222222,0.34408602150537637,19,11,8,38,11,0.5789473684210527,0.2894736842105263,0.3859649122807018,0.0032626427406199023,2452,30.0,750.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.1,2,3,False,85,35,347,60134,0.7083333333333334,0.19675925925925927,0.30797101449275366,14,5,9,38,5,0.35714285714285715,0.13157894736842105,0.1923076923076923,0.00367047308319739,2452,690.0,1662.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.1,3,5,False,80,31,352,60138,0.7207207207207207,0.18518518518518517,0.2946593001841621,9,5,4,38,5,0.5555555555555556,0.13157894736842105,0.2127659574468085,0.0016313213703099511,2452,720.0,1692.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.12000000000000001,1,1,False,87,17,345,60152,0.8365384615384616,0.2013888888888889,0.3246268656716418,14,8,6,38,8,0.5714285714285714,0.21052631578947367,0.3076923076923077,0.0024469820554649264,2452,180.0,717.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.12000000000000001,2,3,False,79,18,353,60151,0.8144329896907216,0.18287037037037038,0.29867674858223064,8,4,4,38,4,0.5,0.10526315789473684,0.17391304347826086,0.0016313213703099511,2452,645.0,783.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.12000000000000001,3,5,False,75,21,357,60148,0.78125,0.1736111111111111,0.28409090909090906,7,4,3,38,4,0.5714285714285714,0.10526315789473684,0.17777777777777778,0.0012234910277324632,2452,675.0,813.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.13999999999999999,1,1,False,83,14,349,60155,0.8556701030927835,0.19212962962962962,0.31379962192816635,11,8,3,38,8,0.7272727272727273,0.21052631578947367,0.32653061224489793,0.0012234910277324632,2452,210.0,726.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.13999999999999999,2,3,False,75,18,357,60151,0.8064516129032258,0.1736111111111111,0.2857142857142857,8,4,4,38,4,0.5,0.10526315789473684,0.17391304347826086,0.0016313213703099511,2452,660.0,804.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.13999999999999999,3,5,False,71,21,361,60148,0.7717391304347826,0.16435185185185186,0.27099236641221375,7,4,3,38,4,0.5714285714285714,0.10526315789473684,0.17777777777777778,0.0012234910277324632,2452,690.0,834.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.16,1,1,True,80,10,352,60159,0.8888888888888888,0.18518518518518517,0.3065134099616858,10,8,2,38,8,0.8,0.21052631578947367,0.3333333333333333,0.0008156606851549756,2452,240.0,747.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.16,2,3,False,72,15,360,60154,0.8275862068965517,0.16666666666666666,0.27745664739884396,7,4,3,38,4,0.5714285714285714,0.10526315789473684,0.17777777777777778,0.0012234910277324632,2452,675.0,813.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.16,3,5,False,68,17,364,60152,0.8,0.1574074074074074,0.26305609284332687,6,4,2,38,4,0.6666666666666666,0.10526315789473684,0.18181818181818182,0.0008156606851549756,2452,705.0,843.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.18,1,1,True,63,9,369,60160,0.875,0.14583333333333334,0.25000000000000006,9,8,1,38,7,0.8888888888888888,0.18421052631578946,0.30517711171662126,0.0004078303425774878,2452,600.0,822.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.18,2,3,False,57,14,375,60155,0.8028169014084507,0.13194444444444445,0.22664015904572565,8,5,3,38,4,0.625,0.10526315789473684,0.18018018018018017,0.0012234910277324632,2452,810.0,861.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.18,3,5,False,54,15,378,60154,0.782608695652174,0.125,0.2155688622754491,6,4,2,38,4,0.6666666666666666,0.10526315789473684,0.18181818181818182,0.0008156606851549756,2452,840.0,933.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.19999999999999998,1,1,True,41,6,391,60163,0.8723404255319149,0.09490740740740741,0.17118997912317327,10,10,0,38,7,1.0,0.18421052631578946,0.3111111111111111,0.0,2452,630.0,906.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.19999999999999998,2,3,False,36,10,396,60159,0.782608695652174,0.08333333333333333,0.15062761506276148,8,6,2,38,4,0.75,0.10526315789473684,0.1846153846153846,0.0008156606851549756,2452,885.0,963.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.19999999999999998,3,5,False,35,12,397,60157,0.7446808510638298,0.08101851851851852,0.14613778705636743,7,5,2,38,4,0.7142857142857143,0.10526315789473684,0.18348623853211007,0.0008156606851549756,2452,945.0,1002.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.22,1,1,True,25,5,407,60164,0.8333333333333334,0.05787037037037037,0.10822510822510822,7,7,0,38,6,1.0,0.15789473684210525,0.2727272727272727,0.0,2452,375.0,885.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.22,2,3,False,18,9,414,60160,0.6666666666666666,0.041666666666666664,0.0784313725490196,4,2,2,38,2,0.5,0.05263157894736842,0.09523809523809525,0.0008156606851549756,2452,915.0,927.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.22,3,5,False,16,9,416,60160,0.64,0.037037037037037035,0.07002188183807438,3,1,2,38,1,0.3333333333333333,0.02631578947368421,0.048780487804878044,0.0008156606851549756,2452,960.0,960.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.24,1,1,True,22,3,410,60166,0.88,0.05092592592592592,0.0962800875273523,6,5,1,38,5,0.8333333333333334,0.13157894736842105,0.22727272727272727,0.0004078303425774878,2452,720.0,888.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.24,2,3,False,17,4,415,60165,0.8095238095238095,0.03935185185185185,0.0750551876379691,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,930.0,930.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.24,3,5,False,16,5,416,60164,0.7619047619047619,0.037037037037037035,0.0706401766004415,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,960.0,960.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.26,1,1,True,19,2,413,60167,0.9047619047619048,0.04398148148148148,0.08388520971302428,3,3,0,38,3,1.0,0.07894736842105263,0.14634146341463414,0.0,2452,30.0,750.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.26,2,3,False,16,4,416,60165,0.8,0.037037037037037035,0.07079646017699115,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,960.0,960.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.26,3,5,False,15,5,417,60164,0.75,0.034722222222222224,0.06637168141592921,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,990.0,990.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.28,1,1,True,19,2,413,60167,0.9047619047619048,0.04398148148148148,0.08388520971302428,3,3,0,38,3,1.0,0.07894736842105263,0.14634146341463414,0.0,2452,30.0,750.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.28,2,3,False,16,4,416,60165,0.8,0.037037037037037035,0.07079646017699115,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,960.0,960.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.28,3,5,False,15,5,417,60164,0.75,0.034722222222222224,0.06637168141592921,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,990.0,990.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
