group,fault_precision,fault_recall,fault_f1,false_alerts_per_station_day,point_fault_f1,weather_f1,fault_to_weather_rate,weather_to_fault_rate
all,0.015625,0.3787878787878788,0.030012004801920768,0.1807436309387193,0.056767676767676765,0.27210884353741494,0.2727272727272727,0.2318840579710145
india,0.007343124165554072,0.3333333333333333,0.014369693011103853,0.2842125382262997,0.028594488642914792,0.459940652818991,0.24242424242424243,0.2073170731707317
dwd,0.13725490196078433,0.42424242424242425,0.20740740740740743,0.02527283170591614,0.25590872045639773,0.169765561843169,0.30303030303030304,0.26785714285714285
india_station_holdout,0.0,0.0,0.0,0.0011467889908256881,0.0,0.4424778761061947,0.2,0.0
dwd_station_holdout,0.2631578947368421,0.45454545454545453,0.3333333333333333,0.016166281755196306,0.3848396501457726,0.17049180327868854,0.09090909090909091,0.35714285714285715
