fault_threshold,weather_threshold,k,n,window_minutes,enable_drift_rescue,drift_rescue_threshold,drift_min_fault_probability,weather_agreement_threshold,weather_probability_floor,recovery_points,search_stage,fault_precision,fault_recall,fault_f1,false_alerts_per_station_day,weather_f1,weather_precision,weather_recall,fault_to_weather_rate,weather_to_fault_rate,normal_to_fault_row_rate,worst_domain_fault_precision,worst_domain_fault_f1,worst_domain_false_alerts_per_station_day,worst_domain_normal_to_fault_rate,worst_domain_weather_to_fault_rate,objective,policy_eligible
0.55,0.9,2,4,720,False,10.0,0.22000000000000003,0.5,0.1,2,core,0.05921052631578947,0.4909090909090909,0.10567514677103718,0.13811976819059885,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.20276497695852536,0.02240098646545903,0.031007751937984496,0.058111380145278446,0.19369834710743802,0.032002639392939625,0.2619047619047619,-4.564803377973917,False
0.45,0.35,2,4,720,False,10.0,0.18000000000000002,0.5,0.1,2,core,0.05921052631578947,0.4909090909090909,0.10567514677103718,0.13811976819059885,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.20276497695852536,0.0224156660109803,0.031007751937984496,0.058111380145278446,0.19369834710743802,0.032026205401329125,0.2619047619047619,-4.5650390380578125,False
0.45,0.55,2,4,720,False,10.0,0.18000000000000002,0.5,0.1,2,core,0.05921052631578947,0.4909090909090909,0.10567514677103718,0.13811976819059885,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.20276497695852536,0.0224156660109803,0.031007751937984496,0.058111380145278446,0.19369834710743802,0.032026205401329125,0.2619047619047619,-4.5650390380578125,False
0.45,0.75,2,4,720,False,10.0,0.18000000000000002,0.5,0.1,2,core,0.05921052631578947,0.4909090909090909,0.10567514677103718,0.13811976819059885,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.20276497695852536,0.0224156660109803,0.031007751937984496,0.058111380145278446,0.19369834710743802,0.032026205401329125,0.2619047619047619,-4.5650390380578125,False
0.45,0.9,2,4,720,False,10.0,0.18000000000000002,0.5,0.1,2,core,0.05921052631578947,0.4909090909090909,0.10567514677103718,0.13811976819059885,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.20276497695852536,0.0224156660109803,0.031007751937984496,0.058111380145278446,0.19369834710743802,0.032026205401329125,0.2619047619047619,-4.5650390380578125,False
0.35,0.35,2,3,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.01993482281788556,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.02860913418485177,0.2619047619047619,-4.57306223324038,False
0.35,0.55,2,3,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.01993482281788556,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.02860913418485177,0.2619047619047619,-4.57306223324038,False
0.35,0.75,2,3,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.01993482281788556,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.02860913418485177,0.2619047619047619,-4.57306223324038,False
0.35,0.9,2,3,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.01993482281788556,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.02860913418485177,0.2619047619047619,-4.57306223324038,False
0.35,0.35,2,4,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.022459704647544113,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.03209690342649762,0.2619047619047619,-4.579537558792932,False
0.35,0.55,2,4,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.022459704647544113,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.03209690342649762,0.2619047619047619,-4.579537558792932,False
0.35,0.75,2,4,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.022459704647544113,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.03209690342649762,0.2619047619047619,-4.579537558792932,False
0.35,0.9,2,4,720,False,10.0,0.13999999999999999,0.5,0.1,2,core,0.05908096280087528,0.4909090909090909,0.10546875,0.13844172569220864,0.48994082840236686,0.32961783439490444,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.022459704647544113,0.030927835051546393,0.057971014492753624,0.19421487603305784,0.03209690342649762,0.2619047619047619,-4.579537558792932,False
0.25,0.35,2,3,720,False,10.0,0.1,0.5,0.1,2,core,0.05844155844155844,0.4909090909090909,0.10444874274661507,0.14005151320025758,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.02018437509174716,0.030534351145038167,0.057279236276849645,0.19679752066115702,0.028915492293915258,0.2619047619047619,-4.645030760512283,False
0.25,0.55,2,3,720,False,10.0,0.1,0.5,0.1,2,core,0.05844155844155844,0.4909090909090909,0.10444874274661507,0.14005151320025758,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.02018437509174716,0.030534351145038167,0.057279236276849645,0.19679752066115702,0.028915492293915258,0.2619047619047619,-4.645030760512283,False
0.25,0.75,2,3,720,False,10.0,0.1,0.5,0.1,2,core,0.05844155844155844,0.4909090909090909,0.10444874274661507,0.14005151320025758,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.02018437509174716,0.030534351145038167,0.057279236276849645,0.19679752066115702,0.028915492293915258,0.2619047619047619,-4.645030760512283,False
0.25,0.9,2,3,720,False,10.0,0.1,0.5,0.1,2,core,0.05844155844155844,0.4909090909090909,0.10444874274661507,0.14005151320025758,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.02018437509174716,0.030534351145038167,0.057279236276849645,0.19679752066115702,0.028915492293915258,0.2619047619047619,-4.645030760512283,False
0.15,0.35,2,3,720,False,10.0,0.08,0.5,0.1,2,core,0.058315334773218146,0.4909090909090909,0.10424710424710426,0.14037347070186734,0.4615384615384615,0.3044117647058823,0.9539170506912442,0.32727272727272727,0.2073732718894009,0.020257772819353512,0.030456852791878174,0.05714285714285715,0.19731404958677687,0.02903332233586275,0.2619047619047619,-4.659979646907466,False
